unique_id,fac_id,staff_id,m2sfq1,m2sfq3,m2sfq4,m2sfq7,m2sfq8,m2sfq9,m2sfq10,m2sfq11,m2sfq12,m2sfq13,m2sfq14,m2sfq14aut,m2sfq15,m2sfq16,m2sgq1,m2sgq3,m2sgq5,m2sgq6,m2sgq7,m2sgq8,m2sgq8aut,m2sgq9,m2sgq10,has_roster,has_absentee,country,absence_rate
117_4,117,4,6-10,5 or less,4,Other,Primary,Certificate,0,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,0.0,Oui,,,Traitement de dossiers/élaboration de rapports,0.0,1,1.0,Togo-2013,0.25
117_2,117,2,6-10,5 or less,2,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.25
117_3,117,3,6-10,5 or less,3,Other,Secondary,Diploma,0,25-34,Oui,0,Maladie/maternité,,Oui,,3.0,3.0,Other,0.0,0.0,Maladie/maternité,,,,1,1.0,Togo-2013,0.25
117_1,117,1,6-10,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,,1.0,Nurse,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.25
118_1,118,1,Over 50,Over 5,1,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,0,Formation/séminaire/réunion,,Oui,,,1.0,Doctor,Homme,0.0,Mission officielle,,,,1,1.0,Togo-2013,0.5
118_12,118,12,Over 50,Over 5,12,Nurse,Post-Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Non,5.0,12.0,Nurse,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.5
118_20,118,20,Over 50,Over 5,20,Other,Secondary,Diploma,0,35-44,Oui,0,Absence autorisée (permission/congé),,Oui,,9.0,20.0,Other,0.0,0.0,Mission officielle,,,,1,1.0,Togo-2013,0.5
118_16,118,16,Over 50,Over 5,16,Nurse,Secondary,Diploma,0,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
118_5,118,5,Over 50,Over 5,5,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,,,,,,,,,,,1,,Togo-2013,0.5
118_3,118,3,Over 50,Over 5,3,Clinical Officer,Post-Secondary,Certificate,0,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
118_10,118,10,Over 50,Over 5,10,Nurse,Primary,Certificate,0,45 or older,0,0,Absence autorisée (permission/congé),,Non,,,,,,,,,,,1,,Togo-2013,0.5
118_6,118,6,Over 50,Over 5,6,Nurse,Post-Secondary,Diploma,0,45 or older,Oui,Oui,,,Oui,Non,2.0,6.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
118_25,118,25,Over 50,Over 5,25,Other,Secondary,Certificate,Homme,35-44,0,Oui,,,Oui,Non,10.0,25.0,Other,Homme,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.5
118_14,118,14,Over 50,Over 5,14,Nurse,Post-Secondary,Advanced,0,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
118_7,118,7,Over 50,Over 5,7,Nurse,Primary,Certificate,0,45 or older,Oui,Oui,,,Oui,Oui,3.0,7.0,Nurse,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5
118_11,118,11,Over 50,Over 5,11,Nurse,Post-Secondary,Diploma,Homme,45 or older,Oui,0,Mission officielle,,Non,,,,,,,,,,,1,,Togo-2013,0.5
118_9,118,9,Over 50,Over 5,9,Nurse,Primary,Certificate,Homme,45 or older,Oui,0,Absence autorisée (permission/congé),,Non,,,,,,,,,,,1,,Togo-2013,0.5
118_17,118,17,Over 50,Over 5,17,Nurse,Secondary,Diploma,0,45 or older,Oui,0,Maladie/maternité,,Oui,,7.0,17.0,Nurse,0.0,0.0,Maladie/maternité,,,0.0,1,1.0,Togo-2013,0.5
118_8,118,8,Over 50,Over 5,8,Nurse,Secondary,Certificate,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,,4.0,8.0,Nurse,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.5
118_18,118,18,Over 50,Over 5,18,Other,Secondary,Diploma,0,45 or older,Oui,0,Absence autorisée (permission/congé),,Non,,,,,,,,,,,1,,Togo-2013,0.5
118_4,118,4,Over 50,Over 5,4,Clinical Officer,Post-Secondary,Certificate,0,25-34,Oui,0,Absence autorisée (permission/congé),,Non,,,,,,,,,,,1,,Togo-2013,0.5
118_23,118,23,Over 50,Over 5,23,Other,Secondary,Diploma,0,25-34,Oui,0,Maladie/maternité,,Non,,,,,,,,,,,1,,Togo-2013,0.5
118_15,118,15,Over 50,Over 5,15,Nurse,Secondary,Diploma,0,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,,,,,,,,,,,1,,Togo-2013,0.5
118_13,118,13,Over 50,Over 5,13,Nurse,Secondary,Diploma,Homme,25-34,Oui,0,Absence autorisée (permission/congé),,Oui,,6.0,13.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
118_21,118,21,Over 50,Over 5,21,Other,Post-Secondary,Advanced,Homme,25-34,0,0,En stage,,Non,,,,,,,,,,,1,,Togo-2013,0.5
118_24,118,24,Over 50,Over 5,24,Other,Secondary,Diploma,0,35-44,Oui,0,Absence autorisée (permission/congé),,Non,,,,,,,,,,,1,,Togo-2013,0.5
118_19,118,19,Over 50,Over 5,19,Other,Primary,Certificate,0,45 or older,Oui,Oui,,,Oui,Non,8.0,19.0,Other,0.0,0.0,Maladie/maternité,,,,1,1.0,Togo-2013,0.5
118_22,118,22,Over 50,Over 5,22,Other,Secondary,Diploma,Homme,45 or older,0,0,Absence autorisée (permission/congé),,Non,,,,,,,,,,,1,,Togo-2013,0.5
118_2,118,2,Over 50,Over 5,2,Clinical Officer,Post-Secondary,Certificate,Homme,45 or older,Oui,0,Formation/séminaire/réunion,,Non,,,,,,,,,,,1,,Togo-2013,0.5
119_2,119,2,5 or less,5 or less,2,Other,Secondary,None,0,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
119_1,119,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
12_6,12,6,6-10,5 or less,6,Other,Primary,None,0,25-34,Oui,Oui,,,Oui,Oui,6.0,6.0,Other,0.0,0.0,Autres (à préciser),Q8(11)=SONT TOUS PARTIS AVANT L'HEURE DE FERMETURE,,,1,1.0,Togo-2013,0.8333333
12_3,12,3,6-10,5 or less,3,Other,Primary,None,Homme,45 or older,0,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,0.0,1,1.0,Togo-2013,0.8333333
12_4,12,4,6-10,5 or less,4,Other,Secondary,None,Homme,35-44,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,Homme,0.0,Autres (à préciser),Q8(11)=SONT TOUS PARTIS AVANT L'HEURE DE FERMETURE,,,1,1.0,Togo-2013,0.8333333
12_5,12,5,6-10,5 or less,5,Other,Primary,None,Homme,35-44,Oui,Oui,,,Oui,Oui,5.0,5.0,Other,Homme,0.0,Autres (à préciser),Q8(11)=SONT TOUS PARTIS AVANT L'HEURE DE FERMETURE,,,1,1.0,Togo-2013,0.8333333
12_2,12,2,6-10,5 or less,2,Other,Primary,Certificate,0,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,0.0,Autres (à préciser),Q8(11)=SONT TOUS PARTIS AVANT L'HEURE DE FERMETURE,,,1,1.0,Togo-2013,0.8333333
12_1,12,1,6-10,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.8333333
120_4,120,4,6-10,5 or less,4,Other,Primary,None,0,35-44,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.4
120_3,120,3,6-10,5 or less,3,Other,Secondary,None,0,35-44,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.4
120_2,120,2,6-10,5 or less,2,Other,Secondary,Diploma,Homme,35-44,0,0,Autres (à préciser),,Oui,Non,2.0,2.0,Other,Homme,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.4
120_1,120,1,6-10,5 or less,1,Nurse,Secondary,Diploma,0,45 or older,Oui,0,Absence autorisée (permission/congé),,Oui,Non,1.0,1.0,Nurse,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.4
120_5,120,5,6-10,5 or less,5,Other,Primary,None,0,45 or older,0,Oui,,,Oui,Non,5.0,5.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.4
121_2,121,2,5 or less,5 or less,2,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.5
121_1,121,1,5 or less,5 or less,1,Other,Primary,Certificate,0,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
122_6,122,6,11-50,Over 5,6,Other,Primary,Certificate,0,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.3
122_3,122,3,11-50,Over 5,3,Clinical Officer,Post-Secondary,Advanced,0,35-44,Oui,Oui,,,Oui,Oui,2.0,3.0,Clinical Officer,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.3
122_2,122,2,11-50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,Homme,45 or older,0,Oui,,,Oui,Non,1.0,2.0,Clinical Officer,Homme,0.0,Formation/séminaire/réunion,,,,1,1.0,Togo-2013,0.3
122_11,122,11,11-50,Over 5,11,Other,Secondary,None,0,45 or older,0,Oui,,,Oui,Non,7.0,11.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.3
122_16,122,16,11-50,Over 5,16,Other,Post-Secondary,Advanced,Homme,35-44,0,0,Absence autorisée (permission/congé),,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
122_4,122,4,11-50,Over 5,4,Nurse,Post-Secondary,Advanced,0,35-44,Oui,0,Formation/séminaire/réunion,,Oui,Non,3.0,4.0,Nurse,0.0,0.0,Formation/séminaire/réunion,,,,1,1.0,Togo-2013,0.3
122_15,122,15,11-50,Over 5,15,Other,Secondary,Diploma,Homme,35-44,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
122_7,122,7,11-50,Over 5,7,Other,Secondary,Certificate,0,45 or older,Oui,Oui,,,Oui,Oui,4.0,7.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.3
122_10,122,10,11-50,Over 5,10,Nurse,Primary,Certificate,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,6.0,10.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.3
122_14,122,14,11-50,Over 5,14,Other,Secondary,None,0,35-44,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
122_17,122,17,11-50,Over 5,17,Other,Post-Secondary,Advanced,Homme,Younger than 25,0,0,Mission officielle,,Oui,Non,9.0,17.0,Other,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.3
122_9,122,9,11-50,Over 5,9,Nurse,Secondary,Certificate,Homme,35-44,Oui,Oui,,,Oui,Oui,5.0,9.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.3
122_1,122,1,11-50,Over 5,1,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,0,Formation/séminaire/réunion,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
122_12,122,12,11-50,Over 5,12,Other,Post-Secondary,None,Homme,45 or older,0,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,8.0,12.0,Other,Homme,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.3
122_8,122,8,11-50,Over 5,8,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.3
122_13,122,13,11-50,Over 5,13,Other,Post-Secondary,Advanced,Homme,35-44,0,0,Absence non autorisée,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
122_5,122,5,11-50,Over 5,5,Nurse,Post-Secondary,Advanced,0,25-34,Oui,0,Absence autorisée (permission/congé),,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
122_19,122,19,11-50,Over 5,19,Other,Secondary,None,Homme,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
122_18,122,18,11-50,Over 5,18,Other,Post-Secondary,Advanced,Homme,45 or older,0,0,Maladie/maternité,,Oui,Non,10.0,18.0,Other,Homme,0.0,Maladie/maternité,,,,1,1.0,Togo-2013,0.3
123_1,123,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
123_2,123,2,5 or less,5 or less,2,Other,Primary,None,0,25-34,Oui,0,Absence autorisée (permission/congé),,Oui,Non,2.0,2.0,Other,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.5
124_2,124,2,5 or less,5 or less,2,Nurse,Primary,None,Homme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
124_1,124,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,0,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
125_3,125,3,5 or less,5 or less,3,Other,Primary,None,0,25-34,0,Oui,,,Oui,Non,3.0,3.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.33333334
125_2,125,2,5 or less,5 or less,2,Other,Primary,Certificate,0,35-44,Oui,0,Maladie/maternité,,Oui,Non,2.0,2.0,Other,0.0,0.0,Maladie/maternité,,,,1,1.0,Togo-2013,0.33333334
125_1,125,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.33333334
126_4,126,4,11-50,5 or less,4,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,0,Maladie/maternité,,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
126_8,126,8,11-50,5 or less,8,Other,Primary,None,0,35-44,Oui,Oui,,,Oui,Oui,5.0,8.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
126_12,126,12,11-50,5 or less,12,Other,Post-Secondary,Advanced,Homme,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
126_13,126,13,11-50,5 or less,13,Other,Secondary,None,Homme,35-44,0,Oui,,,Oui,Non,8.0,13.0,Other,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.5
126_7,126,7,11-50,5 or less,7,Nurse,Post-Secondary,Advanced,0,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
126_11,126,11,11-50,5 or less,11,Other,Primary,None,0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,7.0,11.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
126_14,126,14,11-50,5 or less,14,Other,Post-Secondary,Advanced,Homme,25-34,0,Oui,,,Oui,Non,9.0,14.0,Other,Homme,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5
126_6,126,6,11-50,5 or less,6,Nurse,Primary,None,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,4.0,6.0,Nurse,Homme,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.5
126_2,126,2,11-50,5 or less,2,Clinical Officer,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,2.0,Clinical Officer,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
126_3,126,3,11-50,5 or less,3,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,3.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
126_9,126,9,11-50,5 or less,9,Other,Primary,None,0,35-44,Oui,Oui,,,Oui,Oui,6.0,9.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
126_15,126,15,11-50,5 or less,15,Other,Secondary,None,Homme,45 or older,0,Oui,,,Oui,Non,10.0,15.0,Other,Homme,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5
126_1,126,1,11-50,5 or less,1,Doctor,Post-Secondary,Advanced,Homme,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
126_5,126,5,11-50,5 or less,5,Nurse,Primary,None,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,3.0,5.0,Nurse,Homme,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5
126_10,126,10,11-50,5 or less,10,Other,Primary,None,0,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
127_1,127,1,5 or less,5 or less,1,Nurse,Primary,Certificate,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
127_2,127,2,5 or less,5 or less,2,Other,Primary,None,0,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
128_1,128,1,5 or less,5 or less,1,Other,Primary,None,0,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
129_10,129,10,11-50,5 or less,10,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,0,Mission officielle,,Oui,Non,10.0,10.0,Clinical Officer,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.5
129_9,129,9,11-50,5 or less,9,Other,Secondary,None,Homme,35-44,0,Oui,,,Oui,Non,9.0,9.0,Other,Homme,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5
129_7,129,7,11-50,5 or less,7,Other,Secondary,Diploma,0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,7.0,7.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
129_2,129,2,11-50,5 or less,2,Nurse,Secondary,None,Homme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Cherche des informations/formation,0.0,1,1.0,Togo-2013,0.5
129_3,129,3,11-50,5 or less,3,Nurse,Secondary,None,0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,3.0,3.0,Nurse,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5
129_1,129,1,11-50,5 or less,1,Nurse,Secondary,Diploma,0,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5
129_8,129,8,11-50,5 or less,8,Other,Secondary,Diploma,Homme,35-44,0,Oui,,,Oui,Non,8.0,8.0,Other,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
129_4,129,4,11-50,5 or less,4,Nurse,Secondary,None,0,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Nurse,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.5
129_5,129,5,11-50,5 or less,5,Nurse,Post-Secondary,Advanced,0,25-34,Oui,0,Formation/séminaire/réunion,,Oui,Non,5.0,5.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
129_6,129,6,11-50,5 or less,6,Other,Secondary,Diploma,0,45 or older,Oui,Oui,,,Oui,Oui,6.0,6.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5
13_3,13,3,6-10,5 or less,3,Other,Post-Secondary,Advanced,Homme,25-34,0,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5714286
13_2,13,2,6-10,5 or less,2,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.5714286
13_4,13,4,6-10,5 or less,4,Other,Primary,None,0,35-44,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.5714286
13_5,13,5,6-10,5 or less,5,Other,Primary,None,0,25-34,0,Oui,,,Oui,Non,5.0,5.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5714286
13_6,13,6,6-10,5 or less,6,Nurse,Primary,None,Homme,25-34,Oui,Oui,,,Oui,Oui,6.0,6.0,Nurse,Homme,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5714286
13_1,13,1,6-10,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5714286
13_7,13,7,6-10,5 or less,7,Other,Secondary,None,Homme,25-34,0,Oui,,,Oui,Non,7.0,7.0,Other,Homme,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.5714286
130_2,130,2,5 or less,5 or less,2,Other,Primary,None,0,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.0
130_1,130,1,5 or less,5 or less,1,Nurse,Post-Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.0
130_3,130,3,5 or less,5 or less,3,Other,Primary,None,0,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.0
131_3,131,3,11-50,Over 5,3,Nurse,Secondary,Diploma,0,35-44,Oui,Oui,,,Oui,Oui,2.0,3.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.3
131_16,131,16,11-50,Over 5,16,Other,Secondary,Diploma,Homme,35-44,0,0,Formation/séminaire/réunion,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
131_19,131,19,11-50,Over 5,19,Other,Secondary,None,Homme,45 or older,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
131_8,131,8,11-50,Over 5,8,Nurse,Primary,None,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,4.0,8.0,Nurse,Homme,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.3
131_14,131,14,11-50,Over 5,14,Other,Post-Secondary,,Homme,25-34,0,Oui,,,Oui,Non,8.0,14.0,Other,Homme,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.3
131_6,131,6,11-50,Over 5,6,Nurse,Secondary,Diploma,Homme,45 or older,Oui,0,Autres (à préciser),,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
131_9,131,9,11-50,Over 5,9,Nurse,Post-Secondary,Advanced,0,25-34,Oui,0,Formation/séminaire/réunion,,Oui,Non,5.0,9.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.3
131_15,131,15,11-50,Over 5,15,Other,Secondary,Diploma,Homme,45 or older,0,Oui,,,Oui,Non,9.0,15.0,Other,Homme,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.3
131_13,131,13,11-50,Over 5,13,Other,Primary,None,0,25-34,Oui,0,Absence autorisée (permission/congé),,Oui,Non,7.0,13.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.3
131_4,131,4,11-50,Over 5,4,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,0,Autres (à préciser),,Oui,Non,3.0,4.0,Nurse,Homme,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.3
131_10,131,10,11-50,Over 5,10,Other,Secondary,Diploma,0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
131_12,131,12,11-50,Over 5,12,Other,Primary,None,0,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
131_1,131,1,11-50,Over 5,1,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,0,Mission officielle,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
131_7,131,7,11-50,Over 5,7,Nurse,Secondary,Diploma,Homme,45 or older,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
131_22,131,22,11-50,Over 5,22,Other,Primary,None,0,35-44,0,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
131_17,131,17,11-50,Over 5,17,Other,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
131_5,131,5,11-50,Over 5,5,Nurse,Secondary,Diploma,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
131_18,131,18,11-50,Over 5,18,Nurse,Primary,None,Homme,45 or older,Oui,0,Mission officielle,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
131_21,131,21,11-50,Over 5,21,Other,Primary,None,0,35-44,0,0,Mission officielle,,Oui,Non,10.0,21.0,Other,0.0,0.0,Mission officielle,,,,1,1.0,Togo-2013,0.3
131_2,131,2,11-50,Over 5,2,Clinical Officer,Secondary,Advanced,Homme,35-44,Oui,0,Formation/séminaire/réunion,,Oui,Non,1.0,2.0,Clinical Officer,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.3
