country,facility_id,abs_prob,abs_wt,act_a,admin1,admin3,admin4,admin5,admin6,adultscale_a,adultscale_b,amoxicillin3_a,ampicillin2_a,ampicillin_a,artesunate_a,autoclave_a,autoclave_b,azithromycin_a,bcg_vac,benzathine_a,benzylpenicillin_a,calgluc_a,cefixime_a,ceftriaxone2_a,childscale_a,childscale_b,contraceptive_a,cotrimoxazole3_a,depo_a,dryheat_a,dryheat_b,expired_drugs,faccomputer_b,facility_level,facmobile_b,fansidar_a,final_wt,folic_a,fridge_tempmon,gentamycin_a,glucometer_a,glucometer_b,has_antibiotics,has_anticonvuls,has_autosyringe,has_delivery,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_implants,has_iuds,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_sharps,has_vaccarrier,has_weights,hivtest_a,hivtest_b,incinerator_a,incinerator_b,indmobile1_b,infantscale_a,infantscale_b,internet_b,ipw,irona_a,magsulf_a,measles_vac,methasone_a,metronidazole_a,microscope_a,microscope_b,misoprostol_a,nacl_a,nifedipine2_a,nonelectric_a,nonelectric_b,num_births,num_med,num_nonmed,num_outpatient,ors_a,oxytocin_a,pentavalent_vac,phone_b,pneumococ_vac,polio_vac,publicprivate,radio_b,rdt_a,rdt_b,ruralurban,sphgmeter_a,sphgmeter_b,steamer_a,steamer_b,stethoscope_a,stethoscope_b,tbtest_a,tbtest_b,thermometer_a,thermometer_b,urinetest_a,urinetest_b,vaccine_store1,vaccine_store2,vign_prob,vign_wt,vitamina_a,zinctabs_a
Uganda-2013,12,1.0,3.3905833,At least one observed (not expired),1,108,1,7,187.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,No,,Never available,Not available today,At least one observed (not expired),At least one observed (not expired),Not recommended at given facility level,Never available,Not available today,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),Never available,No,,,No,Health Post,Yes (Observed),At least one observed (not expired),3.3905833,At least one observed (not expired),,Not available today,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,,Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),No,1,No,,Yes (Observed),Yes (Observed),Yes (Observed),No,,No,3.3905833,At least one observed (not expired),Not recommended at given facility level,Not available today,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),No,,Over 50,5 or less,5 or less,Over 3000,At least one observed (not expired),At least one observed (not expired),Not available today,No,Not available today,Not available today,Private,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,0.5,6.7811666,At least one observed (not expired),Not available today
Uganda-2013,120,1.0,1.6688013,At least one observed (not expired),2,214,1,10,81.0,Yes (Observed),No,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Not available today,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),1.6688013,Not available today,No,Not available today,No,,No,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,Yes (Observed),Yes (Observed),No,1.6688013,Not available today,Never available,At least one observed (not expired),Never available,Never available,No,,Not available today,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),50 or less,5 or less,5 or less,2001-3000,Not available today,At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.6666667,2.503202,At least one observed (not expired),Not available today
Uganda-2013,121,0.53846157,3.0992024,At least one observed (not expired),2,214,1,10,234.0,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,No,,Yes,No,Health Center,Yes (Observed),At least one observed (not expired),1.6688013,Never available,Yes,At least one observed (not expired),No,,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,Yes (Observed),Yes (Observed),Yes (Observed),No,1.6688013,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Not available today,No,,Never available,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Over 50,11-50,5 or less,Over 3000,At least one observed (not expired),Never available,At least one observed (not expired),No,At least one observed (not expired),At least one observed (not expired),Public,No,No,,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes,No,0.3846154,4.3388834,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,122,1.0,1.6688013,At least one observed (not expired),2,214,1,10,274.0,Yes (Observed),No,Never available,Never available,Never available,Never available,No,,Never available,Not available today,Never available,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),1.6688013,At least one observed (not expired),Yes,Never available,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,Yes (Observed),No,No,1.6688013,Never available,Never available,Not available today,Never available,Never available,No,,Never available,Never available,Never available,No,,Over 50,5 or less,5 or less,1001-2000,At least one observed (not expired),Never available,Not available today,Yes (Observed),Not available today,Not available today,Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,Yes,0.33333334,5.006404,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,123,1.0,6.0859013,Not available today,2,214,1,12,228.0,Yes (Observed),Yes (Observed),Not available today,Not available today,Not available today,Never available,No,,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Never available,Never available,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,Not available today,6.0859013,At least one observed (not expired),,Not available today,Yes,Yes,Yes,No,No,No,Yes (Observed),1,Yes,,Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,6.0859013,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,No,,Never available,Never available,Never available,No,,Over 50,5 or less,5 or less,0-500,At least one observed (not expired),Never available,At least one observed (not expired),No,Never available,At least one observed (not expired),Private,No,No,,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,No,No,,1.0,6.0859013,At least one observed (not expired),Never available
Uganda-2013,124,1.0,6.0859013,At least one observed (not expired),2,214,1,12,345.0,Yes (Observed),No,Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),No,,,No,Health Post,No,At least one observed (not expired),6.0859013,Not available today,,At least one observed (not expired),No,,Yes,No,Yes (Observed),No,No,1,Yes,,Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,Yes (Observed),Yes (Observed),No,6.0859013,Not available today,Never available,Not available today,Never available,At least one observed (not expired),No,,Not available today,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),50 or less,5 or less,5 or less,2001-3000,Not available today,At least one observed (not expired),Not available today,No,Never available,Not available today,Public,No,No,,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,1.0,6.0859013,At least one observed (not expired),Not available today
Uganda-2013,125,1.0,10.29931,At least one observed (not expired),2,222,1,1,33.0,Yes (Observed),No,Never available,Never available,Never available,Never available,No,,Never available,Not available today,Never available,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),10.29931,At least one observed (not expired),,Never available,No,,No,No,No,No,Yes (Observed),1,Yes,,Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,No,No,1,No,,No,,No,No,,No,10.29931,At least one observed (not expired),Never available,Not available today,Never available,Never available,No,,Never available,Never available,Never available,No,,Over 50,5 or less,5 or less,Over 3000,At least one observed (not expired),Never available,Not available today,No,Never available,Not available today,Public,No,Yes,Yes,Rural,No,,No,,No,,No,,Yes (Observed),No,No,,No,,0.25,41.19724,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,126,1.0,10.29931,At least one observed (not expired),2,222,1,1,148.0,Yes (Observed),Yes (Observed),Never available,Not available today,Not available today,Not available today,No,,Never available,Not available today,Not available today,At least one observed (not expired),Not available today,Never available,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Never available,No,,Yes,No,Health Post,No,Not available today,10.29931,Not available today,,Not available today,No,,Yes,Yes,Yes (Observed),No,No,1,Yes,,Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,10.29931,Not available today,Not available today,Not available today,Not available today,At least one observed (not expired),No,,Never available,Not available today,Never available,No,,50 or less,5 or less,5 or less,0-500,At least one observed (not expired),Not available today,Not available today,No,Never available,Not available today,Private,No,Yes,Yes,Rural,No,,No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,1.0,10.29931,Not available today,Not available today
Uganda-2013,127,1.0,10.29931,At least one observed (not expired),2,222,1,1,211.0,No,,Never available,Never available,Never available,Never available,No,,Never available,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,Yes (Observed),At least one observed (not expired),10.29931,At least one observed (not expired),Yes,Never available,No,,No,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,Yes (Observed),No,,No,10.29931,Not available today,Never available,At least one observed (not expired),Never available,Never available,No,,Not available today,Never available,Never available,No,,50 or less,5 or less,5 or less,Over 3000,Not available today,Not available today,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,No,,Yes,No,0.6666667,15.448965,At least one observed (not expired),Not available today
Uganda-2013,128,0.71428573,21.588078,Not available today,2,222,1,4,68.0,No,,Never available,At least one observed (not expired),At least one observed (not expired),Not available today,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),15.420055,Not available today,Yes,Not available today,No,,Yes,Yes,Yes (Observed),Yes,No,1,No,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,Yes (Observed),Yes (Observed),No,15.420055,Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Available but not observed (not expired),Yes (Observed),Yes (Not Observed),Over 50,11-50,Over 5,Over 3000,At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,No,Yes,Yes,Rural,No,,No,,Yes (Observed),Yes (Not Observed),Yes,Yes,No,,Yes,Yes,Yes,No,0.2857143,53.970192,At least one observed (not expired),At least one observed (not expired)
