survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_other1,absent_other2,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,num_med,num_nonmed,num_staff,provider_activity,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ1,provider_educ2,provider_male1,provider_male2,provider_mededuc1,provider_mededuc2,provider_present1,provider_present2,salary_delay,year_started
Madagascar-2016_126_10,Madagascar-2016,126_10,126,10,0.2,,,,,1.0,1.0,No,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,25-34,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_126_2,Madagascar-2016,126_2,126,2,0.2,,,,,1.0,1.0,Yes,11-50,Over 5,11-50,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_126_6,Madagascar-2016,126_6,126,6,0.2,,,,,1.0,1.0,No,11-50,Over 5,11-50,With patient,25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_126_9,Madagascar-2016,126_9,126,9,0.2,,,Authorized absence,Authorized absence,1.0,1.0,No,11-50,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_126_3,Madagascar-2016,126_3,126,3,0.2,,,,,,1.0,No,11-50,Over 5,11-50,,45 or older,,Doctor,,Post-Secondary,,Female,,Advanced,,Yes,,,
Madagascar-2016_126_4,Madagascar-2016,126_4,126,4,0.2,,,,,1.0,1.0,Yes,11-50,Over 5,11-50,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_127_1,Madagascar-2016,127_1,127,1,1.0,,,,"Training, seminar or meeting",1.0,1.0,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_128_2,Madagascar-2016,128_2,128,2,0.0,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,35-44,35-44,Other,Other,Primary,Primary,Female,Female,None,None,Yes,Yes,Yes,After 2000
Madagascar-2016_128_1,Madagascar-2016,128_1,128,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_129_1,Madagascar-2016,129_1,129,1,1.0,,,,Official mission,1.0,1.0,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_13_2,Madagascar-2016,13_2,13,2,0.5,,,,Authorized absence,1.0,1.0,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Madagascar-2016_13_1,Madagascar-2016,13_1,13,1,0.5,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_130_1,Madagascar-2016,130_1,130,1,0.33333334,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,25-34,25-34,Doctor,Doctor,,,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_130_2,Madagascar-2016,130_2,130,2,0.33333334,,,,Other,1.0,1.0,No,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_130_3,Madagascar-2016,130_3,130,3,0.33333334,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,Younger than 25,Younger than 25,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_131_2,Madagascar-2016,131_2,131,2,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,Younger than 25,Younger than 25,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_131_1,Madagascar-2016,131_1,131,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,6-10,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_132_11,Madagascar-2016,132_11,132,11,0.1,,,,,1.0,1.0,No,11-50,5 or less,11-50,Looking for information or teaching,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_132_16,Madagascar-2016,132_16,132,16,0.1,,,,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_132_10,Madagascar-2016,132_10,132,10,0.1,,,On-call,,1.0,1.0,No,11-50,5 or less,11-50,Discussion with colleagues or staff meeting,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_132_12,Madagascar-2016,132_12,132,12,0.1,,,Authorized absence,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Madagascar-2016_132_19,Madagascar-2016,132_19,132,19,0.1,,,Authorized absence,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Madagascar-2016_132_15,Madagascar-2016,132_15,132,15,0.1,,,Authorized absence,,1.0,1.0,No,11-50,5 or less,11-50,Paperwork,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,No,Before 1990
Madagascar-2016_132_1,Madagascar-2016,132_1,132,1,0.1,,,Official mission,,1.0,1.0,Yes,11-50,5 or less,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,Yes,No,After 2000
Madagascar-2016_132_9,Madagascar-2016,132_9,132,9,0.1,,,,,1.0,1.0,No,11-50,5 or less,11-50,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_132_6,Madagascar-2016,132_6,132,6,0.1,,,,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_132_14,Madagascar-2016,132_14,132,14,0.1,,,,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_132_7,Madagascar-2016,132_7,132,7,0.1,,,,,,1.0,No,11-50,5 or less,11-50,,45 or older,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_132_5,Madagascar-2016,132_5,132,5,0.1,,,,,1.0,1.0,No,11-50,5 or less,11-50,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_132_21,Madagascar-2016,132_21,132,21,0.1,,,,Authorized absence,1.0,1.0,No,11-50,5 or less,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_132_24,Madagascar-2016,132_24,132,24,0.1,,,Authorized absence,,,1.0,No,11-50,5 or less,11-50,,45 or older,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Madagascar-2016_132_18,Madagascar-2016,132_18,132,18,0.1,,,Authorized absence,,1.0,1.0,No,11-50,5 or less,11-50,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_132_8,Madagascar-2016,132_8,132,8,0.1,,,,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_132_2,Madagascar-2016,132_2,132,2,0.1,,,,,,1.0,Yes,11-50,5 or less,11-50,,45 or older,,Doctor,,Post-Secondary,,Male,,Advanced,,Yes,,,
Madagascar-2016_132_4,Madagascar-2016,132_4,132,4,0.1,,,,,,1.0,Yes,11-50,5 or less,11-50,,45 or older,,Doctor,,Post-Secondary,,Female,,Advanced,,Yes,,,
Madagascar-2016_132_22,Madagascar-2016,132_22,132,22,0.1,,,,,,1.0,No,11-50,5 or less,11-50,,45 or older,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_132_13,Madagascar-2016,132_13,132,13,0.1,,,,,1.0,1.0,No,11-50,5 or less,11-50,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_132_20,Madagascar-2016,132_20,132,20,0.1,,,,,,1.0,No,11-50,5 or less,11-50,,45 or older,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_132_17,Madagascar-2016,132_17,132,17,0.1,,,,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_132_3,Madagascar-2016,132_3,132,3,0.1,,,,,,1.0,Yes,11-50,5 or less,11-50,,45 or older,,Doctor,,Post-Secondary,,Female,,Advanced,,Yes,,,
Madagascar-2016_132_23,Madagascar-2016,132_23,132,23,0.1,,,,,1.0,1.0,No,11-50,5 or less,11-50,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_133_1,Madagascar-2016,133_1,133,1,0.5,,,,On-call,1.0,1.0,Yes,5 or less,5 or less,5 or less,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Madagascar-2016_133_2,Madagascar-2016,133_2,133,2,0.5,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_134_1,Madagascar-2016,134_1,134,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_135_1,Madagascar-2016,135_1,135,1,0.25,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_135_2,Madagascar-2016,135_2,135,2,0.25,,,,On-call,1.0,1.0,No,5 or less,5 or less,5 or less,,Younger than 25,Younger than 25,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,No,,
Madagascar-2016_135_4,Madagascar-2016,135_4,135,4,0.25,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Paperwork,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Female,Female,None,None,Yes,Yes,No,After 2000
Madagascar-2016_135_3,Madagascar-2016,135_3,135,3,0.25,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Female,Female,None,None,Yes,Yes,No,After 2000
Madagascar-2016_136_4,Madagascar-2016,136_4,136,4,0.0,,,,,1.0,1.0,No,5 or less,5 or less,6-10,With patient,25-34,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_136_5,Madagascar-2016,136_5,136,5,0.0,,,,,1.0,1.0,No,5 or less,5 or less,6-10,Looking for information or teaching,25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Male,Male,None,None,Yes,Yes,No,After 2000
Madagascar-2016_136_2,Madagascar-2016,136_2,136,2,0.0,,,,,1.0,1.0,No,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,,After 2000
Madagascar-2016_136_3,Madagascar-2016,136_3,136,3,0.0,,,,,1.0,1.0,No,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_136_1,Madagascar-2016,136_1,136,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,6-10,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,Yes,After 2000
Madagascar-2016_137_2,Madagascar-2016,137_2,137,2,0.0,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Paperwork,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,In the 1990s
Madagascar-2016_137_1,Madagascar-2016,137_1,137,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_138_1,Madagascar-2016,138_1,138,1,0.5,,,,Official mission,1.0,1.0,Yes,5 or less,5 or less,5 or less,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Madagascar-2016_138_2,Madagascar-2016,138_2,138,2,0.5,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Paperwork,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_139_4,Madagascar-2016,139_4,139,4,0.1,,,Authorized absence,,1.0,1.0,Yes,11-50,Over 5,11-50,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,Yes,No,After 2000
Madagascar-2016_139_14,Madagascar-2016,139_14,139,14,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,Paperwork,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Male,Male,None,None,Yes,Yes,No,After 2000
Madagascar-2016_139_9,Madagascar-2016,139_9,139,9,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,Paperwork,Younger than 25,Younger than 25,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_139_10,Madagascar-2016,139_10,139,10,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,Paperwork,35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Madagascar-2016_139_2,Madagascar-2016,139_2,139,2,0.1,,,Authorized absence,,,1.0,Yes,11-50,Over 5,11-50,,35-44,,Doctor,,Post-Secondary,,Female,,Advanced,,No,,,
Madagascar-2016_139_11,Madagascar-2016,139_11,139,11,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,"Laboratory, investigations, or x-ray",45 or older,45 or older,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,Yes,No,Before 1990
Madagascar-2016_139_3,Madagascar-2016,139_3,139,3,0.1,,,Authorized absence,,1.0,1.0,Yes,11-50,Over 5,11-50,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,No,Yes,No,After 2000
Madagascar-2016_139_12,Madagascar-2016,139_12,139,12,0.1,,,,,,1.0,No,11-50,Over 5,11-50,,45 or older,,Other,,Primary,,Male,,,,Yes,,,
Madagascar-2016_139_5,Madagascar-2016,139_5,139,5,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,In the 1990s
Madagascar-2016_139_1,Madagascar-2016,139_1,139,1,0.1,,,,Official mission,1.0,1.0,Yes,11-50,Over 5,11-50,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,No,,
Madagascar-2016_139_6,Madagascar-2016,139_6,139,6,0.1,,,,,,1.0,No,11-50,Over 5,11-50,,45 or older,,Nurse,,Post-Secondary,,Male,,Diploma,,Yes,,,
Madagascar-2016_139_8,Madagascar-2016,139_8,139,8,0.1,,,,,,1.0,No,11-50,Over 5,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_139_7,Madagascar-2016,139_7,139,7,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,Paperwork,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_139_13,Madagascar-2016,139_13,139,13,0.1,,,,,1.0,1.0,No,11-50,Over 5,11-50,With patient,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Male,Male,,,Yes,Yes,No,Before 1990
Madagascar-2016_14_1,Madagascar-2016,14_1,14,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_140_1,Madagascar-2016,140_1,140,1,0.5,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Paperwork,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,Yes,After 2000
Madagascar-2016_140_2,Madagascar-2016,140_2,140,2,0.5,,,,Authorized absence,1.0,1.0,No,5 or less,5 or less,5 or less,,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,,,Yes,No,,
Madagascar-2016_141_9,Madagascar-2016,141_9,141,9,0.4,,,On-call,,,1.0,No,11-50,5 or less,11-50,,35-44,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Madagascar-2016_141_12,Madagascar-2016,141_12,141,12,0.4,,,On-call,On-call,1.0,1.0,No,11-50,5 or less,11-50,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_141_4,Madagascar-2016,141_4,141,4,0.4,,,Unauthorized absence,,1.0,1.0,No,11-50,5 or less,11-50,With patient,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_141_6,Madagascar-2016,141_6,141,6,0.4,,,Unauthorized absence,On-call,1.0,1.0,No,11-50,5 or less,11-50,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_141_7,Madagascar-2016,141_7,141,7,0.4,,,On-call,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Madagascar-2016_141_2,Madagascar-2016,141_2,141,2,0.4,,,,,1.0,1.0,Yes,11-50,5 or less,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_141_13,Madagascar-2016,141_13,141,13,0.4,,,On-call,,1.0,1.0,No,11-50,5 or less,11-50,With patient,Younger than 25,Younger than 25,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,Yes,After 2000
Madagascar-2016_141_5,Madagascar-2016,141_5,141,5,0.4,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,No,11-50,5 or less,11-50,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_141_3,Madagascar-2016,141_3,141,3,0.4,,,"Training, seminar or meeting",,,1.0,Yes,11-50,5 or less,11-50,,35-44,,Doctor,,Post-Secondary,,Male,,Advanced,,No,,,
Madagascar-2016_141_15,Madagascar-2016,141_15,141,15,0.4,,,On-call,,1.0,1.0,No,11-50,5 or less,11-50,Paperwork,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_141_10,Madagascar-2016,141_10,141,10,0.4,,,On-call,,,1.0,No,11-50,5 or less,11-50,,35-44,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Madagascar-2016_141_11,Madagascar-2016,141_11,141,11,0.4,,,On-call,On-call,1.0,1.0,No,11-50,5 or less,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_141_8,Madagascar-2016,141_8,141,8,0.4,,,On-call,,,1.0,No,11-50,5 or less,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Madagascar-2016_141_1,Madagascar-2016,141_1,141,1,0.4,,,,,1.0,1.0,Yes,11-50,5 or less,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_141_14,Madagascar-2016,141_14,141,14,0.4,,,,,1.0,1.0,No,11-50,5 or less,11-50,"Laboratory, investigations, or x-ray",25-34,25-34,Nurse,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,Yes,After 2000
Madagascar-2016_142_23,Madagascar-2016,142_23,142,23,0.3,,,,,1.0,1.0,No,11-50,Over 5,11-50,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_142_10,Madagascar-2016,142_10,142,10,0.3,,,,,1.0,1.0,No,11-50,Over 5,11-50,With patient,35-44,35-44,Other,Other,Primary,Primary,Male,Male,None,None,Yes,Yes,Yes,Before 1990
Madagascar-2016_142_20,Madagascar-2016,142_20,142,20,0.3,,,,,,1.0,No,11-50,Over 5,11-50,,Younger than 25,,Nurse,,Post-Secondary,,Male,,Diploma,,Yes,,,
Madagascar-2016_142_16,Madagascar-2016,142_16,142,16,0.3,,,,,,1.0,No,11-50,Over 5,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_142_14,Madagascar-2016,142_14,142,14,0.3,,,,,,1.0,No,11-50,Over 5,11-50,,45 or older,,Other,,Post-Secondary,,Male,,None,,Yes,,,
Madagascar-2016_142_24,Madagascar-2016,142_24,142,24,0.3,,,,,,1.0,No,11-50,Over 5,11-50,,Younger than 25,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_142_6,Madagascar-2016,142_6,142,6,0.3,,,,,,1.0,No,11-50,Over 5,11-50,,25-34,,Other,,Post-Secondary,,Male,,Advanced,,Yes,,,
Madagascar-2016_142_11,Madagascar-2016,142_11,142,11,0.3,,,,,,1.0,No,11-50,Over 5,11-50,,35-44,,Other,,Secondary,,Male,,None,,Yes,,,
Madagascar-2016_142_12,Madagascar-2016,142_12,142,12,0.3,,,,,1.0,1.0,No,11-50,Over 5,11-50,Paperwork,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Male,Male,None,None,Yes,Yes,Yes,In the 1990s
Madagascar-2016_142_15,Madagascar-2016,142_15,142,15,0.3,,,,,,1.0,No,11-50,Over 5,11-50,,45 or older,,Other,,Secondary,,Female,,None,,Yes,,,
Madagascar-2016_142_7,Madagascar-2016,142_7,142,7,0.3,,,,,1.0,1.0,No,11-50,Over 5,11-50,Paperwork,25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Male,Male,None,None,Yes,Yes,Yes,After 2000
Madagascar-2016_142_13,Madagascar-2016,142_13,142,13,0.3,,,,On-call,1.0,1.0,No,11-50,Over 5,11-50,,Younger than 25,Younger than 25,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_142_17,Madagascar-2016,142_17,142,17,0.3,,,,,,1.0,No,11-50,Over 5,11-50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_142_8,Madagascar-2016,142_8,142,8,0.3,,,,,1.0,1.0,No,11-50,Over 5,11-50,With patient,25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Male,Male,None,None,Yes,Yes,Yes,After 2000
Madagascar-2016_142_9,Madagascar-2016,142_9,142,9,0.3,,,,,,1.0,No,11-50,Over 5,11-50,,35-44,,Other,,Secondary,,Male,,None,,Yes,,,
Madagascar-2016_142_21,Madagascar-2016,142_21,142,21,0.3,,,,On-call,1.0,1.0,No,11-50,Over 5,11-50,,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,None,None,Yes,No,,
Madagascar-2016_142_3,Madagascar-2016,142_3,142,3,0.3,,,,"Training, seminar or meeting",1.0,1.0,Yes,11-50,Over 5,11-50,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Madagascar-2016_142_18,Madagascar-2016,142_18,142,18,0.3,,,,,,1.0,No,11-50,Over 5,11-50,,Younger than 25,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_142_1,Madagascar-2016,142_1,142,1,0.3,,,,,1.0,1.0,Yes,11-50,Over 5,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,Yes,In the 1990s
Madagascar-2016_142_5,Madagascar-2016,142_5,142,5,0.3,,,,,,1.0,No,11-50,Over 5,11-50,,45 or older,,Other,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_142_19,Madagascar-2016,142_19,142,19,0.3,,,,,,1.0,No,11-50,Over 5,11-50,,25-34,,Nurse,,Post-Secondary,,Male,,Diploma,,Yes,,,
Madagascar-2016_142_2,Madagascar-2016,142_2,142,2,0.3,,,,,1.0,1.0,Yes,11-50,Over 5,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,Yes,After 2000
Madagascar-2016_142_22,Madagascar-2016,142_22,142,22,0.3,,,,,,1.0,No,11-50,Over 5,11-50,,25-34,,Other,,Post-Secondary,,Female,,,,Yes,,,
