survey_id,country,unique_id,facility_id,provider_id,abs_wt,absence_rate,absence_rate2,absent_other1,absent_other3,absent_reason1,absent_reason3,has_absentee,has_absentee2,has_roster,is_outpatient,num_staff,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ2,provider_male1,provider_present1,provider_present2,provider_present3,salary_delaylen,salary_delaylen2,salary_got,salary_got2,year_started
Senegal-2010_52_5,Senegal-2010,52_5,52,5,25.033245,0.5,0.33333334,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_52_3,Senegal-2010,52_3,52,3,25.033245,0.5,0.33333334,,,Not his/her shift,,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,Secondary,Female,No,No,Yes,0.0,1.0,Yes,No,After 2000
Senegal-2010_52_1,Senegal-2010,52_1,52,1,25.033245,0.5,0.33333334,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_52_0,Senegal-2010,52_0,52,0,25.033245,0.5,0.33333334,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,30.0,Yes,Yes,Before 1990
Senegal-2010_53_0,Senegal-2010,53_0,53,0,17.69662,0.33333334,0.33333334,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,16.0,9.0,No,No,After 2000
Senegal-2010_53_1,Senegal-2010,53_1,53,1,17.69662,0.33333334,0.33333334,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,No,No,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_53_2,Senegal-2010,53_2,53,2,17.69662,0.33333334,0.33333334,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_54_2,Senegal-2010,54_2,54,2,26.56948,0.0,0.0,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,Ne sait pas,Ne sait pas,Yes,Yes,Before 1990
Senegal-2010_54_4,Senegal-2010,54_4,54,4,26.56948,0.0,0.0,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,Ne sait pas,Ne sait pas,Yes,Yes,In the 1990s
Senegal-2010_54_3,Senegal-2010,54_3,54,3,26.56948,0.0,0.0,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,Ne sait pas,Ne sait pas,Yes,Yes,In the 1990s
Senegal-2010_54_5,Senegal-2010,54_5,54,5,26.56948,0.0,0.0,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_54_0,Senegal-2010,54_0,54,0,26.56948,0.0,0.0,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,Ne sait pas,Ne sait pas,Yes,Yes,Before 1990
Senegal-2010_54_1,Senegal-2010,54_1,54,1,26.56948,0.0,0.0,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,Ne sait pas,Ne sait pas,Yes,Yes,Before 1990
Senegal-2010_55_5,Senegal-2010,55_5,55,5,35.425976,0.0,0.0,,,,,1.0,1.0,1,No,6-10,Younger than 25,Younger than 25,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,7.0,Yes,Yes,After 2000
Senegal-2010_55_1,Senegal-2010,55_1,55,1,35.425976,0.0,0.0,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_55_4,Senegal-2010,55_4,55,4,35.425976,0.0,0.0,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,5.0,6.0,Yes,Yes,Before 1990
Senegal-2010_55_7,Senegal-2010,55_7,55,7,35.425976,0.0,0.0,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_55_2,Senegal-2010,55_2,55,2,35.425976,0.0,0.0,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_55_6,Senegal-2010,55_6,55,6,35.425976,0.0,0.0,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,7.0,Yes,Yes,In the 1990s
Senegal-2010_55_3,Senegal-2010,55_3,55,3,35.425976,0.0,0.0,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,6.0,Yes,Yes,Before 1990
Senegal-2010_55_0,Senegal-2010,55_0,55,0,35.425976,0.0,0.0,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_56_0,Senegal-2010,56_0,56,0,21.412548,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,30.0,30.0,Yes,Yes,After 2000
Senegal-2010_56_1,Senegal-2010,56_1,56,1,21.412548,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_56_2,Senegal-2010,56_2,56,2,21.412548,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_57_2,Senegal-2010,57_2,57,2,29.205452,0.42857143,0.2857143,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,3.0,4.0,Yes,Yes,After 2000
Senegal-2010_57_4,Senegal-2010,57_4,57,4,29.205452,0.42857143,0.2857143,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_57_3,Senegal-2010,57_3,57,3,29.205452,0.42857143,0.2857143,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_57_6,Senegal-2010,57_6,57,6,29.205452,0.42857143,0.2857143,,,Not his/her shift,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_57_1,Senegal-2010,57_1,57,1,29.205452,0.42857143,0.2857143,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,Ne sait pas,Ne sait pas,No,No,After 2000
Senegal-2010_57_5,Senegal-2010,57_5,57,5,29.205452,0.42857143,0.2857143,,,Authorized absence,Sick or on maternity leave,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_57_0,Senegal-2010,57_0,57,0,29.205452,0.42857143,0.2857143,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_58_5,Senegal-2010,58_5,58,5,83.0468,0.0,0.2857143,,,,Not his/her shift,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_58_1,Senegal-2010,58_1,58,1,83.0468,0.0,0.2857143,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_58_2,Senegal-2010,58_2,58,2,83.0468,0.0,0.2857143,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_58_4,Senegal-2010,58_4,58,4,83.0468,0.0,0.2857143,,,,Not his/her shift,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_58_0,Senegal-2010,58_0,58,0,83.0468,0.0,0.2857143,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_58_6,Senegal-2010,58_6,58,6,83.0468,0.0,0.2857143,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_58_3,Senegal-2010,58_3,58,3,83.0468,0.0,0.2857143,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_59_4,Senegal-2010,59_4,59,4,112.365166,0.33333334,0.33333334,,,Not his/her shift,Authorized absence,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_59_1,Senegal-2010,59_1,59,1,112.365166,0.33333334,0.33333334,,,,,1.0,1.0,1,No,6-10,Younger than 25,Younger than 25,Other,Other,Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_59_2,Senegal-2010,59_2,59,2,112.365166,0.33333334,0.33333334,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,27.0,15.0,Yes,Yes,After 2000
Senegal-2010_59_5,Senegal-2010,59_5,59,5,112.365166,0.33333334,0.33333334,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,5.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_59_3,Senegal-2010,59_3,59,3,112.365166,0.33333334,0.33333334,,,Authorized absence,Authorized absence,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_59_0,Senegal-2010,59_0,59,0,112.365166,0.33333334,0.33333334,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_6_0,Senegal-2010,6_0,6,0,41.609673,0.33333334,1.0,,,,Unauthorized absence,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,No,,,,,After 2000
Senegal-2010_6_1,Senegal-2010,6_1,6,1,41.609673,0.33333334,1.0,,,,Unauthorized absence,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Primary,Male,Yes,Yes,No,,,,,After 2000
Senegal-2010_6_2,Senegal-2010,6_2,6,2,41.609673,0.33333334,1.0,,,Unauthorized absence,Unauthorized absence,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_60_2,Senegal-2010,60_2,60,2,17.10395,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_60_0,Senegal-2010,60_0,60,0,17.10395,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_60_3,Senegal-2010,60_3,60,3,17.10395,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_60_1,Senegal-2010,60_1,60,1,17.10395,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,Ne sait pas,Ne sait pas,No,No,After 2000
Senegal-2010_61_7,Senegal-2010,61_7,61,7,,0.0,0.2857143,,,Not his/her shift,,,,1,No,11-50,,,Other,,,Female,No,,,,,,,
Senegal-2010_61_3,Senegal-2010,61_3,61,3,70.46727,0.0,0.2857143,,,,,1.0,1.0,1,No,11-50,35-44,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_61_11,Senegal-2010,61_11,61,11,,0.0,0.2857143,,,,,,,1,No,11-50,35-44,,Other,,,Male,Yes,,,,,,,
Senegal-2010_61_12,Senegal-2010,61_12,61,12,,0.0,0.2857143,,,Not his/her shift,,,,1,No,11-50,,,Other,,,Female,No,,,,,,,
Senegal-2010_61_1,Senegal-2010,61_1,61,1,70.46727,0.0,0.2857143,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_61_8,Senegal-2010,61_8,61,8,,0.0,0.2857143,,,,,,,1,No,11-50,35-44,,Other,,,Female,Yes,,,,,,,
Senegal-2010_61_6,Senegal-2010,61_6,61,6,70.46727,0.0,0.2857143,,,,,1.0,1.0,1,No,11-50,25-34,35-44,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,1.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_61_9,Senegal-2010,61_9,61,9,,0.0,0.2857143,,,Not his/her shift,,,,1,No,11-50,,,Other,,,Female,No,,,,,,,
Senegal-2010_61_5,Senegal-2010,61_5,61,5,70.46727,0.0,0.2857143,,,Official mission,,1.0,1.0,1,No,11-50,,25-34,Other,Other,Post-Secondary,Female,No,Yes,Yes,2.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_61_2,Senegal-2010,61_2,61,2,70.46727,0.0,0.2857143,,,Not his/her shift,,1.0,1.0,1,No,11-50,25-34,35-44,Other,Other,Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_61_4,Senegal-2010,61_4,61,4,70.46727,0.0,0.2857143,,,Official mission,Not his/her shift,1.0,1.0,1,No,11-50,35-44,35-44,Other,Other,Post-Secondary,Female,No,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_61_0,Senegal-2010,61_0,61,0,70.46727,0.0,0.2857143,,,,Sick or on maternity leave,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,No,2.0,0.0,Yes,Yes,Before 1990
Senegal-2010_61_10,Senegal-2010,61_10,61,10,,0.0,0.2857143,,,,,,,1,No,11-50,25-34,,Other,,,Female,Yes,,,,,,,
Senegal-2010_62_1,Senegal-2010,62_1,62,1,27.102795,0.2,0.2,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_62_4,Senegal-2010,62_4,62,4,27.102795,0.2,0.2,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_62_2,Senegal-2010,62_2,62,2,27.102795,0.2,0.2,,,Authorized absence,Authorized absence,1.0,1.0,1,No,5 or less,,,Other,Other,,Female,No,No,No,,,,,
Senegal-2010_62_3,Senegal-2010,62_3,62,3,27.102795,0.2,0.2,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_62_0,Senegal-2010,62_0,62,0,27.102795,0.2,0.2,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_63_0,Senegal-2010,63_0,63,0,63.778603,0.0,0.16666667,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_63_2,Senegal-2010,63_2,63,2,63.778603,0.0,0.16666667,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_63_3,Senegal-2010,63_3,63,3,63.778603,0.0,0.16666667,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_63_5,Senegal-2010,63_5,63,5,63.778603,0.0,0.16666667,,,,,1.0,1.0,1,No,6-10,Younger than 25,Younger than 25,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_63_4,Senegal-2010,63_4,63,4,63.778603,0.0,0.16666667,,,,Authorized absence,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_63_1,Senegal-2010,63_1,63,1,63.778603,0.0,0.16666667,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_64_2,Senegal-2010,64_2,64,2,21.682236,0.25,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_64_1,Senegal-2010,64_1,64,1,21.682236,0.25,0.0,,,Not his/her shift,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,No,No,Yes,Ne sait pas,Ne sait pas,No,No,After 2000
Senegal-2010_64_3,Senegal-2010,64_3,64,3,21.682236,0.25,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_64_0,Senegal-2010,64_0,64,0,21.682236,0.25,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_65_2,Senegal-2010,65_2,65,2,56.01288,0.25,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,No,Yes,After 2000
Senegal-2010_65_3,Senegal-2010,65_3,65,3,56.01288,0.25,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_65_1,Senegal-2010,65_1,65,1,56.01288,0.25,0.0,,,Official mission,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_65_0,Senegal-2010,65_0,65,0,56.01288,0.25,0.0,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_66_3,Senegal-2010,66_3,66,3,70.64863,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,Younger than 25,Nurse,Other,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_66_1,Senegal-2010,66_1,66,1,70.64863,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_66_2,Senegal-2010,66_2,66,2,70.64863,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,Younger than 25,25-34,Other,Nurse,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_66_0,Senegal-2010,66_0,66,0,70.64863,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_67_0,Senegal-2010,67_0,67,0,23.595493,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_67_2,Senegal-2010,67_2,67,2,23.595493,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_67_1,Senegal-2010,67_1,67,1,23.595493,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_67_3,Senegal-2010,67_3,67,3,23.595493,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_68_1,Senegal-2010,68_1,68,1,27.73978,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_68_0,Senegal-2010,68_0,68,0,27.73978,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,22.0,10.0,No,Yes,After 2000
Senegal-2010_68_3,Senegal-2010,68_3,68,3,27.73978,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_68_2,Senegal-2010,68_2,68,2,27.73978,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_69_3,Senegal-2010,69_3,69,3,29.360825,0.4,0.0,,,Official mission,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_69_1,Senegal-2010,69_1,69,1,29.360825,0.4,0.0,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_69_2,Senegal-2010,69_2,69,2,29.360825,0.4,0.0,,,Not his/her shift,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_69_0,Senegal-2010,69_0,69,0,29.360825,0.4,0.0,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,No,No,After 2000
Senegal-2010_69_4,Senegal-2010,69_4,69,4,29.360825,0.4,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_7_0,Senegal-2010,7_0,7,0,66.08928,0.5,0.5,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,2.0,0.0,Yes,Yes,After 2000
Senegal-2010_7_1,Senegal-2010,7_1,7,1,66.08928,0.5,0.5,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,No,5 or less,,,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_70_5,Senegal-2010,70_5,70,5,101.27193,0.44444445,0.44444445,MISE EN PIED,MISE A PIED,Other,Other,1.0,1.0,1,No,6-10,,,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_70_3,Senegal-2010,70_3,70,3,101.27193,0.44444445,0.44444445,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,6-10,,,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_70_6,Senegal-2010,70_6,70,6,101.27193,0.44444445,0.44444445,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,No,6-10,,,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_70_8,Senegal-2010,70_8,70,8,101.27193,0.44444445,0.44444445,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_70_1,Senegal-2010,70_1,70,1,101.27193,0.44444445,0.44444445,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,7.0,7.0,Yes,Yes,Before 1990
Senegal-2010_70_4,Senegal-2010,70_4,70,4,101.27193,0.44444445,0.44444445,MISE A PIED,MISE A PIED,Other,Other,1.0,1.0,1,No,6-10,,,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_70_7,Senegal-2010,70_7,70,7,101.27193,0.44444445,0.44444445,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,10.0,7.0,Yes,Yes,Before 1990
Senegal-2010_70_0,Senegal-2010,70_0,70,0,101.27193,0.44444445,0.44444445,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_70_2,Senegal-2010,70_2,70,2,101.27193,0.44444445,0.44444445,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,10.0,10.0,Yes,Yes,Before 1990
Senegal-2010_71_3,Senegal-2010,71_3,71,3,59.781437,0.25,0.25,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_71_2,Senegal-2010,71_2,71,2,59.781437,0.25,0.25,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_71_0,Senegal-2010,71_0,71,0,59.781437,0.25,0.25,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_71_1,Senegal-2010,71_1,71,1,59.781437,0.25,0.25,PARENT MALADE,,Other,Authorized absence,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,,Female,No,No,No,,,,,
