unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq0,m2sbq2,m2sbq4,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,has_roster,has_absentee,country,absence_rate
100209_5,100209,5,Over 50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,0,Yes,,No,,10.0,4.0,Clinical Officer,Post-Secondary,Advanced,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.2
100209_2,100209,2,Over 50,11-50,Over 5,Doctor,Post-Secondary,,0,35-44,Yes,0,Official mission,No,,10.0,12.0,Clinical Officer,,Diploma,Before 1990,Male,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.2
100209_1,100209,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,,Male,35-44,Yes,Yes,,Yes,Yes,10.0,41.0,Other,Secondary,,After 2000,0.0,Younger than 25,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.2
100209_8,100209,8,Over 50,11-50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,35-44,0,0,"On call (pre on call, post on call)",No,,10.0,21.0,Clinical Officer,Secondary,None,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.2
100209_23,100209,23,Over 50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.2
100209_22,100209,22,Over 50,11-50,Over 5,Clinical Officer,Secondary,Diploma,0,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.2
100209_19,100209,19,Over 50,11-50,Over 5,Clinical Officer,,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.2
100209_42,100209,42,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.2
100209_7,100209,7,Over 50,11-50,Over 5,Clinical Officer,Secondary,Diploma,0,35-44,0,Yes,,Yes,,10.0,34.0,Nurse,,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.2
100303_1,100303,1,5 or less,5 or less,5 or less,Clinical Officer,,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Primary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
100304_1,100304,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Diploma,0,25-34,Yes,Yes,,Yes,Yes,2.0,1.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.5
100304_2,100304,2,5 or less,5 or less,5 or less,Clinical Officer,Post-Secondary,,Male,25-34,Yes,0,Official mission,Yes,,2.0,2.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,25-34,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.5
100305_2,100305,2,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Diploma,0,25-34,Yes,Yes,,Yes,Yes,3.0,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,Yes,,A preencher formulário de visita ou folha de honorários,Yes,1,1.0,Mozambique-2014,0.6666667
100305_1,100305,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Diploma,Male,35-44,Yes,Yes,,Yes,Yes,3.0,1.0,Nurse,Post-Secondary,Diploma,After 2000,Male,35-44,0.0,Official mission,,,1,1.0,Mozambique-2014,0.6666667
100305_3,100305,3,5 or less,5 or less,5 or less,Other,Post-Secondary,Diploma,0,Younger than 25,0,Yes,,Yes,,3.0,3.0,Other,Post-Secondary,Diploma,After 2000,0.0,Younger than 25,0.0,Sickness/maternity,,,1,1.0,Mozambique-2014,0.6666667
100403_3,100403,3,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,0,Younger than 25,0,Yes,,Yes,,3.0,3.0,Nurse,Secondary,Diploma,After 2000,0.0,Younger than 25,Yes,,Marcando testes ou consultas,0.0,1,1.0,Mozambique-2014,0.0
100403_2,100403,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,3.0,2.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
100403_1,100403,1,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,3.0,1.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.0
100404_3,100404,3,5 or less,5 or less,5 or less,Other,,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.0
100404_2,100404,2,5 or less,5 or less,5 or less,Nurse,,Diploma,Male,25-34,Yes,0,Authorised absence (permision/leave),Yes,,2.0,2.0,Nurse,,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
100404_1,100404,1,5 or less,5 or less,5 or less,Nurse,,Diploma,0,Younger than 25,Yes,Yes,,Yes,Yes,2.0,1.0,Nurse,Primary,Diploma,After 2000,0.0,Younger than 25,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
100502_5,100502,5,6-10,5 or less,5 or less,Other,,,Male,25-34,0,Yes,,Yes,,5.0,5.0,Other,,,After 2000,Male,25-34,Yes,,A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,0.0
100502_2,100502,2,6-10,5 or less,5 or less,Other,Post-Secondary,Diploma,Male,25-34,0,Yes,,Yes,,5.0,2.0,Other,Post-Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
100502_1,100502,1,6-10,5 or less,5 or less,Clinical Officer,Post-Secondary,Diploma,0,Younger than 25,Yes,Yes,,Yes,Yes,5.0,1.0,Clinical Officer,Post-Secondary,Diploma,After 2000,0.0,Younger than 25,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
100502_4,100502,4,6-10,5 or less,5 or less,Nurse,Post-Secondary,Diploma,Male,25-34,0,Yes,,Yes,,5.0,4.0,Nurse,Post-Secondary,Diploma,After 2000,Male,25-34,Yes,,A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,0.0
100502_3,100502,3,6-10,5 or less,5 or less,Nurse,Post-Secondary,Diploma,0,25-34,Yes,0,Non-authorised,Yes,,5.0,3.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,Yes,,A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,0.0
100503_4,100503,4,6-10,6-10,5 or less,Clinical Officer,Secondary,Diploma,0,25-34,Yes,Yes,,Yes,Yes,7.0,4.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.42857143
100503_6,100503,6,6-10,6-10,5 or less,Other,,Diploma,0,Younger than 25,0,Yes,,Yes,,7.0,6.0,Other,,Diploma,After 2000,0.0,Younger than 25,Yes,,À espera que o paciente se dispa,Yes,1,1.0,Mozambique-2014,0.42857143
100503_2,100503,2,6-10,6-10,5 or less,Nurse,Secondary,Diploma,0,45 or older,Yes,0,Official mission,Yes,,7.0,2.0,Nurse,Secondary,Diploma,In the 1990s,0.0,45 or older,0.0,Official mission,,,1,1.0,Mozambique-2014,0.42857143
100503_5,100503,5,6-10,6-10,5 or less,Other,Secondary,Diploma,0,25-34,0,Yes,,Yes,,7.0,5.0,Other,Secondary,Diploma,After 2000,0.0,25-34,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.42857143
100503_7,100503,7,6-10,6-10,5 or less,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,Yes,Yes,7.0,7.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.42857143
100503_1,100503,1,6-10,6-10,5 or less,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,Yes,Yes,7.0,1.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,Official mission,,,1,1.0,Mozambique-2014,0.42857143
100503_3,100503,3,6-10,6-10,5 or less,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,7.0,3.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,0.0,Official mission,,,1,1.0,Mozambique-2014,0.42857143
100607_5,100607,5,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,0,"On call (pre on call, post on call)",Yes,,10.0,3.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.4
100607_43,100607,43,Over 50,Over 50,Over 5,Nurse,Secondary,,0,35-44,0,0,Other (specify),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_2,100607,2,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,10.0,6.0,Nurse,Post-Secondary,Diploma,Before 1990,0.0,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.4
100607_20,100607,20,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,0,Other (specify),Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_25,100607,25,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_29,100607,29,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_7,100607,7,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,35-44,Yes,Yes,,No,Yes,10.0,16.0,Clinical Officer,Post-Secondary,Diploma,After 2000,0.0,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.4
100607_14,100607,14,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_16,100607,16,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,0,45 or older,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_40,100607,40,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_49,100607,49,Over 50,Over 50,Over 5,Other,,,0,Younger than 25,Yes,0,Other (specify),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_46,100607,46,Over 50,Over 50,Over 5,Other,Secondary,,Male,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_47,100607,47,Over 50,Over 50,Over 5,Other,,,0,35-44,Yes,0,Other (specify),Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_42,100607,42,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_15,100607,15,Over 50,Over 50,Over 5,Other,Secondary,Diploma,0,25-34,0,0,Other (specify),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_39,100607,39,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_13,100607,13,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,25-34,0,0,Other (specify),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_8,100607,8,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,35-44,0,Yes,,No,,10.0,22.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.4
100607_6,100607,6,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,0,45 or older,Yes,0,Official mission,Yes,,10.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.4
100607_37,100607,37,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_38,100607,38,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_36,100607,36,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_9,100607,9,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,0,0,Other (specify),No,,10.0,11.0,Nurse,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.4
100607_21,100607,21,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_31,100607,31,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,45 or older,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_1,100607,1,Over 50,Over 50,Over 5,Nurse,,Diploma,0,35-44,Yes,Yes,,No,Yes,10.0,34.0,Nurse,,Diploma,In the 1990s,0.0,45 or older,0.0,Training/seminar/meeting,,,1,1.0,Mozambique-2014,0.4
100607_41,100607,41,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_48,100607,48,Over 50,Over 50,Over 5,Other,Secondary,,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_35,100607,35,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,Younger than 25,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_18,100607,18,Over 50,Over 50,Over 5,Other,Secondary,Diploma,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_32,100607,32,Over 50,Over 50,Over 5,Nurse,,Diploma,0,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_30,100607,30,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,35-44,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_28,100607,28,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_45,100607,45,Over 50,Over 50,Over 5,Nurse,Secondary,,0,Younger than 25,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_27,100607,27,Over 50,Over 50,Over 5,Nurse,,Certificate,Male,25-34,0,0,Non-authorised,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_33,100607,33,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,0,Sickness/maternity,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_17,100607,17,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,0,35-44,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_34,100607,34,Over 50,Over 50,Over 5,Nurse,,Diploma,0,45 or older,Yes,0,Training/seminar/meeting,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_3,100607,3,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,Yes,Yes,10.0,47.0,Other,,,After 2000,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.4
100607_44,100607,44,Over 50,Over 50,Over 5,Nurse,Secondary,,0,25-34,0,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_22,100607,22,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,0,Training/seminar/meeting,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_50,100607,50,Over 50,Over 50,Over 5,Other,Secondary,,Male,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_4,100607,4,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,Younger than 25,Yes,Yes,,No,No,10.0,20.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.4
100607_26,100607,26,Over 50,Over 50,Over 5,Nurse,,Certificate,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_10,100607,10,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,35-44,0,0,Other (specify),No,,10.0,5.0,Clinical Officer,Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.4
100607_12,100607,12,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_19,100607,19,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0,Official mission,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_23,100607,23,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,Younger than 25,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_24,100607,24,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100607_11,100607,11,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,0,25-34,Yes,0,Official mission,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.4
100609_24,100609,24,11-50,11-50,5 or less,Other,,,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_21,100609,21,11-50,11-50,5 or less,Other,,,Male,35-44,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_19,100609,19,11-50,11-50,5 or less,Nurse,Post-Secondary,Diploma,0,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_8,100609,8,11-50,11-50,5 or less,Other,Secondary,,0,45 or older,0,Yes,,Yes,,10.0,24.0,Other,,,After 2000,Male,25-34,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.3
100609_15,100609,15,11-50,11-50,5 or less,Nurse,Post-Secondary,Diploma,0,25-34,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_14,100609,14,11-50,11-50,5 or less,Nurse,Post-Secondary,Diploma,0,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_27,100609,27,11-50,11-50,5 or less,Other,Secondary,,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_4,100609,4,11-50,11-50,5 or less,Doctor,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,10.0,1.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.3
100609_16,100609,16,11-50,11-50,5 or less,Nurse,Post-Secondary,Diploma,0,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_20,100609,20,11-50,11-50,5 or less,Other,Secondary,,0,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_11,100609,11,11-50,11-50,5 or less,Nurse,Post-Secondary,Certificate,Male,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_7,100609,7,11-50,11-50,5 or less,Clinical Officer,Post-Secondary,Diploma,0,25-34,0,0,Official mission,Yes,,10.0,26.0,Other,,,In the 1990s,0.0,35-44,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.3
100609_23,100609,23,11-50,11-50,5 or less,Other,Secondary,,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_3,100609,3,11-50,11-50,5 or less,Doctor,Post-Secondary,,0,25-34,Yes,Yes,,No,Yes,10.0,17.0,Nurse,Post-Secondary,Diploma,In the 1990s,0.0,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.3
100609_22,100609,22,11-50,11-50,5 or less,Other,Secondary,,0,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_17,100609,17,11-50,11-50,5 or less,Nurse,Post-Secondary,Diploma,0,25-34,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_9,100609,9,11-50,11-50,5 or less,Nurse,Post-Secondary,Diploma,0,35-44,Yes,0,Training/seminar/meeting,Yes,,10.0,8.0,Other,Secondary,,In the 1990s,0.0,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.3
100609_2,100609,2,11-50,11-50,5 or less,Doctor,Post-Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,10.0,7.0,Clinical Officer,Post-Secondary,Diploma,After 2000,0.0,25-34,0.0,Other (specify),A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,0.3
100609_10,100609,10,11-50,11-50,5 or less,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,10.0,2.0,Nurse,Post-Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.3
100609_12,100609,12,11-50,11-50,5 or less,Nurse,Secondary,Diploma,Male,25-34,Yes,0,Training/seminar/meeting,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_13,100609,13,11-50,11-50,5 or less,Nurse,Post-Secondary,Diploma,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_25,100609,25,11-50,11-50,5 or less,Other,Primary,,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_26,100609,26,11-50,11-50,5 or less,Other,,,0,35-44,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
100609_6,100609,6,11-50,11-50,5 or less,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,0,"On call (pre on call, post on call)",No,,10.0,15.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.3
100609_1,100609,1,11-50,11-50,5 or less,Nurse,Post-Secondary,Diploma,0,35-44,Yes,Yes,,Yes,Yes,10.0,23.0,Other,Secondary,,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.3
100609_5,100609,5,11-50,11-50,5 or less,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,0,"On call (pre on call, post on call)",No,,10.0,9.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,0.0,Other (specify),A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,0.3
100609_18,100609,18,11-50,11-50,5 or less,Nurse,Post-Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.3
101002_1,101002,1,5 or less,5 or less,5 or less,Other,Secondary,,Male,25-34,Yes,Yes,,Yes,Yes,2.0,1.0,Other,Secondary,,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
101002_2,101002,2,5 or less,5 or less,5 or less,Other,Primary,None,Male,45 or older,0,Yes,,Yes,,2.0,2.0,Other,Primary,None,After 2000,Male,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
101004_1,101004,1,5 or less,5 or less,5 or less,Clinical Officer,,Diploma,Male,Younger than 25,Yes,Yes,,Yes,Yes,2.0,1.0,Clinical Officer,,Diploma,After 2000,Male,Younger than 25,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
101004_2,101004,2,5 or less,5 or less,5 or less,Nurse,,Diploma,0,Younger than 25,Yes,Yes,,Yes,Yes,2.0,2.0,Nurse,,Diploma,After 2000,0.0,Younger than 25,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.0
101007_30,101007,30,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
101007_7,101007,7,Over 50,11-50,Over 5,Other,Secondary,Diploma,Male,25-34,0,0,Official mission,No,,11.0,29.0,Nurse,Secondary,Diploma,After 2000,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.36363637
101007_14,101007,14,Over 50,11-50,Over 5,Other,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
101007_36,101007,36,Over 50,11-50,Over 5,Other,,,Male,25-34,0,0,Official mission,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
101007_10,101007,10,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Male,35-44,0,Yes,,No,,11.0,4.0,Other,Secondary,Diploma,In the 1990s,Male,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.36363637
101007_15,101007,15,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Male,Younger than 25,0,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
101007_25,101007,25,Over 50,11-50,Over 5,Other,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
101007_9,101007,9,Over 50,11-50,Over 5,Other,Secondary,Diploma,Male,35-44,0,Yes,,No,,11.0,20.0,Nurse,Secondary,Diploma,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.36363637
101007_34,101007,34,Over 50,11-50,Over 5,Nurse,,Diploma,Male,25-34,0,0,Official mission,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.36363637
