unique_id,fac_id,staff_id,q110,q111,q112,q113,q114,q115,q115_b_other_specify,q117,q118,q119,q120,q120_b_other_specify,q121,q121_b_other_specify,q122,q116,has_roster,has_absentee,country,absence_rate
10609_10,10609,10,Clinical Officer,MALE,45 or older,YES,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_11,10609,11,Clinical Officer,MALE,45 or older,YES,0.0,12.0, ,Clinical Officer,MALE,0.0,APPROVED ABSENCE, ,, ,,11.0,1,1.0,Kenya-2012,0.6
10609_12,10609,12,Clinical Officer,MALE,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_13,10609,13,Clinical Officer,MALE,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_14,10609,14,Clinical Officer,MALE,,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_15,10609,15,Nurse,0.0,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_16,10609,16,Nurse,0.0,35-44,0.0,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,16.0,1,1.0,Kenya-2012,0.6
10609_17,10609,17,Nurse,MALE,45 or older,0.0,0.0,IN TRAINING/SEMINAR, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_18,10609,18,Nurse,MALE,45 or older,0.0,0.0,APPROVED ABSENCE, ,Nurse,MALE,0.0,APPROVED ABSENCE, ,, ,,18.0,1,1.0,Kenya-2012,0.6
10609_19,10609,19,Nurse,0.0,25-34,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_20,10609,20,Nurse,0.0,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_21,10609,21,Nurse,0.0,35-44,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_22,10609,22,Nurse,0.0,45 or older,0.0,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,22.0,1,1.0,Kenya-2012,0.6
10609_23,10609,23,Nurse,0.0,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_24,10609,24,Nurse,0.0,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_25,10609,25,Nurse,0.0,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_26,10609,26,Nurse,MALE,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_27,10609,27,Nurse,MALE,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_28,10609,28,Nurse,0.0,45 or older,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_29,10609,29,Nurse,0.0,25-34,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_30,10609,30,Nurse,0.0,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_31,10609,31,Nurse,0.0,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_32,10609,32,Nurse,MALE,35-44,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_33,10609,33,Nurse,0.0,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_34,10609,34,Nurse,0.0,45 or older,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_35,10609,35,Nurse,0.0,35-44,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_36,10609,36,Nurse,0.0,35-44,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_37,10609,37,Nurse,0.0,45 or older,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_38,10609,38,Nurse,0.0,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_39,10609,39,Nurse,0.0,25-34,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_40,10609,40,Nurse,0.0,45 or older,0.0,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,40.0,1,1.0,Kenya-2012,0.6
10609_41,10609,41,Nurse,MALE,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_42,10609,42,Nurse,0.0,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_43,10609,43,Other,MALE,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_44,10609,44,Other,MALE,25-34,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_45,10609,45,Other,0.0,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_46,10609,46,Other,0.0,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_47,10609,47,Other,MALE,25-34,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_48,10609,48,Other,MALE,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.6
10609_49,10609,49,Other,MALE,45 or older,0.0,YES,, ,Other,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,49.0,1,1.0,Kenya-2012,0.6
10609_50,10609,50,Other,MALE,,0.0,0.0,OTHER (SPECIFY), ,Other,MALE,0.0,OTHER (SPECIFY), ,, ,,50.0,1,1.0,Kenya-2012,0.6
10671_1,10671,1,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.5
10671_2,10671,2,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,2.0,1,1.0,Kenya-2012,0.5
10671_3,10671,3,Nurse,0.0,45 or older,YES,0.0,IN TRAINING/SEMINAR, ,Nurse,0.0,0.0,IN TRAINING/SEMINAR, ,, ,,3.0,1,1.0,Kenya-2012,0.5
10671_4,10671,4,Other,0.0,25-34,0.0,YES,, ,Nurse,0.0,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,4.0,1,1.0,Kenya-2012,0.5
10738_1,10738,1,Clinical Officer,MALE,,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10738_2,10738,2,Doctor,MALE,35-44,YES,YES,, ,Doctor,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,2.0,1,1.0,Kenya-2012,0.3
10738_3,10738,3,Clinical Officer,MALE,,YES,0.0,SICK/MATERNITY, ,,,,,,,,,,1,,Kenya-2012,0.3
10738_4,10738,4,Other,MALE,,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10738_5,10738,5,Other,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10738_6,10738,6,Nurse,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10738_7,10738,7,Nurse,0.0,25-34,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.3
10738_8,10738,8,Nurse,0.0,35-44,0.0,YES,, ,Nurse,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,TAKING REPORTS IN THE WARD,0.0,8.0,1,1.0,Kenya-2012,0.3
10738_9,10738,9,Nurse,0.0,,0.0,0.0,12.0, ,Nurse,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,TAKING REPORTS IN THE WARD,0.0,9.0,1,1.0,Kenya-2012,0.3
10738_10,10738,10,Other,0.0,,0.0,0.0,OFFICIAL MISSION, ,,,,,,,,,,1,,Kenya-2012,0.3
10738_11,10738,11,Nurse,0.0,,0.0,0.0,APPROVED ABSENCE, ,Nurse,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,TAKING REPORTS IN THE WARD,0.0,11.0,1,1.0,Kenya-2012,0.3
10738_12,10738,12,Nurse,0.0,,0.0,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,12.0, ,, ,,12.0,1,1.0,Kenya-2012,0.3
10738_13,10738,13,Doctor,0.0,,0.0,0.0,ON STRIKE, ,,,,,,,,,,1,,Kenya-2012,0.3
10738_14,10738,14,Nurse,0.0,,0.0,YES,, ,Nurse,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,TAKING REPORTS IN THE WARD,0.0,14.0,1,1.0,Kenya-2012,0.3
10738_15,10738,15,Nurse,0.0,,0.0,0.0,APPROVED ABSENCE, ,Nurse,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,TAKING REPORTS IN THE WARD,0.0,15.0,1,1.0,Kenya-2012,0.3
10738_16,10738,16,Nurse,0.0,,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.3
10738_17,10738,17,Clinical Officer,0.0,,YES,0.0,12.0, ,Clinical Officer,0.0,0.0,12.0, ,, ,,17.0,1,1.0,Kenya-2012,0.3
10738_18,10738,18,Nurse,0.0,,0.0,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,12.0, ,, ,,18.0,1,1.0,Kenya-2012,0.3
10738_19,10738,19,Other,MALE,,0.0,YES,, ,Other,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,19.0,1,1.0,Kenya-2012,0.3
10755_1,10755,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.0
10755_2,10755,2,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,2.0,1,1.0,Kenya-2012,0.0
10781_1,10781,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,0.0,OFFICIAL MISSION, ,, ,,1.0,1,1.0,Kenya-2012,0.7
10781_2,10781,2,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,0.0,SICK/MATERNITY, ,, ,,2.0,1,1.0,Kenya-2012,0.7
10781_3,10781,3,Nurse,0.0,25-34,YES,0.0,APPROVED ABSENCE, ,Nurse,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,0.0,3.0,1,1.0,Kenya-2012,0.7
10781_4,10781,4,Nurse,0.0,25-34,YES,0.0,SICK/MATERNITY, ,Nurse,0.0,0.0,SICK/MATERNITY, ,, ,,4.0,1,1.0,Kenya-2012,0.7
10781_5,10781,5,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,0.0,12.0, ,, ,,5.0,1,1.0,Kenya-2012,0.7
10781_6,10781,6,Nurse,0.0,45 or older,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,6.0,1,1.0,Kenya-2012,0.7
10781_7,10781,7,Nurse,0.0,45 or older,YES,0.0,12.0, ,Nurse,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,7.0,1,1.0,Kenya-2012,0.7
10781_8,10781,8,Nurse,MALE,35-44,YES,0.0,12.0, ,Nurse,MALE,0.0,12.0, ,, ,,8.0,1,1.0,Kenya-2012,0.7
10781_9,10781,9,Nurse,0.0,45 or older,YES,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,9.0,1,1.0,Kenya-2012,0.7
10781_10,10781,10,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,10.0,1,1.0,Kenya-2012,0.7
10796_1,10796,1,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.0
10796_2,10796,2,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,2.0,1,1.0,Kenya-2012,0.0
10798_1,10798,1,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.9
10798_2,10798,2,Nurse,0.0,,YES,0.0,SICK/MATERNITY, ,Nurse,0.0,0.0,SICK/MATERNITY, ,, ,,2.0,1,1.0,Kenya-2012,0.9
10798_3,10798,3,Other,MALE,,0.0,0.0,APPROVED ABSENCE, ,Other,MALE,0.0,OTHER (SPECIFY), ,, ,,3.0,1,1.0,Kenya-2012,0.9
10798_4,10798,4,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,4.0,1,1.0,Kenya-2012,0.9
10798_5,10798,5,Nurse,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.9
10798_6,10798,6,Nurse,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.9
10798_7,10798,7,Nurse,MALE,,YES,0.0,12.0, ,Nurse,MALE,0.0,12.0, ,, ,,7.0,1,1.0,Kenya-2012,0.9
10798_8,10798,8,Nurse,0.0,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.9
10798_9,10798,9,Nurse,0.0,,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,9.0,1,1.0,Kenya-2012,0.9
10798_10,10798,10,Nurse,0.0,,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,10.0,1,1.0,Kenya-2012,0.9
10798_11,10798,11,Nurse,0.0,,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,11.0,1,1.0,Kenya-2012,0.9
10798_12,10798,12,Nurse,0.0,,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,12.0,1,1.0,Kenya-2012,0.9
10798_13,10798,13,Other,0.0,,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.9
10798_14,10798,14,Other,0.0,35-44,0.0,YES,, ,Other,0.0,0.0,OTHER (SPECIFY), ,, ,,14.0,1,1.0,Kenya-2012,0.9
10798_15,10798,15,Nurse,0.0,,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,15.0,1,1.0,Kenya-2012,0.9
10808_1,10808,1,Nurse,0.0,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_2,10808,2,Nurse,0.0,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_3,10808,3,Doctor,MALE,35-44,YES,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_4,10808,4,Doctor,MALE,45 or older,YES,0.0,OFFICIAL MISSION, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_5,10808,5,Clinical Officer,MALE,25-34,YES,0.0,OFFICIAL MISSION, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_6,10808,6,Clinical Officer,0.0,35-44,YES,0.0,OFFICIAL MISSION, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_7,10808,7,Clinical Officer,MALE,25-34,YES,0.0,OFFICIAL MISSION, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_8,10808,8,Clinical Officer,MALE,35-44,YES,0.0,OFFICIAL MISSION, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_9,10808,9,Clinical Officer,MALE,25-34,YES,0.0,OFFICIAL MISSION, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_10,10808,10,Clinical Officer,0.0,25-34,YES,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_11,10808,11,Clinical Officer,0.0,25-34,YES,YES,, ,Clinical Officer,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,11.0,1,1.0,Kenya-2012,0.3
10808_12,10808,12,Clinical Officer,0.0,35-44,YES,YES,, ,Clinical Officer,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,12.0,1,1.0,Kenya-2012,0.3
10808_13,10808,13,Nurse,0.0,25-34,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_14,10808,14,Nurse,MALE,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_15,10808,15,Nurse,MALE,25-34,0.0,YES,, ,Nurse,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,15.0,1,1.0,Kenya-2012,0.3
10808_16,10808,16,Nurse,0.0,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_17,10808,17,Nurse,0.0,25-34,0.0,0.0,OFFICIAL MISSION, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_18,10808,18,Nurse,0.0,Younger than 25,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_19,10808,19,Nurse,MALE,25-34,0.0,YES,, ,Nurse,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,0.0,19.0,1,1.0,Kenya-2012,0.3
10808_20,10808,20,Nurse,MALE,25-34,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_21,10808,21,Nurse,MALE,45 or older,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_22,10808,22,Nurse,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_23,10808,23,Nurse,0.0,25-34,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_24,10808,24,Nurse,0.0,25-34,0.0,YES,, ,Nurse,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,24.0,1,1.0,Kenya-2012,0.3
10808_25,10808,25,Nurse,0.0,Younger than 25,0.0,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,25.0,1,1.0,Kenya-2012,0.3
10808_26,10808,26,Nurse,MALE,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_27,10808,27,Nurse,MALE,25-34,0.0,YES,, ,Nurse,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,0.0,27.0,1,1.0,Kenya-2012,0.3
10808_28,10808,28,Nurse,0.0,25-34,0.0,YES,, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,28.0,1,1.0,Kenya-2012,0.3
10808_29,10808,29,Nurse,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_30,10808,30,Nurse,0.0,25-34,0.0,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,30.0,1,1.0,Kenya-2012,0.3
10808_31,10808,31,Nurse,0.0,25-34,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_32,10808,32,Nurse,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_33,10808,33,Nurse,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_34,10808,34,Nurse,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_35,10808,35,Nurse,0.0,25-34,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_36,10808,36,Nurse,0.0,25-34,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_37,10808,37,Nurse,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_38,10808,38,Nurse,0.0,25-34,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_39,10808,39,Nurse,0.0,25-34,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_40,10808,40,Other,MALE,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_41,10808,41,Other,MALE,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_42,10808,42,Other,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_43,10808,43,Other,0.0,25-34,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_44,10808,44,Other,MALE,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_45,10808,45,Other,0.0,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_46,10808,46,Other,0.0,35-44,0.0,YES,, ,Other,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,0.0,46.0,1,1.0,Kenya-2012,0.3
10808_47,10808,47,Other,MALE,25-34,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_48,10808,48,Other,MALE,45 or older,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_49,10808,49,Nurse,0.0,Younger than 25,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.3
10808_50,10808,50,Nurse,0.0,Younger than 25,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.3
10820_1,10820,1,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.5
10820_2,10820,2,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,2.0,1,1.0,Kenya-2012,0.5
10877_1,10877,1,Nurse,0.0,35-44,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,1.0,1,1.0,Kenya-2012,0.0
10877_2,10877,2,Clinical Officer,0.0,25-34,YES,0.0,SICK/MATERNITY, ,Clinical Officer,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,YES,2.0,1,1.0,Kenya-2012,0.0
10877_3,10877,3,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,REVIEWING OR WRITING IN CART, ,YES,3.0,1,1.0,Kenya-2012,0.0
10877_4,10877,4,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,YES,4.0,1,1.0,Kenya-2012,0.0
10877_5,10877,5,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,5.0,1,1.0,Kenya-2012,0.0
10877_6,10877,6,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,YES,6.0,1,1.0,Kenya-2012,0.0
10877_7,10877,7,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,REVIEWING OR WRITING IN CART, ,YES,7.0,1,1.0,Kenya-2012,0.0
10877_8,10877,8,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,YES,8.0,1,1.0,Kenya-2012,0.0
10878_1,10878,1,Clinical Officer,MALE,35-44,YES,YES,, ,Clinical Officer,MALE,YES,, ,REVIEWING OR WRITING IN CART, ,0.0,1.0,1,1.0,Kenya-2012,0.4
10878_2,10878,2,Other,MALE,25-34,0.0,YES,, ,Other,MALE,0.0,IN TRAINING/SEMINAR, ,, ,,2.0,1,1.0,Kenya-2012,0.4
10878_3,10878,3,Other,MALE,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.4
10878_4,10878,4,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,4.0,1,1.0,Kenya-2012,0.4
10878_5,10878,5,Other,0.0,25-34,0.0,,, ,Other,0.0,0.0,APPROVED ABSENCE, ,, ,,5.0,1,1.0,Kenya-2012,0.4
10878_6,10878,6,Nurse,0.0,45 or older,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,6.0,1,1.0,Kenya-2012,0.4
10878_7,10878,7,Nurse,MALE,25-34,YES,0.0,12.0, ,Nurse,MALE,0.0,12.0, ,, ,,7.0,1,1.0,Kenya-2012,0.4
10878_8,10878,8,Other,MALE,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.4
10878_9,10878,9,Clinical Officer,0.0,45 or older,YES,,, ,Clinical Officer,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,0.0,9.0,1,1.0,Kenya-2012,0.4
10878_10,10878,10,Nurse,0.0,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.4
10878_11,10878,11,Nurse,0.0,45 or older,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.4
10878_12,10878,12,Nurse,0.0,35-44,YES,YES,, ,Nurse,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,0.0,12.0,1,1.0,Kenya-2012,0.4
10878_13,10878,13,Nurse,0.0,45 or older,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.4
10878_14,10878,14,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,14.0,1,1.0,Kenya-2012,0.4
10878_15,10878,15,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,15.0,1,1.0,Kenya-2012,0.4
10878_16,10878,16,Nurse,0.0,25-34,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.4
10887_1,10887,1,Other,0.0,,,,MISSING,"Interns aded since present in SDI file, but uncertain if present at first visit",,,,,,,,,,1,,Kenya-2012,
10887_2,10887,2,Other,0.0,,,,MISSING,"Interns aded since present in SDI file, but uncertain if present at first visit",,,,,,,,,,1,,Kenya-2012,
10914_1,10914,1,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.0
10914_2,10914,2,Other,0.0,25-34,YES,YES,, ,Other,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,2.0,1,1.0,Kenya-2012,0.0
10916_1,10916,1,Doctor,MALE,35-44,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
10916_2,10916,2,Clinical Officer,0.0,35-44,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
10916_3,10916,3,Clinical Officer,MALE,35-44,YES,YES,, ,Clinical Officer,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,3.0,1,1.0,Kenya-2012,0.5
10916_4,10916,4,Doctor,MALE,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
10916_5,10916,5,Doctor,0.0,25-34,0.0,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.5
10916_6,10916,6,Other,0.0,35-44,0.0,YES,, ,Other,0.0,0.0,NOT APPROVED ABSENCE, ,, ,,6.0,1,1.0,Kenya-2012,0.5
10916_7,10916,7,Other,MALE,45 or older,0.0,YES,, ,Other,MALE,0.0,SICK/MATERNITY, ,, ,,7.0,1,1.0,Kenya-2012,0.5
