fac_id,ipw2,has_weights,q1,q2,q7,q8,q11,q15,q16,q20,q24,q30,q31,q46,q47b,q48,q59,q50,q55b,q56a,q56b,q57a,q57b,q58a,q58b,q59a,q59b,q60a,q60b,q61a,q61b,q62a,q62b,q63a,q63b,q64a,q64,q66,q67,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,q105,q106,q3,q4,q5,has_facility,country,q47a
12417,5.5118933,1,YES, ,12417,Rural,64,64,QUESTIONNAIRE COMPLETED,Private,Health Post,50 or less,501-1000,0.0,0.0,0.0,0.0,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),0.0,,,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,YES BUT NOT OBSERVED,0.0,YES BUT NOT OBSERVED,0.0,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,3,48,5,1,Kenya-2012,0.0
12455,9.041618,1,YES, ,12455,Rural,53,53,QUESTIONNAIRE COMPLETED,Public,Hospital,Over 50,Over 3000,NO,NO,0.0,NO,NO,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,3,19,6,1,Kenya-2012,NO
12456,6.362621,1,YES, ,12456,Rural,53,53,QUESTIONNAIRE COMPLETED,Private,Health Post,50 or less,0-500,0.0,NO,0.0,NO,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),0.0,,,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,YES BUT NOT OBSERVED,0.0,YES BUT NOT OBSERVED,0.0,YES BUT NOT OBSERVED,YES AND OBSERVED,0.0,3,37,6,1,Kenya-2012,NO
12468,112.517914,1,YES, ,12468,Rural,54,54,QUESTIONNAIRE COMPLETED,Public,Health Post,50 or less,501-1000,0.0,NO,0.0,0.0,0.0,YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,3,37,6,1,Kenya-2012,NO
12477,6.697495,1,YES, ,12477,Rural,53,53,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,1001-2000,0.0,0.0,0.0,0.0,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,YES (OBSERVED),YES (OBSERVED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,YES,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,3,19,6,1,Kenya-2012,0.0
12483,6.722839,1,YES, ,12483,Rural,63,63,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,501-1000,0.0,NO,0.0,0.0,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,3,47,5,1,Kenya-2012,NO
12485,9.041618,1,YES, ,12485,Rural,53,53,QUESTIONNAIRE COMPLETED,Public,Hospital,50 or less,Over 3000,0.0,NO,0.0,NO,NO,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,3,57,6,1,Kenya-2012,NO
12499,6.697495,1,YES, ,12499,Rural,54,54,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,1001-2000,0.0,NO,0.0,0.0,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,3,57,6,1,Kenya-2012,NO
12521,6.722839,1,YES, ,12521,Rural,64,63,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,2001-3000,0.0,NO,0.0,0.0,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,3,28,5,1,Kenya-2012,NO
12523,9.645812,1,YES, ,12523,Rural,64,64,QUESTIONNAIRE COMPLETED,Public,Hospital,50 or less,Over 3000,0.0,NO,NO,NO,NO,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),0.0,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,3,48,5,1,Kenya-2012,NO
12587,3.5075681,1,YES, ,12587,Rural,64,64,QUESTIONNAIRE COMPLETED,Private,Hospital,Over 50,2001-3000,NO,NO,NO,NO,NO,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,0.0,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,0.0,3,29,5,1,Kenya-2012,NO
12599,5.5118933,1,YES, ,12599,Urban,64,64,QUESTIONNAIRE COMPLETED,Private,Health Post,50 or less,1001-2000,0.0,NO,0.0,0.0,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (BUT EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,0.0,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,0.0,3,28,5,1,Kenya-2012,NO
12609,5.5118933,1,YES, ,12609,Rural,64,63,QUESTIONNAIRE COMPLETED,Private,Health Post,50 or less,0-500,0.0,NO,0.0,0.0,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,0.0,3,28,5,1,Kenya-2012,NO
