fac_id,finalwt,ipw,absprobsamp,abshwkwt,probvign,hwkvignwt,has_weights,h1csqa1,h1csqa2a,h1csqa2b,h1csqa2c,h1csqb1,h1csqb2,h1csqb4,h1csqb5,h1csqb9,h1csqb12,h1csqb13H,h1csqb13M,h1csqb14H,h1csqb14M,h1csqb16,h1csqb17,h1sa5,h1sa9,h1sa17,h1sa18,h1sa19,h1sa20,h1sa21,h1sa22,h1sa26,h1sa31,h1sb50,h1sb51a,h1sb52,h1sb53,h1sb54,h1sb59a,h1sc59b,h1sc60a,h1sc60b,h1sc61a,h1sc61b,h1sc62a,h1sc62b,h1sc63a,h1sc63b,h1sc64a,h1sc64b,h1sc65a,h1sc65b,h1sc66a,h1sc66b,h1sc67a,h1sc67b,h1sc68a,h1sc68b,h1sc69a,h1sc69b,h1sc70a,h1sc70b,h1sc71a,h1sc71b,h1sc72a,h1sc72b,h1sc73a,h1sc73b,h1sc74a,h1sc74b,h1sc75a,h1sc75b,h1sd76,h1sd77,h1sd79,h1sd80,h1sd81,h1sd82,h1sd83,h1sd84,h1sd85,h1sd86,h1sd87,h1sd88,h1sd89,h1sd90,h1sd91,h1sd92,h1sd93,h1sd94,h1sd95,h1sd96,h1sd97,h1sd98,h1sd99,h1sd100,h1sd101,h1sd102,h1sd103,h1sd104,h1sd105,h1sd106,h1sd107,h1sd108,h1sd109,h1sd110,h1sd111,h1sd112,h1sd113,h1sd114,h1sd115,h1sd116,h1sd117,h1sd118,h1sd119,h1sd120,h1sd121,h1sd122,h1sd123,h1sd124,h2sa200,h2sa201,h1csqb6,has_facility,country,h1sb51b
51,26.763683,26.763683,0.8888889,30.109144,0.22222222,120.43658,1,Yes,,,,1,122,1,6,Rural,803,9.0,50.0,12.0,10.0,803.0,,Public,Health Center,Yes,0.0,Yes,Yes,Yes,0.0,50 or less,Over 3000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),0.0,,0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,0.0,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",6-10,5 or less,177.0,1,Uganda-2013,0.0
52,6.9692416,6.9692416,1.0,6.9692416,1.0,6.9692416,1,Yes,,,,2,201,1,1,Rural,701,9.0,50.0,11.0,5.0,701.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,Over 50,501-1000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),0.0,0.0,,Yes (not observed),0.0,0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Not available today,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,32.0,1,Uganda-2013,0.0
53,13.878099,13.878099,0.22222222,62.451447,0.11111111,124.90289,1,Yes,,,,2,201,1,2,Rural,703,12.0,20.0,15.0,30.0,701.0,,Private,Health Post,Yes,Yes,Yes,Yes,Yes,Yes,Over 50,2001-3000,No,No,0.0,No,No,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",11-50,Over 5,86.0,1,Uganda-2013,2.0
54,13.878099,13.878099,1.0,13.878099,0.5,27.756199,1,Yes,,,,2,201,1,2,Urban,703,15.0,27.0,17.0,55.0,703.0,,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,Over 50,2001-3000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Not available today,Not available today,Never available,Never available,Never available,Never available,Never available,Not available today,Not available today,Never available,Never available,Not available today,Never available,Never available,Not available today,At least one observed (AND non-expired),0.0,,,,Yes,Not available today,Not available today,Not available today,Not available today,Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",0.0,5 or less,5 or less,270.0,1,Uganda-2013,0.0
55,11.386949,11.386949,1.0,11.386949,0.5,22.773897,1,Yes,,,,2,201,1,3,Rural,701,13.0,55.0,15.0,50.0,701.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,Over 50,1001-2000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,,,,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (BUT expired),"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,75.0,1,Uganda-2013,0.0
56,3.8518412,3.8518412,0.7692308,5.0073934,0.30769232,12.518483,1,Yes,,,,2,201,1,5,Rural,702,9.0,38.0,12.0,55.0,703.0,,Public,Health Center,Yes,Yes,Yes,0.0,Yes,0.0,Over 50,Over 3000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,Never available,Not available today,Not available today,Not available today,Never available,Not available today,Not available today,Never available,Never available,Not available today,At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,0.0,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",11-50,5 or less,53.0,1,Uganda-2013,0.0
57,9.227271,9.227271,1.0,9.227271,0.5,18.454542,1,Yes,,,,2,201,1,7,Rural,701,14.0,20.0,16.0,25.0,701.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,Over 50,1001-2000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),0.0,0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,Never available,Never available,Not available today,At least one observed (AND non-expired),0.0,,,,Yes,Not available today,Not available today,Not available today,Not available today,Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",No,"Yes,observed",5 or less,5 or less,272.0,1,Uganda-2013,0.0
58,7.4776,7.4776,1.0,7.4776,1.0,7.4776,1,Yes,,,,2,201,1,8,Rural,702,16.0,25.0,18.0,0.0,701.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,Over 50,1001-2000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Not available today,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),0.0,,,,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",No,"Yes,observed",5 or less,5 or less,34.0,1,Uganda-2013,0.0
59,7.4776,7.4776,0.5,14.9552,0.5,14.9552,1,Yes,,,,2,201,1,8,Rural,703,12.0,20.0,13.0,50.0,703.0,,Private,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,50 or less,501-1000,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Never available,0.0,,,,Yes,Not available today,Not available today,Not available today,Not available today,Never available,"Yes, but no observed",0.0,0.0,0.0,"Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,134.0,1,Uganda-2013,0.0
6,8.745279,8.745279,0.6666667,13.117919,0.33333334,26.235838,1,Yes,,,,1,107,3,5,Urban,901,9.0,0.0,15.0,45.0,902.0,,Private,Health Post,Yes,Yes,Yes,0.0,0.0,0.0,Over 50,501-1000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,Never available,Never available,At least one observed (AND non-expired),Not available today,Not recommended at this level,At least one observed (AND non-expired),Not available today,Never available,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Not recommended at this level,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,,,,,Not available today,Not available today,Not available today,Not available today,Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed",0.0,"Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,213.0,1,Uganda-2013,0.0
