unique_id,fac_id,staff_id,h2sa203,h2sa204,h2sa205,h2sa206,h2sa207,h2sa208,h2sa208o,h2sa209,h2bID,h2b211,h2b212,h2b213,h2b214,h2b215,h2b215o,h2b216,h2b216o,h2b217,has_roster,has_absentee,country,absence_rate
132_11,132,11,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
132_7,132,7,Nurse,Male,25-34,0.0,0.0,12.0,,No,1.0,7.0,Nurse,Male,Yes,,,Interpreting laboratory work or radiographs,SEATED WAITING FOR PATIENTS,Yes,1,1.0,Uganda-2013,0.6
133_3,133,3,Other,0.0,25-34,Yes,Yes,,,Yes,3.0,3.0,Other,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
133_2,133,2,Other,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
133_4,133,4,Other,0.0,25-34,Yes,Yes,,,Yes,4.0,4.0,Other,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
133_1,133,1,Nurse,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
134_12,134,12,Other,0.0,35-44,0.0,0.0,12.0,,No,7.0,12.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.6
134_1,134,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,8.0,1.0,Clinical Officer,Male,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.6
134_5,134,5,Nurse,Male,25-34,Yes,0.0,12.0,,No,2.0,5.0,Nurse,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
134_10,134,10,Nurse,Male,25-34,Yes,Yes,,,Yes,10.0,10.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.6
134_14,134,14,Other,Male,45 or older,0.0,0.0,12.0,,No,1.0,14.0,Other,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
134_9,134,9,Nurse,0.0,Younger than 25,Yes,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,0.6
134_8,134,8,Other,0.0,25-34,0.0,Yes,,,No,4.0,8.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
134_11,134,11,Other,0.0,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.6
134_6,134,6,Nurse,0.0,25-34,Yes,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.6
134_4,134,4,Nurse,0.0,35-44,Yes,Yes,,,Yes,,,,,,,,,,,1,,Uganda-2013,0.6
134_3,134,3,Nurse,0.0,25-34,Yes,Yes,,,Yes,5.0,3.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
134_7,134,7,Other,Male,25-34,0.0,0.0,In training/seminar,,No,3.0,7.0,Other,Male,Yes,,,Interpreting laboratory work or radiographs,HAVING LUNCH,Yes,1,1.0,Uganda-2013,0.6
134_15,134,15,Nurse,Male,Younger than 25,Yes,Yes,,,Yes,6.0,15.0,Nurse,Male,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.6
134_2,134,2,Clinical Officer,Male,35-44,Yes,0.0,12.0,,No,9.0,2.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
134_13,134,13,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
135_11,135,11,Nurse,0.0,25-34,0.0,0.0,In training/seminar,,No,8.0,11.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
135_6,135,6,Nurse,0.0,Younger than 25,Yes,0.0,12.0,,No,10.0,6.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
135_5,135,5,Nurse,0.0,25-34,Yes,0.0,12.0,,No,4.0,5.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
135_8,135,8,Other,0.0,25-34,0.0,Yes,,,No,7.0,8.0,Other,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
135_3,135,3,Nurse,Male,25-34,Yes,0.0,Approved absence,,No,5.0,3.0,Nurse,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
135_10,135,10,Nurse,Male,35-44,Yes,Yes,,,Yes,,,,,,,,,,,1,,Uganda-2013,1.0
135_7,135,7,Other,Male,25-34,0.0,0.0,Not approved Absence,,No,2.0,7.0,Other,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
135_12,135,12,Nurse,0.0,Younger than 25,Yes,0.0,Sick/maternity,,No,6.0,12.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
135_2,135,2,Nurse,0.0,35-44,Yes,0.0,12.0,,No,3.0,2.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
135_13,135,13,Other,Male,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
135_1,135,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
135_4,135,4,Nurse,0.0,25-34,Yes,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,1.0
135_9,135,9,Nurse,0.0,35-44,Yes,Yes,,,Yes,9.0,9.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
136_4,136,4,Nurse,0.0,25-34,Yes,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.6
136_13,136,13,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
136_7,136,7,Nurse,0.0,25-34,0.0,0.0,12.0,,No,4.0,7.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
136_5,136,5,Nurse,Male,25-34,Yes,Yes,,,Yes,3.0,5.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.6
136_9,136,9,Other,0.0,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.6
136_6,136,6,Nurse,Male,35-44,Yes,0.0,12.0,,No,9.0,6.0,Nurse,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.6
136_8,136,8,Other,Male,45 or older,0.0,Yes,,,No,8.0,8.0,Other,Male,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.6
136_3,136,3,Nurse,0.0,25-34,Yes,0.0,Sick/maternity,,No,5.0,3.0,Nurse,Male,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,0.6
136_10,136,10,Other,Male,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.6
136_1,136,1,Clinical Officer,Male,35-44,Yes,Yes,,,Yes,6.0,1.0,Clinical Officer,Male,Yes,,,Interpreting laboratory work or radiographs,UNCH BREAK,Yes,1,1.0,Uganda-2013,0.6
136_11,136,11,Other,Male,25-34,0.0,Yes,,,No,10.0,11.0,Other,Male,Yes,,,Interpreting laboratory work or radiographs,,Yes,1,1.0,Uganda-2013,0.6
136_14,136,14,Nurse,0.0,25-34,0.0,0.0,Approved absence,,No,2.0,14.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.6
136_12,136,12,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,12.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
136_2,136,2,Nurse,Male,25-34,Yes,Yes,,,Yes,7.0,2.0,Nurse,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
137_3,137,3,Other,0.0,25-34,Yes,Yes,,,Yes,1.0,3.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.75
137_4,137,4,Other,Male,45 or older,Yes,0.0,12.0,,No,4.0,4.0,Other,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.75
137_2,137,2,Other,0.0,25-34,Yes,0.0,Approved absence,,No,3.0,2.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.75
137_1,137,1,Nurse,Male,35-44,Yes,Yes,,,Yes,2.0,1.0,Nurse,Male,0.0,Other (to specify),UNABLE TO GET TRANSPORT TO THE FACILITY,,,,1,1.0,Uganda-2013,0.75
138_4,138,4,Nurse,0.0,25-34,Yes,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,0.9
138_3,138,3,Nurse,0.0,25-34,Yes,0.0,Sick/maternity,,No,7.0,3.0,Nurse,0.0,0.0,Sick/maternity,,Interpreting laboratory work or radiographs,SEATED ON THE BENCH,Yes,1,1.0,Uganda-2013,0.9
138_9,138,9,Other,Male,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.9
138_15,138,15,Nurse,Male,35-44,0.0,0.0,Approved absence,,No,2.0,15.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.9
138_10,138,10,Other,0.0,45 or older,0.0,Yes,,,Yes,,,,,,,,,,,1,,Uganda-2013,0.9
138_6,138,6,Nurse,0.0,25-34,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.9
138_11,138,11,Other,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.9
138_12,138,12,Other,0.0,25-34,0.0,Yes,,,No,4.0,12.0,Other,0.0,Yes,,,Interpreting laboratory work or radiographs,SEATED ON THE BENCH,Yes,1,1.0,Uganda-2013,0.9
138_7,138,7,Nurse,0.0,25-34,Yes,Yes,,,Yes,5.0,7.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.9
138_16,138,16,Nurse,Male,35-44,Yes,0.0,12.0,,No,10.0,16.0,Nurse,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.9
138_17,138,17,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.9
138_5,138,5,Nurse,0.0,25-34,0.0,0.0,Approved absence,,No,3.0,5.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.9
138_13,138,13,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.9
138_2,138,2,Clinical Officer,Male,35-44,Yes,0.0,Approved absence,,No,9.0,2.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.9
138_14,138,14,Other,Male,45 or older,0.0,0.0,Outreach,,No,1.0,14.0,Other,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.9
138_1,138,1,Clinical Officer,Male,35-44,Yes,Yes,,,Yes,8.0,1.0,Clinical Officer,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.9
138_8,138,8,Other,0.0,45 or older,0.0,Yes,,,No,6.0,8.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.9
139_1,139,1,Nurse,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,0.6666667
139_3,139,3,Other,Male,35-44,0.0,Yes,,,No,3.0,3.0,Other,Male,0.0,Outreach,,,,,1,1.0,Uganda-2013,0.6666667
139_2,139,2,Other,0.0,45 or older,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.6666667
14_1,14,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS TO COME,Yes,1,1.0,Uganda-2013,0.5
14_2,14,2,Other,0.0,35-44,Yes,0.0,Approved absence,,Yes,2.0,2.0,Other,0.0,0.0,Other (to specify),LATE COMING,,,,1,1.0,Uganda-2013,0.5
140_1,140,1,Nurse,0.0,25-34,Yes,Yes,,,Yes,4.0,1.0,Nurse,0.0,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.33333334
140_4,140,4,Other,Male,35-44,Yes,0.0,12.0,,No,6.0,4.0,Other,Male,Yes,,,Waiting for patient to undress,,Yes,1,1.0,Uganda-2013,0.33333334
140_2,140,2,Other,0.0,45 or older,Yes,Yes,,,Yes,5.0,2.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.33333334
140_3,140,3,Other,0.0,35-44,Yes,Yes,,,Yes,2.0,3.0,Other,0.0,Yes,,,Interpreting laboratory work or radiographs,SEATED WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.33333334
140_5,140,5,Nurse,0.0,45 or older,Yes,0.0,Sick/maternity,,No,3.0,5.0,Nurse,0.0,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,0.33333334
140_6,140,6,Other,Male,25-34,0.0,0.0,12.0,,No,1.0,6.0,Other,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.33333334
141_2,141,2,Other,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,Yes,,,Interpreting laboratory work or radiographs,DOING GARDEN WORK,Yes,1,1.0,Uganda-2013,0.33333334
141_1,141,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.33333334
141_3,141,3,Other,0.0,25-34,Yes,Yes,,,Yes,3.0,3.0,Other,0.0,Yes,,,Interpreting laboratory work or radiographs,SEATED AT OPD,Yes,1,1.0,Uganda-2013,0.33333334
142_4,142,4,Nurse,0.0,25-34,Yes,Yes,,,Yes,4.0,4.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,DELIVERING A MOTHER,0.0,1,1.0,Uganda-2013,0.25
142_1,142,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.25
142_3,142,3,Other,0.0,45 or older,Yes,Yes,,,Yes,3.0,3.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.25
142_2,142,2,Nurse,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.25
143_13,143,13,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_11,143,11,Nurse,Male,25-34,0.0,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_15,143,15,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_18,143,18,Nurse,0.0,Younger than 25,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_16,143,16,Nurse,0.0,25-34,0.0,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_7,143,7,Other,Male,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_5,143,5,Nurse,0.0,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_4,143,4,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_10,143,10,Other,0.0,Younger than 25,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_12,143,12,Nurse,0.0,Younger than 25,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_19,143,19,Other,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_17,143,17,Other,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_1,143,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.6666667
143_14,143,14,Nurse,0.0,Younger than 25,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_6,143,6,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_9,143,9,Other,Male,25-34,0.0,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_3,143,3,Clinical Officer,0.0,45 or older,Yes,0.0,Not approved Absence,,Yes,3.0,3.0,Clinical Officer,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.6666667
143_8,143,8,Other,Male,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
143_2,143,2,Clinical Officer,Male,25-34,Yes,0.0,Official mission,,Yes,2.0,2.0,Clinical Officer,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.6666667
144_6,144,6,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
144_3,144,3,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
144_1,144,1,Clinical Officer,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.5
144_5,144,5,Other,Male,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,0.5
144_4,144,4,Nurse,Male,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
144_7,144,7,Other,0.0,Younger than 25,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.5
144_2,144,2,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
145_3,145,3,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,3.0,3.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,1.0
145_7,145,7,Nurse,0.0,25-34,0.0,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,1.0
145_6,145,6,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
145_2,145,2,Clinical Officer,0.0,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Clinical Officer,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
145_11,145,11,Other,Male,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,1.0
145_12,145,12,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
145_10,145,10,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
145_4,145,4,Nurse,0.0,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,1.0
145_1,145,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,1.0
145_9,145,9,Nurse,Male,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,1.0
145_5,145,5,Nurse,0.0,25-34,0.0,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,1.0
145_8,145,8,Nurse,0.0,25-34,0.0,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,1.0
146_1,146,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.5
146_2,146,2,Other,0.0,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.5
147_1,147,1,Other,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.33333334
147_2,147,2,Nurse,0.0,45 or older,Yes,0.0,Approved absence,,Yes,2.0,2.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.33333334
147_3,147,3,Other,0.0,25-34,Yes,Yes,,,Yes,3.0,3.0,Other,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,Yes,1,1.0,Uganda-2013,0.33333334
148_3,148,3,Nurse,0.0,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.8
148_10,148,10,Nurse,0.0,45 or older,Yes,0.0,Sick/maternity,,Yes,10.0,10.0,Nurse,0.0,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,0.8
148_1,148,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.8
148_6,148,6,Other,Male,25-34,Yes,Yes,,,No,,6.0,Other,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.8
148_5,148,5,Other,Male,35-44,Yes,0.0,12.0,,Yes,5.0,5.0,Other,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.8
148_4,148,4,Nurse,Male,25-34,Yes,Yes,,,Yes,4.0,4.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.8
148_9,148,9,Nurse,0.0,25-34,Yes,Yes,,,Yes,9.0,9.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.8
148_2,148,2,Clinical Officer,Male,35-44,Yes,0.0,Official mission,,Yes,2.0,2.0,Clinical Officer,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.8
148_7,148,7,Nurse,0.0,25-34,Yes,Yes,,,Yes,7.0,7.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.8
148_8,148,8,Nurse,0.0,25-34,Yes,Yes,,,Yes,8.0,8.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.8
149_2,149,2,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.5714286
149_4,149,4,Other,0.0,25-34,Yes,0.0,12.0,SHORT LEAVE,Yes,4.0,4.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5714286
149_3,149,3,Nurse,0.0,35-44,Yes,0.0,Other (to specify),STUDY LEAVE,Yes,3.0,3.0,Nurse,0.0,0.0,Other (to specify),,,,,1,1.0,Uganda-2013,0.5714286
149_1,149,1,Clinical Officer,Male,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.5714286
149_7,149,7,Other,0.0,Younger than 25,Yes,Yes,,,No,7.0,7.0,Other,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.5714286
149_5,149,5,Other,0.0,25-34,Yes,Yes,,,Yes,5.0,5.0,Other,0.0,Yes,,,Reviewing or writing in cart,,0.0,1,1.0,Uganda-2013,0.5714286
149_6,149,6,Other,0.0,Younger than 25,Yes,0.0,,,Yes,6.0,6.0,Other,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.5714286
15_1,15,1,Nurse,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.0
15_2,15,2,Nurse,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.0
150_2,150,2,Nurse,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.6
150_3,150,3,Nurse,Male,25-34,Yes,0.0,Not approved Absence,,Yes,3.0,3.0,Nurse,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.6
150_1,150,1,Nurse,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.6
150_5,150,5,Nurse,0.0,25-34,Yes,0.0,Sick/maternity,,Yes,5.0,5.0,Nurse,0.0,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,0.6
150_4,150,4,Other,Male,25-34,Yes,0.0,Not approved Absence,,No,4.0,4.0,Other,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.6
151_2,151,2,Other,0.0,35-44,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,0.0,,,Providing Consultation (face-to face patient care),,,1,1.0,Uganda-2013,1.0
151_1,151,1,Nurse,Male,35-44,Yes,0.0,Approved absence,,Yes,1.0,1.0,Nurse,Male,0.0,,,Providing Consultation (face-to face patient care),,,1,1.0,Uganda-2013,1.0
152_7,152,7,Nurse,0.0,25-34,Yes,Yes,,,Yes,7.0,7.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
152_9,152,9,Other,Male,25-34,Yes,Yes,,,No,,9.0,Other,Male,0.0,18.0,AT HOME,,,,1,1.0,Uganda-2013,0.5
152_10,152,10,Nurse,Male,25-34,Yes,0.0,Other (to specify),STUDY LEAVE,Yes,10.0,10.0,Nurse,Male,0.0,Other (to specify),AT SCHOOL,,,,1,1.0,Uganda-2013,0.5
152_5,152,5,Other,0.0,25-34,Yes,Yes,,,Yes,5.0,5.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
152_2,152,2,Nurse,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,,Yes,1,1.0,Uganda-2013,0.5
152_3,152,3,Nurse,Male,35-44,Yes,Yes,,,Yes,3.0,3.0,Nurse,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.5
152_4,152,4,Other,0.0,25-34,Yes,Yes,,,Yes,4.0,4.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
152_1,152,1,Clinical Officer,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,0.5
152_6,152,6,Other,Male,25-34,Yes,Yes,,THIS ONE NOLONGER SEES PATIENTS,No,,6.0,Other,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
152_8,152,8,Nurse,0.0,25-34,Yes,0.0,In training/seminar,,Yes,8.0,8.0,Nurse,0.0,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,0.5
153_5,153,5,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,5.0,5.0,Nurse,0.0,Yes,,,Reviewing or writing in cart,,Yes,1,1.0,Uganda-2013,0.1
153_4,153,4,Nurse,0.0,35-44,Yes,Yes,,,Yes,4.0,4.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.1
