fac_id,staff_id,q110_cadre,q111_gender,q112_age,q113_does_regularly_perform_outp,q114_is_currently_in_the_facilit,q115_reason_for_absence,q115_b_other_specify,q117_cadre,q118_gender,q119_currently_in_facility,q120_reason_for_absence,q120_b_other_specify,q121_current_activity,q121_b_other_specify,q122_experience_salary_delay,q116b
10738,10,Other,FEMALE,,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
10738,11,Nurse,FEMALE,,NO,NO,APPROVED ABSENCE, ,Nurse,FEMALE,YES,, ,OTHER (SPECIFY),TAKING REPORTS IN THE WARD,NO,11.0
10738,12,Nurse,FEMALE,,NO,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,12.0
10738,13,Doctor,FEMALE,,NO,NO,ON STRIKE, ,,,,,,,,,
10738,14,Nurse,FEMALE,,NO,YES,, ,Nurse,FEMALE,YES,, ,OTHER (SPECIFY),TAKING REPORTS IN THE WARD,NO,14.0
10738,15,Nurse,FEMALE,,NO,NO,APPROVED ABSENCE, ,Nurse,FEMALE,YES,, ,OTHER (SPECIFY),TAKING REPORTS IN THE WARD,NO,15.0
10738,16,Nurse,FEMALE,,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
10738,17,Clinical Officer,FEMALE,,YES,NO,NOT HIS/HER SHIFT, ,Clinical Officer,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,17.0
10738,18,Nurse,FEMALE,,NO,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,18.0
10738,19,Other,MALE,,NO,YES,, ,Other,MALE,YES,, ,"FINDING MISSING OR PENDING LABORATORY INFORMATION, RADIOGRAPHS OR CHARTS", ,NO,19.0
10755,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,GETTING MATERIALS OR EQUIPMENT FOR CONSULTATION, ,NO,1.0
10755,2,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,WRITING A PRESCRIPTION, ,NO,2.0
10781,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,NO,OFFICIAL MISSION, ,, ,,1.0
10781,2,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,2.0
10781,3,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,YES,, ,CHECKING SCHEDULE, ,NO,3.0
10781,4,Nurse,FEMALE,25-34,YES,NO,SICK/MATERNITY, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,4.0
10781,5,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,5.0
10781,6,Nurse,FEMALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,COMPLETING FORMS, ,NO,6.0
10781,7,Nurse,FEMALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,YES,, ,COMPLETING FORMS, ,NO,7.0
10781,8,Nurse,MALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,8.0
10781,9,Nurse,FEMALE,45 or older,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,9.0
10781,10,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,10.0
10796,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
10796,2,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,2.0
10798,1,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,
10798,2,Nurse,FEMALE,,YES,NO,SICK/MATERNITY, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,2.0
10798,3,Other,MALE,,NO,NO,APPROVED ABSENCE, ,Other,MALE,NO,DOING FIELDWORK, ,, ,,3.0
10798,4,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,YES,4.0
10798,5,Nurse,FEMALE,25-34,YES,YES,, ,,,,,,,,,
10798,6,Nurse,FEMALE,25-34,YES,YES,, ,,,,,,,,,
10798,7,Nurse,MALE,,YES,NO,NOT HIS/HER SHIFT, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,7.0
10798,8,Nurse,FEMALE,35-44,YES,YES,, ,,,,,,,,,
10798,9,Nurse,FEMALE,,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,9.0
10798,10,Nurse,FEMALE,,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,10.0
10798,11,Nurse,FEMALE,,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,11.0
10798,12,Nurse,FEMALE,,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,12.0
10798,13,Other,FEMALE,,NO,YES,, ,,,,,,,,,
10798,14,Other,FEMALE,35-44,NO,YES,, ,Other,FEMALE,NO,DOING FIELDWORK, ,, ,,14.0
10798,15,Nurse,FEMALE,,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,15.0
10808,1,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
10808,2,Nurse,FEMALE,35-44,NO,YES,, ,,,,,,,,,
10808,3,Doctor,MALE,35-44,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
10808,4,Doctor,MALE,45 or older,YES,NO,OFFICIAL MISSION, ,,,,,,,,,
10808,5,Clinical Officer,MALE,25-34,YES,NO,OFFICIAL MISSION, ,,,,,,,,,
10808,6,Clinical Officer,FEMALE,35-44,YES,NO,OFFICIAL MISSION, ,,,,,,,,,
10808,7,Clinical Officer,MALE,25-34,YES,NO,OFFICIAL MISSION, ,,,,,,,,,
10808,8,Clinical Officer,MALE,35-44,YES,NO,OFFICIAL MISSION, ,,,,,,,,,
10808,9,Clinical Officer,MALE,25-34,YES,NO,OFFICIAL MISSION, ,,,,,,,,,
10808,10,Clinical Officer,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
10808,11,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,11.0
10808,12,Clinical Officer,FEMALE,35-44,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,12.0
10808,13,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10808,14,Nurse,MALE,45 or older,NO,YES,, ,,,,,,,,,
10808,15,Nurse,MALE,25-34,NO,YES,, ,Nurse,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,NO,15.0
10808,16,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
10808,17,Nurse,FEMALE,25-34,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
10808,18,Nurse,FEMALE,Younger than 25,NO,YES,, ,,,,,,,,,
10808,19,Nurse,MALE,25-34,NO,YES,, ,Nurse,MALE,YES,, ,CHECKING SCHEDULE, ,NO,19.0
10808,20,Nurse,MALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
10808,21,Nurse,MALE,45 or older,NO,YES,, ,,,,,,,,,
10808,22,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
10808,23,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10808,24,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,NO,24.0
10808,25,Nurse,FEMALE,Younger than 25,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,25.0
10808,26,Nurse,MALE,25-34,NO,YES,, ,,,,,,,,,
10808,27,Nurse,MALE,25-34,NO,YES,, ,Nurse,MALE,YES,, ,CHECKING SCHEDULE, ,NO,27.0
10808,28,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,28.0
10808,29,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
10808,30,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,30.0
10808,31,Nurse,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
10808,32,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
10808,33,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
10808,34,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
10808,35,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10808,36,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10808,37,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
10808,38,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10808,39,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10808,40,Other,MALE,25-34,NO,YES,, ,,,,,,,,,
10808,41,Other,MALE,35-44,NO,YES,, ,,,,,,,,,
10808,42,Other,FEMALE,25-34,NO,YES,, ,,,,,,,,,
10808,43,Other,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
10808,44,Other,MALE,35-44,NO,YES,, ,,,,,,,,,
10808,45,Other,FEMALE,25-34,NO,YES,, ,,,,,,,,,
10808,46,Other,FEMALE,35-44,NO,YES,, ,Other,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,46.0
10808,47,Other,MALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
10808,48,Other,MALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10808,49,Nurse,FEMALE,Younger than 25,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10808,50,Nurse,FEMALE,Younger than 25,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10820,1,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
10820,2,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,2.0
10877,1,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,YES,1.0
10877,2,Clinical Officer,FEMALE,25-34,YES,NO,SICK/MATERNITY, ,Clinical Officer,FEMALE,YES,, ,COMPLETING FORMS, ,YES,2.0
10877,3,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,YES,3.0
10877,4,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,YES,4.0
10877,5,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,WRITING A PRESCRIPTION, ,YES,5.0
10877,6,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,YES,6.0
10877,7,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,YES,7.0
10877,8,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,YES,8.0
10878,1,Clinical Officer,MALE,35-44,YES,YES,, ,Clinical Officer,MALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,1.0
10878,2,Other,MALE,25-34,NO,YES,, ,Other,MALE,NO,IN TRAINING/SEMINAR, ,, ,,2.0
10878,3,Other,MALE,35-44,NO,YES,, ,,,,,,,,,
10878,4,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,NO,4.0
10878,5,Other,FEMALE,25-34,NO,MISSING,, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,5.0
10878,6,Nurse,FEMALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,6.0
10878,7,Nurse,MALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,7.0
10878,8,Other,MALE,25-34,NO,YES,, ,,,,,,,,,
10878,9,Clinical Officer,FEMALE,45 or older,YES,MISSING,, ,Clinical Officer,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,9.0
10878,10,Nurse,FEMALE,35-44,YES,YES,, ,,,,,,,,,
10878,11,Nurse,FEMALE,45 or older,YES,YES,, ,,,,,,,,,
10878,12,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,12.0
10878,13,Nurse,FEMALE,45 or older,YES,YES,, ,,,,,,,,,
10878,14,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,GETTING MATERIALS OR EQUIPMENT FOR CONSULTATION, ,NO,14.0
10878,15,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,15.0
10878,16,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10887,1,Other,FEMALE,,,,OTHER (SPECIFY),"Interns aded since present in SDI file, but uncertain if present at first visit",,,,,,,,,
10887,2,Other,FEMALE,,,,OTHER (SPECIFY),"Interns aded since present in SDI file, but uncertain if present at first visit",,,,,,,,,
10914,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
10914,2,Other,FEMALE,25-34,YES,YES,, ,Other,FEMALE,YES,, ,REVIEWING OR WRITING IN CART, ,NO,2.0
10916,1,Doctor,MALE,35-44,NO,YES,, ,,,,,,,,,
10916,2,Clinical Officer,FEMALE,35-44,YES,YES,, ,,,,,,,,,
10916,3,Clinical Officer,MALE,35-44,YES,YES,, ,Clinical Officer,MALE,YES,, ,REVIEWING OR WRITING IN CART, ,NO,3.0
10916,4,Doctor,MALE,25-34,NO,YES,, ,,,,,,,,,
10916,5,Doctor,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
10916,6,Other,FEMALE,35-44,NO,YES,, ,Other,FEMALE,NO,NOT APPROVED ABSENCE, ,, ,,6.0
10916,7,Other,MALE,45 or older,NO,YES,, ,Other,MALE,NO,SICK/MATERNITY, ,, ,,7.0
10916,8,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,8.0
10916,9,Clinical Officer,MALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10916,10,Clinical Officer,FEMALE,45 or older,YES,NO,SICK/MATERNITY, ,,,,,,,,,
10916,11,Other,FEMALE,35-44,NO,YES,, ,,,,,,,,,
10916,12,Other,FEMALE,35-44,NO,NO,NOT HIS/HER SHIFT, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,12.0
10916,13,Other,MALE,35-44,NO,NO,APPROVED ABSENCE, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,13.0
10916,14,Other,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
10916,15,Other,MALE,45 or older,NO,YES,, ,Other,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,NO,15.0
10916,16,Other,MALE,45 or older,NO,YES,, ,,,,,,,,,
10916,17,Other,MALE,45 or older,NO,YES,, ,,,,,,,,,
10916,18,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10916,19,Nurse,FEMALE,45 or older,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
10916,20,Nurse,FEMALE,45 or older,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
10916,21,Nurse,FEMALE,35-44,NO,YES,, ,,,,,,,,,
10916,22,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
10916,23,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
10916,24,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,24.0
10916,25,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,YES,, ,LOOKING UP MEDICAL INFORMATION, ,NO,25.0
10916,26,Nurse,FEMALE,35-44,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
10916,27,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,YES,, ,LOOKING UP MEDICAL INFORMATION, ,NO,27.0
10916,28,Nurse,MALE,35-44,NO,YES,, ,,,,,,,,,
10916,29,Nurse,FEMALE,35-44,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10916,30,Nurse,MALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10916,31,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
10916,32,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10916,33,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10916,34,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
10916,35,Nurse,FEMALE,45 or older,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
10916,36,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
10916,37,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
10916,38,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10916,39,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
10916,40,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10916,41,Nurse,MALE,45 or older,NO,YES,, ,,,,,,,,,
10916,42,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10916,43,Nurse,MALE,45 or older,NO,YES,, ,,,,,,,,,
10916,44,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10916,45,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
10916,46,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
10916,47,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
10916,48,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10916,49,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10916,50,Clinical Officer,MALE,45 or older,YES,YES,, ,,,,,,,,,
10927,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
10994,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,1.0
10994,2,Clinical Officer,FEMALE,35-44,YES,NO,APPROVED ABSENCE, ,Clinical Officer,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,2.0
10994,3,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
10994,4,Nurse,FEMALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,4.0
10994,5,Nurse,FEMALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,5.0
10994,6,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10994,7,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
10994,8,Nurse,FEMALE,35-44,YES,YES,, ,,,,,,,,,
10994,9,Nurse,MALE,35-44,NO,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,9.0
10994,10,Nurse,FEMALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,10.0
10994,11,Nurse,FEMALE,25-34,YES,YES,, ,,,,,,,,,
10994,12,Nurse,FEMALE,25-34,YES,NO,SICK/MATERNITY, ,,,,,,,,,
10994,13,Nurse,FEMALE,45 or older,YES,NO,IN TRAINING/SEMINAR, ,,,,,,,,,
10994,14,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,NO,IN TRAINING/SEMINAR, ,, ,,14.0
10994,15,Nurse,MALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,MALE,YES,, ,LOOKING UP MEDICAL INFORMATION, ,NO,15.0
10994,16,Other,FEMALE,,NO,NO,OTHER (SPECIFY),OUTREACH,,,,,,,,,
10994,17,Other,MALE,45 or older,NO,YES,, ,Other,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,NO,17.0
10994,18,Other,MALE,45 or older,NO,YES,, ,,,,,,,,,
10994,19,Other,FEMALE,,NO,YES,, ,,,,,,,,,
10994,20,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,LOOKING UP ALLOWED REFERRALS, ,NO,20.0
10994,21,Other,FEMALE,,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
10994,22,Other,FEMALE,45 or older,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
11004,1,Nurse,MALE,,YES,NO,SICK/MATERNITY, ,Nurse,MALE,NO,SICK/MATERNITY, ,, ,,1.0
11004,2,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,2.0
11004,3,Nurse,FEMALE,,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,3.0
11004,4,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,YES,4.0
11004,5,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,5.0
11004,6,Nurse,FEMALE,,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,6.0
11004,7,Nurse,MALE,,YES,NO,NOT HIS/HER SHIFT, ,Nurse,MALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,7.0
11004,8,Other,FEMALE,,NO,NO,APPROVED ABSENCE, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,8.0
11004,9,Other,FEMALE,,NO,NO,DOING FIELDWORK, ,Other,FEMALE,NO,DOING FIELDWORK, ,, ,,9.0
11130,1,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
11130,2,Nurse,MALE,35-44,YES,NO,IN TRAINING/SEMINAR, ,Nurse,MALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,2.0
11130,3,Other,FEMALE,45 or older,NO,NO,DOING FIELDWORK, ,Other,FEMALE,NO,DOING FIELDWORK, ,, ,,3.0
11130,4,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,4.0
11130,5,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,5.0
11130,6,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,6.0
11130,7,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,7.0
11130,8,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,8.0
11130,9,Nurse,MALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,9.0
11130,10,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,10.0
11173,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
11173,2,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,2.0
11173,3,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,3.0
11173,4,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,WRITING A PRESCRIPTION, ,NO,4.0
11173,5,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,NO,5.0
11173,6,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,6.0
11173,7,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,7.0
11173,8,Nurse,FEMALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
11173,9,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
11173,10,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,10.0
11173,11,Nurse,MALE,45 or older,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
11173,12,Other,MALE,45 or older,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,12.0
11173,13,Other,MALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,13.0
11173,14,Other,MALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
11282,1,Clinical Officer,MALE,25-34,YES,NO,APPROVED ABSENCE, ,Clinical Officer,MALE,NO,APPROVED ABSENCE, ,, ,,1.0
11282,2,Nurse,FEMALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Nurse,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,2.0
