fac_id,q1_agree,q2_refusal_reason,q7_facility_code,q8_urban_rural,q11_enumerator2_code_1st_visit,q15_enumerator2_code_2nd_visit,q16_supervisor_verif,q20_fac_owner,q24_fac_type,q30_deliveries_3months,q31_outpatient_3months,q46_fac_landline_functioning,q47_fac_cellphone_functioning,q48_fac_shortwave_radio_funct,q49_fac_computer_functioning,q50_fac_email_access,q55_adult_scale_functioning,q56_thermometer_available,q56_thermometer_functioning,q57_child_scale_available,q57_child_scale_functioning,q58_stethoscope_available,q58_stethoscope_functioning,q59_infant_scale_available,q59_infant_scale_functioning,q60_sphygmonometer_availabli,q60_sphygmonometer_functionink,q61_autoclave_available,q61_autoclave_functioning,q62_electric_boiler_available,q62_electric_boiler_functioning,q63_electric_dry_available,q63_electric_dry_functioning,q64_non_electric_equip_available,q64_non_electric_equip_function,q66_oxytocin_injectable,q67_misoprostol_cap_tab,q68_sodium_chloride_saline_sol,q69_azithromycin_cap_tab_or_orl,q70_calcium_gluconate_injectabl,q71_cefixime_cap_tab,q72_magnesium_sulfate_injectabl,q73_benzathinebenzylpenicillinq,q74_ampicillin_powder_for_injec,q75_betamethasone_or_dexamethaso,q76_gentamicin_injectable,q77_nifedipine_cap_tab,q78_metronidazole_injectable,q79_medroxyprogesterone_acetate,q80_iron_supplements_cap_tab,q81_folic_acid_supplements_cap,q82_amoxicillin_syrup_susp,q83_oral_rehydration_salts_ors,q84_ampicillin_powder_for_injec,q85_zinc_tablets,q86_ceftriaxone_powder_for_inje,q87_artemisinin_combination_ther,q88_gentamicin_injectable,q89_artusunate_rectal_or_inject,q90_benzylpenicillin,q91_vitamin_a_capsules,q92_fac_store_any_vaccines,q93_fac_working_vac_refrigerator,q94_fac_vac_stored_in_other_fac,q95_measles_vaccine_and_diluent,q96_oral_polio_vaccine,q97_dpt_hib_hepb_pentavalent,q98_bcg_vaccine_and_diluent,q99_pneumococcal_conjugate_vac,q100_disposable_syringes,q101_vaccine_carrier_s,q102_auto_disable_syringes,q103_ice_packs_for_vac_carriert,q104_sharps_container,q105_disposable_gloves,q106_condoms,q3_province,q4_district,q5_county
12876,YES, ,12876,Urban,103,103,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,Over 3000,YES,NO,NO,NO,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,4,18,8
12894,YES, ,12894,Urban,103,103,QUESTIONNAIRE COMPLETED,Private,Health Center,,1001-2000,YES,NO,NO,YES,YES,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),NO,,NO,,NO,,NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,AVAILABLE BUT NOT OBSERVED (NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,NO,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,4,33,8
12905,YES, ,12905,Urban,103,103,INCOMPLETE QUESTIONNAIRE,Private,Hospital,Over 50,Over 3000,NO,YES,YES,YES,YES,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (NOT OBSERVED),NO,,NO,,NO,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AVAILABLE BUT NOT OBSERVED (NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,NO,4,70,8
12912,YES, ,12912,Urban,64,63,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,Over 3000,NO,YES,NO,YES,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,AT LEAST ONE OBSERVED (BUT EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (BUT EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NO,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,4,12,8
12913,YES, ,12913,Urban,53,53,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,Over 3000,NO,YES,NO,NO,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,YES (OBSERVED),YES (NOT OBSERVED),NO,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,4,12,8
12930,YES, ,12930,Urban,53,53,QUESTIONNAIRE COMPLETED,Public,Health Center,Over 50,Over 3000,NO,YES,NO,YES,YES,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),NO,NO,,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,4,17,8
12995,YES, ,12995,Urban,63,63,QUESTIONNAIRE COMPLETED,Private,Hospital,50 or less,0-500,NO,YES,NO,NO,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,YES,YES AND OBSERVED,NO,AVAILABLE BUT NOT OBSERVED (NON-EXPIRED),AVAILABLE BUT NOT OBSERVED (NON-EXPIRED),AVAILABLE BUT NOT OBSERVED (NON-EXPIRED),AVAILABLE BUT NOT OBSERVED (NON-EXPIRED),AVAILABLE BUT NOT OBSERVED (NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,4,9,8
12996,YES, ,12996,Rural,63,63,INCOMPLETE QUESTIONNAIRE,Public,Health Center,50 or less,Over 3000,YES,YES,NO,YES,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,YES (OBSERVED),YES (OBSERVED),NO,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,4,18,8
12997,YES, ,12997,Rural,63,63,QUESTIONNAIRE COMPLETED,Public,Health Center,Over 50,Over 3000,YES,YES,YES,YES,YES,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,4,18,8
13000,YES, ,13000,Urban,53,53,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,Over 3000,YES,YES,NO,YES,YES,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,YES,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,4,18,8
13017,YES, ,13017,Urban,63,63,QUESTIONNAIRE COMPLETED,Private,Health Post,50 or less,2001-3000,NO,YES,NO,YES,YES,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,NO,,NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,4,12,8
13030,YES, ,13030,Urban,103, ,INCOMPLETE QUESTIONNAIRE,Private,Health Center,50 or less,Over 3000,NO,YES,YES,YES,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,YES (OBSERVED),YES (OBSERVED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,4,33,8
13056,YES, ,13056,Urban,54,54,QUESTIONNAIRE COMPLETED,Public,Health Center,Over 50,Over 3000,YES,NO,YES,YES,YES,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,4,36,8
