fac_id,id11,id1,id2,id3,id4,id6a,m1sa1q1,m1sa1q2,m0s0q0,m1sbq4,m1sbq8,m1sbq13,m1sbq24,m1sbq25,m1sbq26,m1sbq27,m1sbq28,m1sbq29,m1sbq30,m1sbq34a,m1scq17_a,m1scq17_b,m1scq17_c,m1scq17_d,m1scq17_e,m1scq17_f,m1scq17_g,m1scq17_h,m1scq17_i,m1scq17_j,m1scq17_j_autre,m1scq17_k,m1scq17_l,m1scq17_m,m1scq17_n,m1scq18,m1scq20_a,m1scq20_b,m1scq20_c,m1scq20_d,m1scq20_e,m1scq20_f,m1scq20_g,m1scq20_h,m1scq20_i,m1scq20_j,m1scq20_j_autre,m1scq20_k,m1scq20_l,m1scq20_m,m1scq20_n,m1scq21,m1scq22,m1scq23,m1scq24,m1scq25,m1scq26_a,m1scq26_f,m1scq27_a,m1scq27_f,m1scq28_a,m1scq28_f,m1scq29_a,m1scq29_f,m1scq30_a,m1scq30_f,m1scq31_a,m1scq31_f,m1scq32_a,m1scq32_f,m1scq33_a,m1scq33_f,m1sdq1a,m1sdq1b1,m1sdq2a,m1sdq2b1,m1sdq3a,m1sdq3b1,m1sdq4a,m1sdq4b1,m1sdq5a,m1sdq5b1,m1sdq6a,m1sdq6b1,m1sdq7a,m1sdq7b1,m1sdq8a,m1sdq8b1,m1sdq9a,m1sdq9b1,m1sdq10a,m1sdq10b1,m1sdq11a,m1sdq11b1,m1sdq12a,m1sdq12b1,m1sdq13a,m1sdq13b1,m1seqa_1,m1seqb_1,m1seqa_2,m1seqb_2,m1seqa_3,m1seqb_3,m1seqa_4,m1seqb_4,m1seqa_5,m1seqb_5,m1seqa_6,m1seqb_6,m1seqa_7,m1seqb_7,m1seqa_8,m1seqb_8,m1seqa_9,m1seqb_9,m1seqa_10,m1seqb_10,m1seqa_11,m1seqb_11,m1seqa_12,m1seqb_12,m1seqa_13,m1seqb_13,m1seqa_14,m1seqb_14,m1seqa_15,m1seqb_15,m1seqa_16,m1seqb_16,m1seqa_17,m1seqb_17,m1seqa_18,m1seqb_18,m1seqa_19,m1seqb_19,m1seqa_20,m1seqb_20,m1seqa_21,m1seqb_21,m1seqa_22,m1seqb_22,m1seqa_23,m1seqb_23,m1seqa_24,m1seqb_24,m1seqa_25,m1seqb_25,m1seqa_26,m1seqb_26,m1seqa_27,m1seqb_27,m1seqa_28,m1seqb_28,m1seqa_29,m1seqb_29,m1seqa_30,m1seqb_30,m1seqa_31,m1seqb_31,m1seqa_32,m1seqb_32,m1seqa_33,m1seqb_33,m1seqa_34,m1seqb_34,m1seqa_35,m1seqb_35,m1seqa_36,m1seqb_36,m1seqa_37,m1seqb_37,m1seqa_38,m1seqb_38,m1seqa_39,m1seqb_39,m1seqa_40,m1seqb_40,m1seqa_41,m1seqb_41,m1seqa_42,m1seqb_42,m1seqa_43,m1seqb_43,m1seqa_44,m1seqb_44,m1seqa_45,m1seqb_45,m1seqa_46,m1seqb_46,m1seqa_47,m1seqb_47,m1seqa_48,m1seqb_48,m1seqa_49,m1seqb_49,m1seq49a,m1seq49b,m1seq50,m1seq5b,m1seq51a,m1seq5c,m1seq52a,m1seq52b,m1seq52c,m1seq53,m1seq53a,m1seq53b,m1seq53c,m1seq5e,m1seq55,m1seq57,m1seq58,m1seq59,m1seq60,m1seq60_autre,m1seq61,m1seq62,m1seq63,m1seq64,m1seq65,m1seq66,m1seq67,m1seq68,m1seq69,m1seq70,m1seq71,m1seq72,m1seq73,m1seq74
110,110,11,106,106010,106010110,92,oui,,questionnaire complet,Private,Health Center,0-500,,,,,,,,,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,dechets visibles mais  zone protegee,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,dechets visibles mais  zone protegee,non,oui,non,,non,,non,,non,,non,,oui (observe),oui (observe),non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,non,,oui (observe),oui (observe),,,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,5,,5,,oui,budget de la province,oui,budget de l'etat,oui,budget de l'etat,5,,5,,5,,5,,5,,5,,4,,oui,budget de la province,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,5,,oui,budget de l'etat,4,,oui,budget de l'etat,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,4,,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,assez propres et entretenues,,,,,,,,,,,,,,,,,,,,
111,111,11,106,106011,106011111,90,oui,,questionnaire complet,Public,Health Center,0-500,oui,oui,non,oui,oui,non,non,50 or less,non,non,non,non,non,non,non,non,non,oui,ARIANA ANY @ WC,non,non,non,non,pas de dechets visibles,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,dechets visibles mais  zone protegee,oui ? directives observees,non,non,,non,,non,,non,,non,,non,,non,,non,,oui (observe),oui (observe),non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,non,,non,,non,,non,,non,,non,,,,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,oui,budget de l'etat,5,,5,,5,,5,,4,,5,,4,,5,,5,,5,,5,,5,,4,,5,,5,,5,,5,,4.0,,5,,5,,5,,5,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,4,,5,,6,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,non fonctionnel,,,,,oui (observe),oui (observe),5.0,oui (observe),oui (observe),oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
112,112,11,106,106012,106012112,108,oui,,questionnaire complet,Public,Health Center,501-1000,oui,oui,oui,oui,oui,non,non,50 or less,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,dechets visibles mais  zone protegee,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,"dechets visibles, non proteges",oui ? directives observees,non,non,,non,,non,,non,,oui (observe),oui (observe),oui (non observe),oui (non observe),non,,non,,oui (observe),non,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,oui (observe),oui (observe),,,oui,budget de l'etat,5,,4,,6,,5,,oui,budget de l'etat,5,,5,,5,,5,,5,,5,,oui,budget de l'etat,5,,5,,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,5,,5,,5,,oui,budget de l'etat,4,,5,,5,,5,,oui,budget de l'etat,5,,5,,oui,budget de l'etat,oui,budget de l'etat,5,,5,,oui,budget de l'etat,5,,5,,5,,4,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,4,,oui,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,37.2,pas de dechets visibles,reseau electrique (jirama),,oui (observe),oui (observe),5.0,oui (observe),oui (observe),oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
113,113,11,106,106013,106013113,92,oui,,questionnaire complet,Public,Health Center,501-1000,oui,oui,oui,oui,non,non,non,50 or less,non,non,non,non,non,non,non,non,non,oui,AO ANATY BARIKA NO DORANA,non,non,non,non,"dechets visibles, non proteges",non,non,non,non,non,non,non,non,non,oui,AO ANATY BARIKA NO DORANA,non,non,non,non,,,"dechets visibles, non proteges",non,non,non,,non,,non,,non,,oui (observe),oui (observe),non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,non,,non,,oui (observe),non,non,,non,,non,,,,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,oui,budget de l'etat,5,,5,,5,,5,,5,,5,,oui,budget de l'etat,5,,5,,5,,5,,5,,oui,budget de l'etat,4,,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,4,,5,,5,,oui,budget de la province,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,43.9,pas de dechets visibles,reseau electrique (jirama),,oui (observe),oui (observe),5.0,oui (observe),oui (observe),oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
114,114,11,106,106013,106013114,93,oui,,questionnaire complet,Public,Health Post,0-500,oui,oui,oui,oui,oui,non,non,50 or less,non,non,non,non,non,oui,non,non,non,non,,non,non,non,non,pas de dechets visibles,non,non,non,non,non,oui,non,non,non,non,,non,non,non,non,,,pas de dechets visibles,oui ? directives observees,non,non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),non,,oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,non,,non,,non,,non,,,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de la province,5,,4,,5,,5,,5,,6,,4,,5,,oui,budget de l'etat,6,,6,,6,,6,,6,,oui,budget de l'etat,4,,5,,4,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de la province,6,,5,,5,,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,oui,budget de la province,6,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,4,,5,,oui,budget de l'etat,oui,budget de l'etat,non,,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,40.6,"dechets visibles, non proteges",essence/petrole/fuel,,4.0,oui (observe),5.0,oui (observe),5.0,oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
115,115,13,113,113001,113001115,92,oui,,questionnaire complet,Private,Health Center,501-1000,,,,,,,,,non,non,non,non,non,non,non,non,non,oui,ALEVINA AO ANATY TANY,non,non,non,non,pas de dechets visibles,non,non,non,oui,non,non,non,non,non,non,,non,non,non,non,,,pas de dechets visibles,non,non,non,,oui (observe),oui (observe),non,,non,,non,,non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,non,,non,,oui (observe),oui (observe),,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,5,,4,,5,,5,,oui,budget de l'etat,5,,4,,oui,budget de l'etat,oui,budget de l'etat,5,,5,,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,5.0,,oui,budget de l'etat,oui,budget de la province,5,,4,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de la province,oui,budget de l'etat,oui,budget de l'etat,5,,4,,oui,budget de l'etat,5,,5,,oui,budget de l'etat,non,,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,36.0,pas de dechets visibles,panneau solaire,,oui (observe),5.0,5.0,oui (observe),oui (observe),oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
116,116,13,113,113001,113001116,93,oui,,questionnaire complet,Private,Hospital,0-500,oui,oui,oui,oui,oui,oui,oui,50 or less,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,pas de dechets visibles,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,pas de dechets visibles,oui ? directives observees,non,non,,oui (non observe),oui (non observe),non,,oui (observe),oui (observe),oui (observe),oui (observe),non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,oui (observe),oui (observe),non,,,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de la province,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,5,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de la province,oui,budget de l'etat,oui,budget de l'etat,non,,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,assez propres et entretenues,,,,,,,,,,,,,,,,,,,,
117,117,13,113,113002,113002117,93,oui,,questionnaire complet,Public,Health Center,0-500,oui,oui,oui,oui,oui,non,non,50 or less,non,non,non,non,non,oui,non,non,non,non,,non,non,non,non,"dechets visibles, non proteges",non,non,non,non,non,oui,non,non,non,non,,non,non,non,non,,,"dechets visibles, non proteges",oui ? directives observees,non,non,,non,,non,,oui (observe),oui (observe),non,,non,,oui (observe),non,non,,oui (observe),oui (observe),non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,oui (observe),non,non,,non,,non,,non,,,,4,,5,,4,,oui,budget de la province,5,,oui,budget de l'etat,5,,5,,5,,6,,4,,5,,oui,budget de l'etat,5,,5,,5,,5,,5,,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,5,,oui,budget de l'etat,4,,4,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,4,,6,,4,,4,,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,4,,5,,oui,budget de l'etat,4,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,tres propres et bien entretenues,assez propres et entretenues,,,,,,,,,,,,,,,,,,,tres propres et bien entretenues
118,118,13,113,113003,113003118,93,oui,,questionnaire complet,Public,Health Center,501-1000,oui,oui,oui,oui,oui,oui,oui,Over 50,non,non,non,non,non,oui,non,non,non,non,,non,non,non,non,pas de dechets visibles,non,non,non,non,non,oui,non,non,non,non,,non,non,non,non,,,pas de dechets visibles,oui ? directives observees,non,non,,non,,non,,oui (observe),oui (observe),non,,non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,oui (observe),oui (observe),,,oui,budget de l'etat,5,,4,,oui,budget de la province,5,,5,,5,,5,,5,,6,,oui,budget de la province,5,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,3,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,4,,3,budget de l'etat,5,,5,,4,,oui,budget de l'etat,5,,3,budget de l'etat,3,budget de l'etat,5,,oui,budget de l'etat,5,,5,,oui,budget de la province,6,,oui,budget de l'etat,oui,budget de la province,oui,budget de l'etat,oui,budget de l'etat,4,,5,,oui,budget de l'etat,oui,budget de la province,4,,4,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,45.3,pas de dechets visibles,reseau electrique (jirama),,oui (observe),oui (observe),5.0,oui (observe),5.0,oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
119,119,13,113,113004,113004119,92,oui,,questionnaire complet,Public,Health Center,501-1000,oui,oui,oui,oui,oui,non,non,50 or less,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,dechets visibles mais  zone protegee,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,dechets visibles mais  zone protegee,oui ? directives observees,non,non,,non,,non,,non,,non,,non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,non,,non,,oui (observe),oui (observe),,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de la province,5,,5,,5,,5,,5,,5,,oui,budget de la province,5,,oui,budget de l'etat,5,,5,,5,,5,,5,,oui,budget de l'etat,5,,oui,budget de la province,5,,5,,oui,budget de l'etat,5,,oui,budget de la province,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,5,,oui,budget de la province,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,42.0,pas de dechets visibles,essence/petrole/fuel,,oui (observe),4.0,5.0,oui (observe),oui (observe),oui (observe),5.0,5.0,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
120,120,13,113,113005,113005120,92,oui,,questionnaire complet,Public,Health Post,0-500,,,,,,,,,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,"dechets visibles, non proteges",non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,"dechets visibles, non proteges",non,non,non,,non,,non,,non,,non,,non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,non,,non,,non,,,,oui,budget de l'etat,5,,4,,4,,5,,5,,5,,5,,5,,5,,5,,4,,4,,5,,4,,4,,4,,4,,oui,budget de l'etat,5,,5,,4,,5,,oui,budget de l'etat,4,,4,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,5,,4,,5,,5,,4,,5,,oui,budget de l'etat,4,,oui,budget de l'etat,oui,budget de l'etat,5,,4,,4,,4,,oui,budget de l'etat,5,,non,,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,44.4,pas de dechets visibles,essence/petrole/fuel,,oui (observe),oui (observe),5.0,oui (observe),oui (observe),oui (observe),5.0,oui (observe),pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
121,121,13,113,113006,113006121,93,oui,,questionnaire complet,Public,Health Center,0-500,oui,oui,oui,oui,oui,non,non,50 or less,non,non,non,non,non,oui,non,non,non,non,,non,non,non,non,pas de dechets visibles,non,non,non,non,non,oui,non,non,non,non,,non,non,non,non,,,pas de dechets visibles,oui ? directives observees,non,non,,non,,non,,oui (observe),oui (observe),non,,non,,non,,non,,oui (observe),oui (observe),non,,oui (observe),non,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,non,,non,,non,,non,,non,,oui (observe),oui (observe),,,oui,budget de l'etat,5,,oui,budget de l'etat,4,,5,,4,,5,,5,,5,,6,,4,,4,,oui,budget de la province,5,,5,,5,,5,,5,,oui,budget de l'etat,4,,5,,4,,5,,oui,budget de la province,4,,oui,budget de la province,5,,5,,oui,budget de l'etat,4,,5,,oui,budget de l'etat,oui,budget de l'etat,5,,4,,5,,5,,oui,budget de la province,6,,oui,budget de la province,oui,budget de la province,oui,budget de l'etat,4,,4,,oui,budget de l'etat,4,,4,,4,,4,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,36.9,pas de dechets visibles,essence/petrole/fuel,,4.0,oui (observe),5.0,oui (observe),5.0,oui (observe),5.0,4.0,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
122,122,13,113,113007,113007122,92,oui,,questionnaire complet,Public,Health Center,501-1000,,,,,,,,,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,pas de dechets visibles,non,oui,non,non,non,non,non,non,non,non,,non,non,non,non,,,pas de dechets visibles,oui ? directives observees,non,non,,non,,non,,non,,non,,non,,non,,non,,oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),oui (observe),non,,non,,non,,non,,non,,oui (observe),oui (observe),,,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de la province,5,,oui,budget de l'etat,5,,5,,5,,5,,oui,budget de la province,5,,oui,budget de l'etat,5,,5,,5,,5,,5,,5,,4,,5,,5,,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de la province,5,,5,,oui,budget de l'etat,oui,budget de l'etat,5,,5,,5,,5,,oui,budget de l'etat,5,,5,,oui,budget de la province,5,,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,oui,budget de l'etat,5,,oui,budget de l'etat,5,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,tres propres et bien entretenues,tres propres et bien entretenues,oui et observe,43.0,pas de dechets visibles,reseau electrique (jirama),,oui (observe),oui (observe),oui (non observe),oui (observe),oui (observe),oui (observe),5.0,5.0,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,pas de dechets visibles,
123,123,13,113,113007,113007123,92,oui,,questionnaire complet,Private,Health Center,0-500,,,,,,,,,oui,non,non,non,non,non,non,non,non,non,,non,non,non,non,dechets visibles mais  zone protegee,oui,non,non,non,non,non,non,non,non,non,,non,non,non,non,,,dechets visibles mais  zone protegee,oui ? directives observees,oui,non,,oui (observe),oui (observe),non,,non,,non,,non,,non,,non,,non,,oui (observe),oui (observe),non,,oui (observe),oui (observe),non,,oui (observe),oui (observe),non,,non,,non,,non,,non,,non,,,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5.0,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,oui (dans l'etablissement),aucune/ brousse,aucune/ brousse,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,toilettes non fonctionnelles,aucune/ brousse,toilettes non fonctionnelles,toilettes non fonctionnelles,assez propres et entretenues,,,,,,,,,,,,,,,,,,,,
