fac_id,staff_id,m2sfq1,m2sfq3,m2sfq4,m2sfq7,m2sfq8,m2sfq9,m2sfq10,m2sfq11,m2sfq12,m2sfq13,m2sfq14,m2sfq14aut,m2sfq15,m2sfq16,m2sgq1,m2sgq3,m2sgq5,m2sgq6,m2sgq7,m2sgq8,m2sgq8aut,m2sgq9,m2sgq10
20,7,11-50,5 or less,7,Other,Secondary,None,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),,Oui,Non,7.0,7.0,Other,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
20,8,11-50,5 or less,8,Other,Primary,None,Femme,45 or older,Oui,Oui,,,Oui,Oui,8.0,8.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
20,9,11-50,5 or less,9,Other,Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,9.0,9.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
21,1,5 or less,5 or less,1,Other,Primary,None,Femme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Other,Femme,Non,Autres (à préciser),,,
22,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Autres (à préciser),NE SAIT PAS,,
22,2,5 or less,5 or less,2,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Mission officielle,,Oui,Non,2.0,2.0,Doctor,Homme,Non,Mission officielle,,,
22,3,5 or less,5 or less,3,Other,Secondary,Diploma,Homme,25-34,Non,Non,Mission officielle,,Oui,Non,3.0,3.0,Other,Homme,Non,Mission officielle,,,
23,1,11-50,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Non,Organisation interne en journée continue,,,
23,2,11-50,5 or less,2,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
23,3,11-50,5 or less,3,Nurse,Secondary,Diploma,Homme,25-34,Oui,Non,Formation/séminaire/réunion,,Oui,Non,3.0,3.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
23,4,11-50,5 or less,4,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Nurse,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
23,5,11-50,5 or less,5,Other,Secondary,Diploma,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,5.0,5.0,Other,Femme,Non,Absence non autorisée,,,
23,6,11-50,5 or less,6,Other,Primary,None,Femme,25-34,Oui,Non,Maladie/maternité,,Oui,Non,6.0,6.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
23,7,11-50,5 or less,7,Other,Secondary,None,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,7.0,7.0,Other,Femme,Oui,,,Cherche des informations/formation,Non
23,8,11-50,5 or less,8,Nurse,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,8.0,8.0,Nurse,Femme,Non,Absence non autorisée,,,
23,9,11-50,5 or less,9,Nurse,Primary,None,Femme,25-34,Non,Non,Maladie/maternité,,Oui,Non,9.0,9.0,Nurse,Femme,Non,Absence autorisée (permission/congé),,,
23,10,11-50,5 or less,10,Other,Post-Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,10.0,10.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
24,1,6-10,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Oui,,,Consultation/visite de malade,Non
24,2,6-10,5 or less,2,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
24,3,6-10,5 or less,3,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
24,4,6-10,5 or less,4,Other,Post-Secondary,Advanced,Homme,45 or older,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
24,5,6-10,5 or less,5,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,5.0,5.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
24,6,6-10,5 or less,6,Other,Primary,None,Femme,25-34,Non,Oui,,,Oui,Non,6.0,6.0,Other,Femme,Oui,,,Autres,Non
25,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Autres (à préciser),,,
25,2,5 or less,5 or less,2,Other,Secondary,None,Femme,Younger than 25,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Non,Autres (à préciser),,,
25,3,5 or less,5 or less,3,Other,Secondary,None,Femme,45 or older,Non,Oui,,,Oui,Non,3.0,3.0,Other,Femme,Non,Autres (à préciser),,,
26,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Mission officielle,,,
26,2,5 or less,5 or less,2,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
26,3,5 or less,5 or less,3,Other,Secondary,None,Homme,45 or older,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Autres,Non
27,1,6-10,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Formation/séminaire/réunion,,,
27,2,6-10,5 or less,2,Other,Secondary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
27,3,6-10,5 or less,3,Other,Secondary,None,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,3.0,3.0,Other,Femme,Non,Absence non autorisée,,,
27,4,6-10,5 or less,4,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,4.0,4.0,Other,Femme,Oui,,,Autres,Non
27,5,6-10,5 or less,5,Other,Secondary,None,Femme,45 or older,Non,Oui,,,Oui,Non,5.0,5.0,Other,Femme,Non,Absence non autorisée,,,
28,1,5 or less,5 or less,1,Doctor,Post-Secondary,,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Doctor,Homme,Non,Autres (à préciser),,,
28,2,5 or less,5 or less,2,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Oui,Non,2.0,2.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
29,1,11-50,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,Mission officielle,,Oui,Non,1.0,1.0,Clinical Officer,Homme,Non,Organisation interne en journée continue,,,
29,2,11-50,5 or less,2,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Clinical Officer,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
29,3,11-50,5 or less,3,Clinical Officer,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
29,4,11-50,5 or less,4,Nurse,Post-Secondary,Advanced,Homme,25-34,Non,Non,Formation/séminaire/réunion,,Oui,Non,3.0,4.0,Nurse,Homme,Non,Mission officielle,,,
29,5,11-50,5 or less,5,Nurse,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Oui,Non,4.0,5.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
29,6,11-50,5 or less,6,Nurse,Post-Secondary,Advanced,Femme,Younger than 25,Oui,Non,Maladie/maternité,,Oui,Non,5.0,6.0,Nurse,Femme,Non,Maladie/maternité,,,
29,7,11-50,5 or less,7,Nurse,Post-Secondary,Advanced,Femme,Younger than 25,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,6.0,7.0,Nurse,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
29,8,11-50,5 or less,8,Other,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,
29,9,11-50,5 or less,9,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
29,10,11-50,5 or less,10,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,7.0,10.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
29,11,11-50,5 or less,11,Other,Secondary,None,Femme,35-44,Non,Non,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,
29,12,11-50,5 or less,12,Other,Secondary,None,Femme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
29,13,11-50,5 or less,13,Other,Primary,None,Femme,45 or older,Non,Oui,,,Oui,Non,8.0,13.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
29,14,11-50,5 or less,14,Other,Post-Secondary,,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
29,15,11-50,5 or less,15,Other,Primary,Certificate,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
29,16,11-50,5 or less,16,Other,Secondary,None,Homme,35-44,Non,Oui,,,Oui,Non,9.0,16.0,Other,Homme,Non,Organisation interne en journée continue,,,
29,17,11-50,5 or less,17,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,10.0,17.0,Other,Femme,Oui,Organisation interne en journée continue,,Laboratoires/examens/radios,Non
30,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
30,2,5 or less,5 or less,2,Other,Primary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
31,1,5 or less,5 or less,1,Nurse,Post-Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
31,2,5 or less,5 or less,2,Other,Primary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Oui
31,3,5 or less,5 or less,3,Other,Secondary,None,Femme,35-44,Non,Oui,,,Oui,Non,3.0,3.0,Other,Femme,Oui,,,Autres,Oui
32,1,6-10,5 or less,1,Nurse,Post-Secondary,Advanced,Femme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Femme,Non,Absence autorisée (permission/congé),,,
32,2,6-10,5 or less,2,Nurse,Post-Secondary,Advanced,Femme,45 or older,Oui,Non,Absence autorisée (permission/congé),,Oui,,2.0,2.0,Nurse,Femme,Non,Absence autorisée (permission/congé),,,
32,3,6-10,5 or less,3,Nurse,Post-Secondary,Advanced,Femme,45 or older,Oui,Non,Absence autorisée (permission/congé),,Oui,,3.0,3.0,Nurse,Femme,Non,Absence autorisée (permission/congé),,,
32,4,6-10,5 or less,4,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,,Oui,Non,4.0,4.0,Nurse,Femme,Non,Absence autorisée (permission/congé),,,
32,5,6-10,5 or less,5,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,,Oui,Non,5.0,5.0,Nurse,Femme,Non,Absence autorisée (permission/congé),,,
32,6,6-10,5 or less,6,Nurse,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,6.0,6.0,Nurse,Femme,Non,Absence autorisée (permission/congé),,,
32,7,6-10,5 or less,7,Other,Primary,None,Femme,25-34,Non,Oui,,,Oui,Non,7.0,7.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
32,8,6-10,5 or less,8,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,8.0,8.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
32,9,6-10,5 or less,9,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,9.0,9.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
33,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Mission officielle,,,
33,2,5 or less,5 or less,2,Other,Primary,None,Femme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
33,3,5 or less,5 or less,3,Other,Primary,None,Homme,45 or older,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Consultation/visite de malade,Non
34,1,6-10,5 or less,1,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Non,Mission officielle,,Oui,,1.0,1.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
34,2,6-10,5 or less,2,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Non,Absence autorisée (permission/congé),,Oui,,2.0,2.0,Clinical Officer,Homme,Non,Absence autorisée (permission/congé),,,
34,3,6-10,5 or less,3,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
34,4,6-10,5 or less,4,Other,Primary,None,Femme,45 or older,Non,Oui,,,Oui,Non,4.0,4.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
34,5,6-10,5 or less,5,Other,Primary,None,Homme,45 or older,Non,Oui,,,Oui,Non,5.0,5.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
34,6,6-10,5 or less,6,Other,Post-Secondary,,Homme,25-34,Non,Oui,,,Oui,Non,6.0,6.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
34,7,6-10,5 or less,7,Other,Primary,None,Femme,45 or older,Non,Oui,,,Oui,Non,7.0,7.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
35,1,5 or less,5 or less,1,Nurse,Primary,Certificate,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
35,2,5 or less,5 or less,2,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Non,Formation/séminaire/réunion,,,
35,3,5 or less,5 or less,3,Other,Primary,Certificate,Femme,45 or older,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
35,4,5 or less,5 or less,4,Other,Primary,Certificate,Homme,45 or older,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Consultation/visite de malade,Non
35,5,5 or less,5 or less,5,Other,Secondary,None,Femme,Younger than 25,Non,Oui,,,Oui,Non,5.0,5.0,Other,Femme,Oui,,,Autres,Non
36,1,11-50,Over 5,1,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,Mission officielle,,Oui,,1.0,1.0,Doctor,Homme,Oui,,,Laboratoires/examens/radios,Non
36,2,11-50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Clinical Officer,Homme,Non,Mission officielle,,,
36,3,11-50,Over 5,3,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,,3.0,3.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
36,4,11-50,Over 5,4,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,,Oui,Oui,4.0,4.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
36,5,11-50,Over 5,5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,,Oui,Oui,5.0,5.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
36,6,11-50,Over 5,6,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Oui,Non,6.0,6.0,Other,Homme,Non,Mission officielle,,,
36,7,11-50,Over 5,7,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Non,,,,,,,,,,
36,8,11-50,Over 5,8,Nurse,Primary,Certificate,Homme,35-44,Oui,Non,Absence autorisée (permission/congé),,Non,,,,,,,,,,
36,9,11-50,Over 5,9,Other,Primary,Certificate,Homme,35-44,Oui,Oui,,,Oui,Oui,7.0,9.0,Other,Homme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
36,10,11-50,Over 5,10,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Oui,Non,8.0,10.0,Other,Homme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
36,11,11-50,Over 5,11,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
36,12,11-50,Over 5,12,Other,Secondary,None,Femme,35-44,Non,Oui,,,Oui,Non,9.0,12.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
36,13,11-50,Over 5,13,Other,Secondary,None,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
36,14,11-50,Over 5,14,Other,Secondary,None,Homme,35-44,Non,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,,10.0,14.0,Other,Homme,Non,Mission officielle,,,
37,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
37,2,5 or less,5 or less,2,Other,Primary,Certificate,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
37,3,5 or less,5 or less,3,Other,Primary,Certificate,Femme,25-34,Non,Oui,,,Oui,Non,3.0,3.0,Other,Femme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
38,1,Over 50,Over 5,1,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Mission officielle,,Non,,,,,,,,,,
38,2,Over 50,Over 5,2,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Absence non autorisée,,Oui,,1.0,2.0,Doctor,Homme,Non,Absence autorisée (permission/congé),,,
38,3,Over 50,Over 5,3,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Mission officielle,,Oui,,2.0,3.0,Clinical Officer,Homme,Non,Formation/séminaire/réunion,,,
38,4,Over 50,Over 5,4,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Non,Mission officielle,,Oui,,3.0,4.0,Clinical Officer,Homme,Non,Formation/séminaire/réunion,,,
38,5,Over 50,Over 5,5,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Non,Mission officielle,,Oui,,4.0,5.0,Nurse,Femme,Non,Formation/séminaire/réunion,,,
38,6,Over 50,Over 5,6,Other,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,
38,7,Over 50,Over 5,7,Other,Primary,Certificate,Femme,35-44,Oui,Non,Mission officielle,,Non,,,,,,,,,,
38,8,Over 50,Over 5,8,Other,Primary,Certificate,Femme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,
38,9,Over 50,Over 5,9,Other,Primary,Certificate,Femme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,
38,10,Over 50,Over 5,10,Other,Primary,Certificate,Femme,45 or older,Oui,Non,Maladie/maternité,,Oui,,5.0,10.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
38,11,Over 50,Over 5,11,Other,Primary,Certificate,Femme,45 or older,Oui,Oui,,,Oui,Oui,6.0,11.0,Other,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
38,12,Over 50,Over 5,12,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,
38,13,Over 50,Over 5,13,Nurse,Post-Secondary,Advanced,Femme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,
38,14,Over 50,Over 5,14,Nurse,Secondary,Diploma,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
38,15,Over 50,Over 5,15,Nurse,Secondary,Diploma,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
38,16,Over 50,Over 5,16,Other,Primary,Certificate,Femme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
38,17,Over 50,Over 5,17,Other,Primary,Certificate,Homme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
38,18,Over 50,Over 5,18,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Oui,Non,7.0,18.0,Other,Homme,Oui,,,Consultation/visite de malade,Non
38,19,Over 50,Over 5,19,Other,Primary,Certificate,Homme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
38,20,Over 50,Over 5,20,Other,Secondary,Diploma,Homme,35-44,Non,Oui,,,Oui,Non,8.0,20.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
38,21,Over 50,Over 5,21,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Oui,Non,9.0,21.0,Other,Homme,Non,Mission officielle,,,
38,22,Over 50,Over 5,22,Other,Secondary,Diploma,Homme,35-44,Non,Oui,,,Oui,Non,10.0,22.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
38,23,Over 50,Over 5,23,Other,Post-Secondary,Diploma,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
38,24,Over 50,Over 5,24,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
38,25,Over 50,Over 5,25,Other,Secondary,Diploma,Femme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
39,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Absence non autorisée,,,
39,2,5 or less,5 or less,2,Other,Primary,Certificate,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Non,Absence non autorisée,,,
39,3,5 or less,5 or less,3,Other,Primary,None,Femme,25-34,Non,Oui,,,Oui,Non,3.0,3.0,Other,Femme,Non,Absence non autorisée,,,
40,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Mission officielle,,,
40,2,5 or less,5 or less,2,Other,Primary,None,Femme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
40,3,5 or less,5 or less,3,Other,Primary,None,Femme,Younger than 25,Non,Oui,,,Oui,Non,3.0,3.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
40,4,5 or less,5 or less,4,Other,Primary,None,Homme,25-34,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
41,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
41,2,5 or less,5 or less,2,Other,Primary,None,Femme,25-34,Oui,Non,Mission officielle,,Oui,,2.0,2.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
41,3,5 or less,5 or less,3,Other,Primary,None,Femme,45 or older,Non,Non,Organisation interne en journée continue,,Oui,,3.0,3.0,Other,Femme,Non,Absence non autorisée,,,
42,1,11-50,Over 5,1,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Formation/séminaire/réunion,,Oui,Non,1.0,1.0,Doctor,Homme,Non,Mission officielle,,,
42,2,11-50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Clinical Officer,Homme,Non,Mission officielle,,,
42,3,11-50,Over 5,3,Nurse,Secondary,Diploma,Homme,35-44,Non,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,3.0,3.0,Nurse,Homme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
42,4,11-50,Over 5,4,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
42,5,11-50,Over 5,5,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,"Repos de garde (pré-garde, sortie de garde)",,Non,Oui,,,,,,,,,
42,6,11-50,Over 5,6,Clinical Officer,Post-Secondary,Advanced,Homme,Younger than 25,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,
42,7,11-50,Over 5,7,Nurse,Secondary,Diploma,Homme,45 or older,Non,Non,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,
42,8,11-50,Over 5,8,Nurse,Secondary,Diploma,Homme,45 or older,Non,Non,Absence autorisée (permission/congé),,Non,Non,,,,,,,,,
42,9,11-50,Over 5,9,Nurse,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
42,10,11-50,Over 5,10,Nurse,Secondary,Diploma,Homme,35-44,Non,Oui,,,Oui,Non,4.0,10.0,Nurse,Homme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
42,11,11-50,Over 5,11,Other,Secondary,None,Femme,25-34,Non,Non,Maladie/maternité,,Non,Non,,,,,,,,,
42,12,11-50,Over 5,12,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,,Oui,Oui,5.0,12.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
42,13,11-50,Over 5,13,Nurse,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,
42,14,11-50,Over 5,14,Other,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,
42,15,11-50,Over 5,15,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
42,16,11-50,Over 5,16,Other,Secondary,None,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,6.0,16.0,Other,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
42,17,11-50,Over 5,17,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
42,18,11-50,Over 5,18,Other,Post-Secondary,Advanced,Femme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
42,19,11-50,Over 5,19,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
42,20,11-50,Over 5,20,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Oui,Non,7.0,20.0,Other,Homme,Non,Absence autorisée (permission/congé),,,
42,21,11-50,Over 5,21,Nurse,Secondary,Diploma,Homme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
42,22,11-50,Over 5,22,Other,Secondary,Diploma,Femme,45 or older,Non,Oui,,,Oui,Non,8.0,22.0,Other,Femme,Oui,,,Laboratoires/examens/radios,Non
42,23,11-50,Over 5,23,Other,Secondary,Diploma,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
42,24,11-50,Over 5,24,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
42,25,11-50,Over 5,25,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Oui,Non,9.0,25.0,Other,Homme,Non,Organisation interne en journée continue,,,
43,1,5 or less,5 or less,1,Other,Post-Secondary,None,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Oui
