fac_id,staff_id,mod1_id,m1s0q4_2,m1s2q4,m1s2q5,m1s2q6,m1s2q7,m1s2q9,m1s2q10,m1s2q10_a,m1s2q1,strate,weight_m1p,mod2_id,m2s0q1_2,m2s0q2_2,m2s0q3_2,m2s0q4_2,m2s0q7_1,m2s0q7_2,m2s0q7_3,m2s0q7_5,m2s0q7_6,m2s0q7_7,m2s0q10,m2s1q2,m2s1q3,m2s1q4,m2s1q5,m2s1q6,m2s1q7,m2s1q13,m2s1q14,m2s1q15,m2s1q16,m2s1q17,weight_m2,mod3_id,m3s0q1_2,m3s0q2_2,m3s0q3_2,m3s0q4_2,m3s0q7_1,m3s0q7_2,m3s0q7_3,m3s0q7_5,m3s0q7_6,m3s0q7_7,m3s0q8_h,m3s0q8_mn,m3s0q9_h,m3s0q9_mn,m3s1q2,m3s1q3,m3s1q3_a,weight_m3
26,0,74,143,Other,Femme,25-34,Oui,Oui,,,5 or less,12,20.801085,74.0,21.0,6.0,23.0,143.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,62.40325,74.0,21.0,6.0,23.0,143.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,12.0,32.0,12.0,48.0,Oui,,,62.40325
26,2,74,143,Nurse,Femme,25-34,Non,Oui,,,5 or less,12,20.801085,74.0,21.0,6.0,23.0,143.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Nurse,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,62.40325,74.0,21.0,6.0,23.0,143.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,12.0,32.0,12.0,48.0,Oui,,,62.40325
26,1,74,143,Nurse,Femme,35-44,Non,Oui,,,5 or less,12,20.801085,74.0,21.0,6.0,23.0,143.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,35-44,Primary,In the 1990s,0.0,Oui,0.0,Oui,1ere,62.40325,74.0,21.0,6.0,23.0,143.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,12.0,32.0,12.0,48.0,Oui,,,62.40325
27,1,56,123,Nurse,Femme,25-34,Non,Oui,,,5 or less,10,28.00644,56.0,62.0,5.0,17.0,123.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Nurse,25-34,Primary,After 2000,,,,,1ere,56.01288,56.0,62.0,5.0,17.0,123.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,11.0,20.0,11.0,26.0,Oui,,,56.01288
27,0,56,123,Other,Homme,35-44,Oui,Oui,,,5 or less,10,28.00644,56.0,62.0,5.0,17.0,123.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Other,35-44,Secondary,After 2000,,,,,1ere,56.01288,56.0,62.0,5.0,17.0,123.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,11.0,20.0,11.0,26.0,Oui,,,56.01288
28,0,142,137,Other,Femme,Younger than 25,Oui,Oui,,,5 or less,4,12.817449,142.0,71.0,2.0,5.0,137.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Other,Younger than 25,Post-Secondary,After 2000,9.0,Oui,0.0,Oui,1ere,12.817449,142.0,72.0,2.0,5.0,137.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,8.0,55.0,9.0,7.0,Oui,,,12.817449
29,0,52,118,Nurse,Femme,45 or older,Oui,Oui,,,5 or less,6,5.8988733,52.0,41.0,3.0,8.0,118.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,11.797747,52.0,41.0,3.0,8.0,118.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,9.0,0.0,9.0,30.0,Oui,,,11.797747
29,1,52,118,Other,Homme,25-34,Oui,Non,Absence approuvée,,5 or less,6,5.8988733,52.0,41.0,3.0,8.0,118.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,1.0,non,Other,25-34,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,11.797747,52.0,41.0,3.0,8.0,118.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,9.0,0.0,9.0,30.0,Oui,,,11.797747
30,2,116,131,Other,Femme,35-44,Non,Non,Autre (à spécifier),NE TRAVAILLE PAS TOU,5 or less,20,346.93896,116.0,71.0,10.0,32.0,131.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,2.0,non,Other,35-44,,,,,,,1ere,1040.8169,116.0,72.0,10.0,32.0,131.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,15.0,Non,En formation,,1040.8169
30,0,116,131,Other,Femme,25-34,Oui,Oui,,,5 or less,20,346.93896,116.0,71.0,10.0,32.0,131.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,1040.8169,116.0,72.0,10.0,32.0,131.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,15.0,Oui,,,1040.8169
30,1,116,131,Other,Femme,25-34,Non,Oui,,,5 or less,20,346.93896,116.0,71.0,10.0,32.0,131.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,1040.8169,116.0,72.0,10.0,32.0,131.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,15.0,Oui,,,1040.8169
31,0,27,111,Nurse,Femme,25-34,Oui,Oui,,,5 or less,1,1.0,27.0,22.0,1.0,4.0,111.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,,,,,1ere,1.0,27.0,22.0,1.0,4.0,111.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,9.0,5.0,9.0,35.0,Oui,,,1.0
32,0,119,132,Other,Femme,35-44,Oui,Oui,,,5 or less,19,9.733992,119.0,91.0,10.0,34.0,132.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Other,35-44,Secondary,Before 1990,3.0,Oui,30.0,Non,1ere,19.467983,119.0,92.0,10.0,34.0,132.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,13.0,45.0,13.0,58.0,Oui,,,19.467983
32,1,119,132,Other,Homme,35-44,Oui,Non,Absence approuvée,,5 or less,19,9.733992,119.0,91.0,10.0,34.0,132.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,1.0,non,Other,35-44,Post-Secondary,In the 1990s,7.0,Oui,30.0,Non,2ieme,19.467983,119.0,92.0,10.0,34.0,132.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,13.0,45.0,13.0,58.0,Oui,,,19.467983
33,1,58,141,Nurse,Femme,25-34,Oui,Oui,,,5 or less,8,14.28855,58.0,51.0,4.0,19.0,141.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Nurse,25-34,Primary,After 2000,,,,,2ieme,28.5771,58.0,51.0,4.0,19.0,141.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,55.0,12.0,0.0,Oui,,,28.5771
33,0,58,141,Other,Homme,45 or older,Oui,Oui,,,5 or less,8,14.28855,58.0,51.0,4.0,19.0,141.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Other,45 or older,Secondary,After 2000,,,,,1ere,28.5771,58.0,51.0,4.0,19.0,141.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,55.0,12.0,0.0,Oui,,,28.5771
34,0,40,130,Other,Femme,35-44,Oui,Oui,,,5 or less,18,81.14329,40.0,51.0,9.0,31.0,130.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Other,35-44,Primary,After 2000,,,,,1ere,162.28658,40.0,51.0,9.0,31.0,130.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,13.0,3.0,13.0,10.0,Oui,,,162.28658
34,1,40,130,Nurse,Homme,45 or older,Oui,Oui,,,5 or less,18,81.14329,40.0,51.0,9.0,31.0,130.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Nurse,45 or older,Primary,After 2000,,,,,1ere,162.28658,40.0,51.0,9.0,31.0,130.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,13.0,3.0,13.0,10.0,Oui,,,162.28658
35,0,93,127,Other,Homme,35-44,Oui,Oui,,,5 or less,16,37.455055,93.0,12.0,8.0,29.0,127.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Other,35-44,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,112.365166,93.0,12.0,8.0,29.0,127.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,9.0,0.0,9.0,15.0,Oui,,,112.365166
35,2,93,127,Nurse,Femme,,Non,Non,Absence approuvée,,5 or less,16,37.455055,93.0,12.0,8.0,29.0,127.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,2.0,non,Nurse,,,,,,,,1ere,112.365166,93.0,12.0,8.0,29.0,127.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,9.0,0.0,9.0,15.0,Non,Absence approuvée,,112.365166
35,1,93,127,Nurse,Femme,35-44,Non,Oui,,,5 or less,16,37.455055,93.0,12.0,8.0,29.0,127.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,35-44,Secondary,After 2000,Ne sait pas,Non,Ne sait pas,Non,1ere,112.365166,93.0,12.0,8.0,29.0,127.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,9.0,0.0,9.0,15.0,Oui,,,112.365166
36,0,76,142,Nurse,Femme,25-34,Non,Oui,,,5 or less,12,36.4019,76.0,21.0,6.0,23.0,142.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,25-34,Primary,After 2000,,,,,1ere,36.4019,76.0,21.0,6.0,23.0,142.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,11.0,6.0,11.0,29.0,Oui,,,36.4019
37,1,139,136,Nurse,Femme,45 or older,Non,Oui,,,5 or less,4,21.362413,139.0,82.0,2.0,5.0,136.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,45 or older,Secondary,After 2000,6.0,Oui,6.0,Oui,1ere,64.08724,139.0,81.0,2.0,5.0,136.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,8.0,20.0,9.0,0.0,Oui,,,64.08724
37,0,139,136,Other,Femme,Younger than 25,Oui,Oui,,,5 or less,4,21.362413,139.0,82.0,2.0,5.0,136.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Other,Younger than 25,Secondary,After 2000,6.0,Oui,6.0,Oui,1ere,64.08724,139.0,81.0,2.0,5.0,136.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,8.0,20.0,9.0,0.0,Oui,,,64.08724
37,2,139,136,Nurse,Femme,35-44,Non,Oui,,,5 or less,4,21.362413,139.0,82.0,2.0,5.0,136.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Nurse,35-44,Primary,After 2000,6.0,Oui,6.0,Oui,1ere,64.08724,139.0,81.0,2.0,5.0,136.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,8.0,20.0,9.0,0.0,Oui,,,64.08724
38,0,125,114,Nurse,Femme,45 or older,Non,Oui,,,5 or less,4,17.089931,125.0,81.0,2.0,5.0,114.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Primary,After 2000,5.0,Oui,5.0,Oui,1ere,34.179863,125.0,82.0,2.0,5.0,114.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,9.0,40.0,9.0,50.0,Oui,,,34.179863
38,1,125,114,Nurse,Femme,45 or older,Non,Oui,,,5 or less,4,17.089931,125.0,81.0,2.0,5.0,114.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,45 or older,Primary,After 2000,5.0,Oui,5.0,Oui,1ere,34.179863,125.0,82.0,2.0,5.0,114.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,9.0,40.0,9.0,50.0,Oui,,,34.179863
39,1,114,119,Nurse,Femme,35-44,Oui,Oui,,,5 or less,6,102.870544,114.0,82.0,3.0,10.0,119.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,35-44,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,205.74109,114.0,81.0,3.0,10.0,119.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,8.0,10.0,8.0,50.0,Oui,,,205.74109
39,0,114,119,Other,Homme,45 or older,Oui,Oui,,,5 or less,6,102.870544,114.0,82.0,3.0,10.0,119.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Other,45 or older,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,205.74109,114.0,81.0,3.0,10.0,119.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,8.0,10.0,8.0,50.0,Oui,,,205.74109
40,1,124,147,Nurse,Femme,45 or older,Non,Oui,,,5 or less,4,15.525735,124.0,81.0,2.0,6.0,147.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,45 or older,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,31.05147,124.0,82.0,2.0,6.0,147.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,10.0,30.0,11.0,20.0,Oui,,,31.05147
40,0,124,147,Other,Homme,Younger than 25,Oui,Oui,,,5 or less,4,15.525735,124.0,81.0,2.0,6.0,147.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Other,Younger than 25,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,31.05147,124.0,82.0,2.0,6.0,147.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,10.0,30.0,11.0,20.0,Oui,,,31.05147
41,0,28,112,Nurse,Homme,35-44,Oui,Oui,,,5 or less,1,1.0,28.0,22.0,1.0,4.0,112.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,,,,,1ere,1.0,28.0,22.0,1.0,4.0,112.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,10.0,0.0,10.0,40.0,Oui,,,1.0
42,0,150,105,Nurse,Homme,35-44,Oui,Oui,,,5 or less,19,16.570663,150.0,12.0,10.0,38.0,105.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,82.85332,150.0,12.0,10.0,38.0,105.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,25.0,Non,En formation,,82.85332
42,4,150,105,Other,Femme,35-44,Non,Oui,,,5 or less,19,16.570663,150.0,12.0,10.0,38.0,105.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Other,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,82.85332,150.0,12.0,10.0,38.0,105.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,25.0,Oui,,,82.85332
42,3,150,105,Other,Femme,35-44,Non,Oui,,,5 or less,19,16.570663,150.0,12.0,10.0,38.0,105.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,82.85332,150.0,12.0,10.0,38.0,105.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,25.0,Oui,,,82.85332
42,1,150,105,Other,Femme,25-34,Non,Oui,,,5 or less,19,16.570663,150.0,12.0,10.0,38.0,105.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,82.85332,150.0,12.0,10.0,38.0,105.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,25.0,Oui,,,82.85332
42,2,150,105,Other,Homme,25-34,Non,Oui,,,5 or less,19,16.570663,150.0,12.0,10.0,38.0,105.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,82.85332,150.0,12.0,10.0,38.0,105.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,10.0,0.0,10.0,25.0,Oui,,,82.85332
43,1,72,110,Other,Femme,45 or older,Non,Oui,,,5 or less,14,33.1509,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Other,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,132.6036,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,Oui,,,132.6036
43,3,72,110,Nurse,Femme,25-34,Non,Non,Pas sa période de travail,,5 or less,14,33.1509,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,3.0,non,Nurse,25-34,,,,,,,1ere,132.6036,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,Non,Pas sa période de travail,,132.6036
43,2,72,110,Other,Homme,25-34,Non,Non,Absence non-approuvée,,5 or less,14,33.1509,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,2.0,non,Other,25-34,,,,,,,1ere,132.6036,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,Non,Absence non-approuvée,,132.6036
43,0,72,110,Nurse,Homme,45 or older,Oui,Oui,,,5 or less,14,33.1509,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,132.6036,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,Oui,,,132.6036
44,2,141,34,Other,Femme,35-44,Non,Oui,,,5 or less,4,4.2759876,141.0,71.0,2.0,5.0,34.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,35-44,Primary,In the 1990s,0.0,Oui,0.0,Oui,1ere,12.827963,141.0,72.0,2.0,5.0,34.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,8.0,31.0,8.0,42.0,Oui,,,12.827963
44,0,141,34,Nurse,Homme,25-34,Oui,Oui,,,5 or less,4,4.2759876,141.0,71.0,2.0,5.0,34.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,12.827963,141.0,72.0,2.0,5.0,34.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,8.0,31.0,8.0,42.0,Oui,,,12.827963
44,1,141,34,Nurse,Femme,45 or older,Non,Oui,,,5 or less,4,4.2759876,141.0,71.0,2.0,5.0,34.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,45 or older,Primary,In the 1990s,0.0,Oui,0.0,Oui,1ere,12.827963,141.0,72.0,2.0,5.0,34.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,8.0,31.0,8.0,42.0,Oui,,,12.827963
45,2,13,18,Other,Femme,45 or older,Non,Oui,,,6-10,1,5.420559,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,Oui,,,37.943913
45,0,13,18,Nurse,Homme,45 or older,Oui,Oui,,,6-10,1,5.420559,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,Oui,,,37.943913
45,1,13,18,Nurse,Femme,45 or older,Non,Oui,,,6-10,1,5.420559,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,Oui,,,37.943913
45,3,13,18,Other,Femme,35-44,Non,Oui,,,6-10,1,5.420559,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Other,35-44,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,Non,Absence approuvée,,37.943913
45,6,13,18,Other,Homme,,Non,Non,Absence non-approuvée,,6-10,1,5.420559,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,6.0,non,Other,,,,,,,,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,Oui,,,37.943913
45,4,13,18,Other,Homme,45 or older,Oui,Oui,,,6-10,1,5.420559,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,4.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,Oui,,,37.943913
45,5,13,18,Other,Femme,45 or older,Non,Oui,,,6-10,1,5.420559,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,5.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,Oui,,,37.943913
46,0,140,27,Nurse,Homme,25-34,Oui,Oui,,,5 or less,4,4.2759876,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,30.0,Non,30.0,Non,1ere,17.10395,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,9.0,0.0,9.0,30.0,Oui,,,17.10395
46,2,140,27,Nurse,Femme,45 or older,Non,Oui,,,5 or less,4,4.2759876,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Nurse,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,17.10395,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,9.0,0.0,9.0,30.0,Oui,,,17.10395
46,3,140,27,Nurse,Femme,35-44,Non,Non,Absence approuvée,,5 or less,4,4.2759876,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,3.0,non,Nurse,35-44,Primary,After 2000,0.0,Oui,0.0,Oui,2ieme,17.10395,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,9.0,0.0,9.0,30.0,Oui,,,17.10395
46,1,140,27,Other,Femme,35-44,Non,Oui,,,5 or less,4,4.2759876,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,17.10395,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,9.0,0.0,9.0,30.0,Oui,,,17.10395
47,0,22,16,Nurse,Femme,45 or older,Oui,Oui,,,5 or less,1,5.420559,22.0,41.0,1.0,4.0,16.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,10.841118,22.0,41.0,1.0,4.0,16.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,0.0,12.0,45.0,Oui,,,10.841118
47,1,22,16,Other,Femme,45 or older,Non,Oui,,,5 or less,1,5.420559,22.0,41.0,1.0,4.0,16.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,10.841118,22.0,41.0,1.0,4.0,16.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,0.0,12.0,45.0,Oui,,,10.841118
48,4,110,91,Other,Femme,25-34,Non,Oui,,,6-10,20,18.506506,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Other,25-34,Post-Secondary,After 2000,8.0,Oui,0.0,Oui,1ere,129.54555,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,10.0,10.0,10.0,45.0,Oui,,,129.54555
