unique_id,fac_id,staff_id,mod1_id,m1s0q4_2,m1s2q4,m1s2q5,m1s2q6,m1s2q7,m1s2q9,m1s2q10,m1s2q10_a,m1s2q1,mod2_id,m2s0q1_2,m2s0q2_2,m2s0q3_2,m2s0q4_2,m2s0q7_1,m2s0q7_2,m2s0q7_3,m2s0q7_5,m2s0q7_6,m2s0q7_7,m2s0q10,m2s1q2,m2s1q3,m2s1q4,m2s1q5,m2s1q6,m2s1q7,m2s1q13,m2s1q14,m2s1q15,m2s1q16,m2s1q17,abs_wt,mod3_id,m3s0q1_2,m3s0q2_2,m3s0q3_2,m3s0q4_2,m3s0q7_1,m3s0q7_2,m3s0q7_3,m3s0q7_5,m3s0q7_6,m3s0q7_7,m3s0q8_h,m3s0q8_mn,m3s0q9_h,m3s0q9_mn,m3s1q2,m3s1q3,m3s1q3_a,has_roster,has_absentee,has_absentee2,country,absence_rate,absence_rate2
109_6,109,6,97,98,Other,Homme,25-34,Oui,Oui,,,6-10,97.0,32.0,10.0,35.0,98.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,5.0,0.0,Nurse,,,,,,,,1ere,405.326,97.0,31.0,10.0,35.0,98.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,11.0,0.0,11.0,15.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.2857143,0.2857143
11_0,11,0,88,124,Nurse,0,45 or older,0,Oui,,,5 or less,88.0,12.0,6.0,21.0,124.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,45 or older,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,27.32106,88.0,12.0,6.0,21.0,124.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,12.0,0.0,12.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
110_0,110,0,106,36,Nurse,Homme,25-34,Oui,Oui,,,5 or less,106.0,72.0,2.0,6.0,36.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,46.615414,106.0,72.0,2.0,6.0,36.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,15.0,Oui,,,1,1.0,1.0,Senegal-2010,0.6666667,0.0
110_2,110,2,106,36,Nurse,0,45 or older,0,0,Absence approuvée,,5 or less,106.0,72.0,2.0,6.0,36.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,2.0,0.0,Nurse,45 or older,Primary,After 2000,0.0,Oui,0.0,Oui,2ieme,46.615414,106.0,72.0,2.0,6.0,36.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,15.0,Oui,,,1,1.0,1.0,Senegal-2010,0.6666667,0.0
110_1,110,1,106,36,Other,Homme,25-34,0,0,Absence approuvée,,5 or less,106.0,72.0,2.0,6.0,36.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,1.0,0.0,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,2ieme,46.615414,106.0,72.0,2.0,6.0,36.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,9.0,5.0,9.0,15.0,Oui,,,1,1.0,1.0,Senegal-2010,0.6666667,0.0
111_0,111,0,138,33,Nurse,Homme,25-34,Oui,Oui,,,5 or less,138.0,82.0,2.0,5.0,33.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,Ne sait pas,0.0,Ne sait pas,0.0,1ere,17.10395,138.0,81.0,2.0,5.0,33.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,3.0,10.0,10.0,Oui,,,1,1.0,1.0,Senegal-2010,0.25,0.25
111_3,111,3,138,33,Nurse,0,35-44,0,Oui,,,5 or less,138.0,82.0,2.0,5.0,33.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Nurse,35-44,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,17.10395,138.0,81.0,2.0,5.0,33.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,3.0,10.0,10.0,Oui,,,1,1.0,1.0,Senegal-2010,0.25,0.25
111_1,111,1,138,33,Other,Homme,25-34,Oui,Oui,,,5 or less,138.0,82.0,2.0,5.0,33.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,17.10395,138.0,81.0,2.0,5.0,33.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,3.0,10.0,10.0,Oui,,,1,1.0,1.0,Senegal-2010,0.25,0.25
111_2,111,2,138,33,Nurse,0,35-44,0,0,12.0,,5 or less,138.0,82.0,2.0,5.0,33.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,2.0,0.0,Nurse,35-44,,,,,,,1ere,17.10395,138.0,81.0,2.0,5.0,33.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,3.0,10.0,10.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.25,0.25
112_4,112,4,43,43,Other,0,35-44,0,Oui,,,5 or less,43.0,51.0,3.0,8.0,43.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,3.0,oui,Other,45 or older,Secondary,In the 1990s,2.0,Oui,0.0,Oui,1ere,29.494366,43.0,51.0,3.0,8.0,43.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,14.0,30.0,14.0,35.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2,0.0
112_1,112,1,43,43,Nurse,0,35-44,Oui,Oui,,,5 or less,43.0,51.0,3.0,8.0,43.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Nurse,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,29.494366,43.0,51.0,3.0,8.0,43.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,14.0,30.0,14.0,35.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2,0.0
112_2,112,2,43,43,Nurse,0,45 or older,0,0,Absence approuvée,,5 or less,43.0,51.0,3.0,8.0,43.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,4.0,oui,Other,35-44,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,29.494366,43.0,51.0,3.0,8.0,43.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,14.0,30.0,14.0,35.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2,0.0
112_3,112,3,43,43,Other,Homme,45 or older,0,Oui,,,5 or less,43.0,51.0,3.0,8.0,43.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,2.0,0.0,Nurse,45 or older,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,29.494366,43.0,51.0,3.0,8.0,43.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,14.0,30.0,14.0,35.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2,0.0
112_0,112,0,43,43,Nurse,0,25-34,Oui,Oui,,,5 or less,43.0,51.0,3.0,8.0,43.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,16.0,0.0,17.0,Oui,1ere,29.494366,43.0,51.0,3.0,8.0,43.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,14.0,30.0,14.0,35.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2,0.0
113_0,113,0,134,31,Nurse,Homme,45 or older,Oui,Oui,,,6-10,134.0,71.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,29.931913,134.0,72.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,5.0,8.0,15.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2857143,0.0
113_5,113,5,134,31,Other,Homme,25-34,0,Oui,,,6-10,134.0,71.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,29.931913,134.0,72.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,5.0,8.0,15.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2857143,0.0
113_1,113,1,134,31,Nurse,0,25-34,Oui,Oui,,,6-10,134.0,71.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,29.931913,134.0,72.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,5.0,8.0,15.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2857143,0.0
113_3,113,3,134,31,Other,0,45 or older,0,Oui,,,6-10,134.0,71.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Other,45 or older,Primary,Before 1990,0.0,Oui,0.0,Oui,1ere,29.931913,134.0,72.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,5.0,8.0,15.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2857143,0.0
113_2,113,2,134,31,Nurse,0,45 or older,0,0,12.0,,6-10,134.0,71.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,2.0,0.0,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,2ieme,29.931913,134.0,72.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,5.0,8.0,15.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2857143,0.0
113_6,113,6,134,31,Other,Homme,45 or older,0,Oui,,,6-10,134.0,71.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,6.0,oui,Other,45 or older,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,29.931913,134.0,72.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,5.0,8.0,15.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2857143,0.0
113_4,113,4,134,31,Other,0,45 or older,0,0,En mission officielle,,6-10,134.0,71.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,4.0,0.0,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,2ieme,29.931913,134.0,72.0,2.0,5.0,31.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,5.0,8.0,15.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2857143,0.0
114_3,114,3,118,97,Nurse,0,35-44,0,Oui,,,6-10,118.0,81.0,10.0,34.0,97.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Nurse,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,29.303772,118.0,81.0,10.0,34.0,97.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,50.0,12.0,25.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.33333334,0.6666667
114_0,114,0,118,97,Nurse,Homme,45 or older,Oui,Oui,,,6-10,118.0,81.0,10.0,34.0,97.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,29.303772,118.0,81.0,10.0,34.0,97.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,50.0,12.0,25.0,0.0,En mission officielle,,1,1.0,1.0,Senegal-2010,0.33333334,0.6666667
114_1,114,1,118,97,Nurse,0,25-34,Oui,Oui,,,6-10,118.0,81.0,10.0,34.0,97.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,29.303772,118.0,81.0,10.0,34.0,97.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,50.0,12.0,25.0,0.0,En mission officielle,,1,1.0,1.0,Senegal-2010,0.33333334,0.6666667
114_2,114,2,118,97,Other,Homme,45 or older,0,0,Congés maladie/maternité,,6-10,118.0,81.0,10.0,34.0,97.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,2.0,0.0,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,2ieme,29.303772,118.0,81.0,10.0,34.0,97.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,50.0,12.0,25.0,Oui,,,1,1.0,1.0,Senegal-2010,0.33333334,0.6666667
114_4,114,4,118,97,Nurse,0,,0,0,Absence approuvée,,6-10,118.0,81.0,10.0,34.0,97.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,4.0,0.0,Nurse,,,,,,,,1ere,29.303772,118.0,81.0,10.0,34.0,97.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,50.0,12.0,25.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.33333334,0.6666667
114_5,114,5,118,97,Nurse,0,45 or older,0,Oui,,,6-10,118.0,81.0,10.0,34.0,97.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,29.303772,118.0,81.0,10.0,34.0,97.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,11.0,50.0,12.0,25.0,Oui,,,1,1.0,1.0,Senegal-2010,0.33333334,0.6666667
115_8,115,8,115,88,Nurse,0,25-34,0,Oui,,,11-50,115.0,71.0,10.0,32.0,88.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Other,35-44,Post-Secondary,After 2000,,,,,1ere,624.4902,115.0,72.0,10.0,32.0,88.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,11.0,0.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.09090909,0.18181819
115_2,115,2,115,88,Nurse,0,25-34,Oui,Oui,,,11-50,115.0,71.0,10.0,32.0,88.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,17.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,624.4902,115.0,72.0,10.0,32.0,88.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,11.0,0.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.09090909,0.18181819
115_14,115,14,115,88,Other,0,25-34,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.09090909,0.18181819
115_7,115,7,115,88,Nurse,0,35-44,0,Oui,,,11-50,115.0,71.0,10.0,32.0,88.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,11.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,624.4902,115.0,72.0,10.0,32.0,88.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,11.0,0.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.09090909,0.18181819
115_11,115,11,115,88,Other,Homme,35-44,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.09090909,0.18181819
115_13,115,13,115,88,Other,0,45 or older,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.09090909,0.18181819
115_0,115,0,115,88,Nurse,0,35-44,Oui,Oui,,,11-50,115.0,71.0,10.0,32.0,88.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,Ne sait pas,0.0,20.0,Oui,1ere,624.4902,115.0,72.0,10.0,32.0,88.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,11.0,0.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.09090909,0.18181819
115_9,115,9,115,88,Nurse,0,,0,0,Absence approuvée,,11-50,115.0,71.0,10.0,32.0,88.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,624.4902,115.0,72.0,10.0,32.0,88.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,11.0,0.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.09090909,0.18181819
115_6,115,6,115,88,Nurse,0,45 or older,0,Oui,,,11-50,115.0,71.0,10.0,32.0,88.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,25-34,Post-Secondary,After 2000,Ne sait pas,0.0,20.0,Oui,2ieme,624.4902,115.0,72.0,10.0,32.0,88.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,11.0,0.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.09090909,0.18181819
115_4,115,4,115,88,Other,0,35-44,Oui,Oui,,,11-50,115.0,71.0,10.0,32.0,88.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,7.0,oui,Nurse,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,624.4902,115.0,72.0,10.0,32.0,88.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,11.0,0.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.09090909,0.18181819
115_12,115,12,115,88,Other,Homme,45 or older,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.09090909,0.18181819
115_3,115,3,115,88,Other,0,,0,0,Absence approuvée,,11-50,115.0,71.0,10.0,32.0,88.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,10.0,oui,Nurse,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,624.4902,115.0,72.0,10.0,32.0,88.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,11.0,0.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.09090909,0.18181819
115_10,115,10,115,88,Nurse,0,25-34,0,Oui,,,11-50,115.0,71.0,10.0,32.0,88.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,6.0,oui,Nurse,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,624.4902,115.0,72.0,10.0,32.0,88.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,11.0,0.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.09090909,0.18181819
115_5,115,5,115,88,Nurse,0,,0,0,Congés maladie/maternité,,11-50,115.0,71.0,10.0,32.0,88.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,16.0,0.0,Other,,,,,,,,1ere,624.4902,115.0,72.0,10.0,32.0,88.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,11.0,0.0,12.0,0.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.09090909,0.18181819
115_16,115,16,115,88,Other,0,,0,0,Absence approuvée,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.09090909,0.18181819
115_1,115,1,115,88,Nurse,Homme,25-34,Oui,0,En mission officielle,,11-50,115.0,71.0,10.0,32.0,88.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,14.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,624.4902,115.0,72.0,10.0,32.0,88.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,11.0,0.0,12.0,0.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.09090909,0.18181819
115_17,115,17,115,88,Other,Homme,45 or older,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.09090909,0.18181819
115_15,115,15,115,88,Other,0,,0,0,Congés maladie/maternité,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.09090909,0.18181819
116_4,116,4,62,45,Nurse,0,45 or older,0,0,12.0,,6-10,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,4.0,0.0,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,288.39658,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,10.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.42857143,0.14285715
116_2,116,2,62,45,Nurse,0,45 or older,0,Oui,,,6-10,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,2.0,0.0,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,288.39658,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,10.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.42857143,0.14285715
116_5,116,5,62,45,Other,0,25-34,0,Oui,,,6-10,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,5.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,0.0,0.0,0.0,1ere,288.39658,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,10.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.42857143,0.14285715
116_6,116,6,62,45,Other,Homme,25-34,0,Oui,,,6-10,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,6.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,0.0,0.0,0.0,1ere,288.39658,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,10.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.42857143,0.14285715
116_1,116,1,62,45,Nurse,0,45 or older,Oui,0,Absence approuvée,,6-10,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,1.0,0.0,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,288.39658,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,10.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.42857143,0.14285715
116_3,116,3,62,45,Nurse,0,35-44,0,Oui,,,6-10,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,3.0,oui,Nurse,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,288.39658,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,10.0,11.0,30.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.42857143,0.14285715
116_0,116,0,62,45,Nurse,Homme,45 or older,Oui,Oui,,,6-10,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,288.39658,62.0,51.0,3.0,9.0,45.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,10.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.42857143,0.14285715
117_0,117,0,65,48,Nurse,Homme,45 or older,Oui,Oui,,,5 or less,65.0,41.0,3.0,11.0,48.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,32.057858,65.0,41.0,3.0,11.0,48.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,16.0,0.0,16.0,10.0,0.0,En mission officielle,,1,1.0,1.0,Senegal-2010,0.0,0.33333334
117_2,117,2,65,48,Other,0,35-44,Oui,Oui,,,5 or less,65.0,41.0,3.0,11.0,48.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,32.057858,65.0,41.0,3.0,11.0,48.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,16.0,0.0,16.0,10.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.33333334
117_1,117,1,65,48,Nurse,0,25-34,Oui,Oui,,,5 or less,65.0,41.0,3.0,11.0,48.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,32.057858,65.0,41.0,3.0,11.0,48.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,16.0,0.0,16.0,10.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.33333334
118_3,118,3,81,107,Nurse,0,45 or older,0,Oui,,,5 or less,81.0,12.0,7.0,24.0,107.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,78.94245,81.0,12.0,7.0,24.0,107.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,30.0,9.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
118_4,118,4,81,107,Other,0,25-34,0,Oui,,,5 or less,81.0,12.0,7.0,24.0,107.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,4.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,78.94245,81.0,12.0,7.0,24.0,107.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,30.0,9.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
