unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq6,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2saqobs,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq15,m2sbq17,has_roster,has_absentee,country,absence_rate
144_18,144,18,11-50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,5.0,18.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.54545456
144_19,144,19,11-50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
144_5,144,5,11-50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,0,Maladie/maternité,Oui,non,,6.0,5.0,Nurse,Secondary,Advanced,0.0,35-44,0.0,Maladie/maternité,,,,Collègue,1,1.0,Niger-2015,0.54545456
144_2,144,2,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
144_7,144,7,11-50,11-50,Over 5,Nurse,Primary,Diploma,0.0,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
144_1,144,1,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
144_9,144,9,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,0,Absence autorisée (permission/congé),Oui,non,,10.0,9.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.54545456
144_11,144,11,11-50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,11.0,Nurse,Secondary,Advanced,Homme,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.54545456
144_10,144,10,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,0,Absence autorisée (permission/congé),Oui,non,,8.0,10.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.54545456
144_4,144,4,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,4.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.54545456
144_15,144,15,11-50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
144_17,144,17,11-50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
144_16,144,16,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
144_22,144,22,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
144_14,144,14,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,0,Absence autorisée (permission/congé),Oui,non,,7.0,14.0,Doctor,Post-Secondary,Advanced,Homme,25-34,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.54545456
144_13,144,13,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
144_20,144,20,11-50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
144_8,144,8,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,Younger than 25,Oui,0,Absence autorisée (permission/congé),Oui,non,,3.0,8.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,0.0,In the 1990s,Individu,1,1.0,Niger-2015,0.54545456
144_12,144,12,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
144_23,144,23,11-50,11-50,Over 5,Other,Primary,Certificate,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
145_2,145,2,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,0.0,35-44,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Primary,Diploma,0.0,35-44,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.6666667
145_3,145,3,5 or less,5 or less,5 or less,Other,Secondary,Advanced,0.0,Younger than 25,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,3.0,Other,Secondary,Advanced,0.0,Younger than 25,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.6666667
145_1,145,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,Autre (à préciser),Oui,non,,1.0,1.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,Autre (à préciser),,,,Collègue,1,1.0,Niger-2015,0.6666667
147_2,147,2,5 or less,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Doctor,Post-Secondary,Advanced,Homme,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.75
147_3,147,3,5 or less,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,3.0,Doctor,Post-Secondary,Advanced,Homme,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.75
147_1,147,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,0.0,In the 1990s,Responsable,1,1.0,Niger-2015,0.75
147_4,147,4,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,4.0,4.0,Nurse,Secondary,Advanced,Homme,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.75
148_5,148,5,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,5.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.6
148_1,148,1,6-10,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,,Autre,0.0,After 2000,Individu,1,1.0,Niger-2015,0.6
148_3,148,3,6-10,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,3.0,Doctor,Post-Secondary,Advanced,Homme,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.6
148_4,148,4,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,Younger than 25,Oui,0,Absence autorisée (permission/congé),Oui,non,,4.0,4.0,Nurse,Secondary,Advanced,0.0,Younger than 25,Oui,,Autre,0.0,After 2000,Individu,1,1.0,Niger-2015,0.6
148_2,148,2,6-10,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,2.0,2.0,Doctor,Post-Secondary,Advanced,Homme,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.6
15_1,15,1,5 or less,5 or less,5 or less,Other,Primary,Certificate,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Primary,Certificate,Homme,35-44,0.0,Absence non autorisée,,,,Collègue,1,1.0,Niger-2015,1.0
150_2,150,2,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.6666667
150_3,150,3,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Oui,non,,3.0,3.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.6666667
150_1,150,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,,After 2000,Individu,1,1.0,Niger-2015,0.6666667
151_1,151,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Advanced,Homme,45 or older,0.0,Absence autorisée (permission/congé),,,,Collègue,1,1.0,Niger-2015,0.5
151_2,151,2,5 or less,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.5
153_2,153,2,11-50,5 or less,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.6666667
153_3,153,3,11-50,5 or less,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,3.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.6666667
153_1,153,1,11-50,5 or less,Over 5,Nurse,Post-Secondary,Advanced,0.0,35-44,Oui,0,Maladie/maternité,Oui,non,,1.0,1.0,Nurse,Post-Secondary,Advanced,0.0,35-44,0.0,Maladie/maternité,,,,Responsable,1,1.0,Niger-2015,0.6666667
154_2,154,2,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,0.0,45 or older,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Primary,Diploma,0.0,45 or older,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.5
154_1,154,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,,Before 1990,Individu,1,1.0,Niger-2015,0.5
155_1,155,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,0.0,45 or older,0.0,Absence non autorisée,,,,Autre (Préciser),1,1.0,Niger-2015,1.0
157_3,157,3,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,0.0,35-44,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.75
157_2,157,2,6-10,5 or less,5 or less,Other,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,2.0,2.0,Other,Secondary,Advanced,0.0,25-34,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.75
157_1,157,1,6-10,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.75
157_4,157,4,6-10,5 or less,5 or less,Other,Secondary,Advanced,Homme,25-34,Oui,0,Maladie/maternité,Oui,non,,4.0,4.0,Other,Secondary,Advanced,Homme,25-34,0.0,Maladie/maternité,,,,Responsable,1,1.0,Niger-2015,0.75
158_7,158,7,11-50,6-10,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,7.0,7.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.22222222
158_2,158,2,11-50,6-10,5 or less,Nurse,Secondary,Diploma,0.0,35-44,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Diploma,0.0,35-44,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.22222222
158_5,158,5,11-50,6-10,5 or less,Other,Secondary,Advanced,0.0,Younger than 25,Oui,Oui,,Oui,Oui,,5.0,5.0,Other,Secondary,Advanced,0.0,Younger than 25,Oui,,Consultation/visite de malade,,After 2000,Individu,1,1.0,Niger-2015,0.22222222
158_4,158,4,11-50,6-10,5 or less,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,4.0,4.0,Other,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.22222222
158_1,158,1,11-50,6-10,5 or less,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.22222222
158_6,158,6,11-50,6-10,5 or less,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Oui,Oui,,6.0,6.0,Nurse,Secondary,Advanced,0.0,35-44,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.22222222
158_8,158,8,11-50,6-10,5 or less,Other,Secondary,Advanced,0.0,Younger than 25,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,8.0,8.0,Other,Secondary,Advanced,0.0,Younger than 25,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.22222222
158_3,158,3,11-50,6-10,5 or less,Nurse,Secondary,Diploma,0.0,35-44,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Diploma,0.0,35-44,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.22222222
158_9,158,9,11-50,6-10,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,9.0,9.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.22222222
159_1,159,1,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Diploma,Homme,45 or older,0.0,Absence non autorisée,,,,Autre (Préciser),1,1.0,Niger-2015,1.0
162_1,162,1,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Primary,Diploma,Homme,45 or older,Oui,,Consultation/visite de malade,0.0,Before 1990,Individu,1,1.0,Niger-2015,0.0
163_1,163,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,,After 2000,Individu,1,1.0,Niger-2015,0.0
164_2,164,2,6-10,5 or less,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,0.0,35-44,0.0,Maladie/maternité,,,,Collègue,1,1.0,Niger-2015,0.5
164_4,164,4,6-10,5 or less,Over 5,Nurse,Post-Secondary,Advanced,0.0,45 or older,0,0,Absence autorisée (permission/congé),Oui,non,,4.0,4.0,Nurse,Post-Secondary,Advanced,0.0,45 or older,Oui,,Laboratoires/examens/radios,,Before 1990,Individu,1,1.0,Niger-2015,0.5
164_3,164,3,6-10,5 or less,Over 5,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Post-Secondary,Advanced,0.0,25-34,0.0,Maladie/maternité,,,,Collègue,1,1.0,Niger-2015,0.5
164_1,164,1,6-10,5 or less,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Oui,non,,1.0,1.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.5
166_4,166,4,6-10,5 or less,5 or less,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,4.0,4.0,Other,Secondary,Advanced,0.0,25-34,Oui,,Discussion avec collègues/réunion/Staff,,After 2000,Individu,1,1.0,Niger-2015,0.25
166_3,166,3,6-10,5 or less,5 or less,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Secondary,Advanced,0.0,25-34,Oui,,Discussion avec collègues/réunion/Staff,,After 2000,Individu,1,1.0,Niger-2015,0.25
166_2,166,2,6-10,5 or less,5 or less,Other,Secondary,Advanced,Homme,,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,2.0,2.0,Other,Secondary,Advanced,Homme,Younger than 25,0.0,Absence autorisée (permission/congé),,,,Individu,1,1.0,Niger-2015,0.25
166_1,166,1,6-10,5 or less,5 or less,Doctor,Post-Secondary,Advanced,0.0,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,0.0,45 or older,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.25
169_7,169,7,11-50,6-10,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,7.0,7.0,Doctor,Post-Secondary,Advanced,Homme,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.85714287
169_1,169,1,11-50,6-10,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,25-34,0.0,Absence autorisée (permission/congé),,,,Collègue,1,1.0,Niger-2015,0.85714287
169_3,169,3,11-50,6-10,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,3.0,Doctor,Post-Secondary,Advanced,Homme,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.85714287
169_6,169,6,11-50,6-10,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,6.0,6.0,Doctor,Post-Secondary,Advanced,Homme,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.85714287
169_4,169,4,11-50,6-10,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,4.0,4.0,Doctor,Post-Secondary,Advanced,Homme,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.85714287
169_2,169,2,11-50,6-10,5 or less,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,0.0,35-44,Oui,,Discussion avec collègues/réunion/Staff,0.0,After 2000,Individu,1,1.0,Niger-2015,0.85714287
169_5,169,5,11-50,6-10,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,5.0,Doctor,Post-Secondary,Advanced,Homme,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.85714287
17_1,17,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
170_2,170,2,6-10,5 or less,5 or less,Other,Secondary,Certificate,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Secondary,Certificate,0.0,25-34,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.33333334
170_3,170,3,6-10,5 or less,5 or less,Other,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,3.0,Other,Post-Secondary,Advanced,0.0,25-34,Oui,,Autre,0.0,After 2000,Individu,1,1.0,Niger-2015,0.33333334
170_1,170,1,6-10,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.33333334
171_1,171,1,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Diploma,Homme,35-44,Oui,,Traitement de dossiers/élaboration de rapports,0.0,After 2000,Individu,1,1.0,Niger-2015,0.5
171_2,171,2,5 or less,5 or less,5 or less,Other,Secondary,Certificate,0.0,25-34,Oui,0,Est allé retirer son salaire,Oui,non,,2.0,2.0,Other,Secondary,Certificate,0.0,25-34,0.0,Est allé retirer son salaire,,,,Responsable,1,1.0,Niger-2015,0.5
172_1,172,1,5 or less,5 or less,5 or less,Other,Primary,Certificate,0.0,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Primary,Certificate,0.0,25-34,0.0,Absence non autorisée,,,,Autre (Préciser),1,1.0,Niger-2015,1.0
173_1,173,1,6-10,5 or less,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
173_3,173,3,6-10,5 or less,Over 5,Other,Secondary,Advanced,0.0,Younger than 25,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Secondary,Advanced,0.0,Younger than 25,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
173_2,173,2,6-10,5 or less,Over 5,Other,Secondary,Certificate,Homme,45 or older,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Secondary,Certificate,Homme,45 or older,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
174_1,174,1,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,0.0,35-44,Oui,0,Formation/séminaire/réunion,Oui,non,,1.0,1.0,Nurse,Primary,Diploma,0.0,35-44,Oui,,Traitement de dossiers/élaboration de rapports,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
174_2,174,2,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Secondary,Certificate,Homme,25-34,Oui,,Traitement de dossiers/élaboration de rapports,Oui,After 2000,Responsable,1,1.0,Niger-2015,0.0
175_1,175,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
176_2,176,2,5 or less,5 or less,5 or less,Other,Primary,Certificate,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Primary,Certificate,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
176_1,176,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Autre,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
177_1,177,1,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Primary,Diploma,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
177_2,177,2,5 or less,5 or less,5 or less,Other,Primary,Certificate,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Primary,Certificate,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
178_1,178,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
178_2,178,2,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Primary,Diploma,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
179_1,179,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
18_1,18,1,5 or less,5 or less,5 or less,Other,Primary,Certificate,0.0,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Primary,Certificate,0.0,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
182_2,182,2,5 or less,5 or less,5 or less,Other,Primary,Certificate,0.0,Younger than 25,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Primary,Certificate,0.0,Younger than 25,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.5
