fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq6,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2saqobs,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq15,m2sbq17
103,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,45 or older,Non,En grève,,,,Autre (Préciser)
104,1,5 or less,5 or less,5 or less,Other,Primary,Certificate,Femme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Primary,Certificate,Femme,25-34,Oui,,Traitement de dossiers/élaboration de rapports,Oui,After 2000,Individu
106,1,6-10,5 or less,5 or less,Other,Primary,Certificate,Femme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Primary,Certificate,Femme,25-34,Non,Absence autorisée (permission/congé),,,,Collègue
106,2,6-10,5 or less,5 or less,Other,Primary,Certificate,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Primary,Certificate,Femme,Younger than 25,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
108,1,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Advanced,Homme,25-34,Non,Absence non autorisée,,,,Autre (Préciser)
110,1,5 or less,5 or less,5 or less,Other,Primary,Certificate,Femme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Primary,Certificate,Femme,25-34,Oui,,Autre,Oui,After 2000,Individu
110,2,5 or less,5 or less,5 or less,Other,Primary,Certificate,Femme,35-44,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Primary,Certificate,Femme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
112,1,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,35-44,Oui,Non,Mission officielle,Oui,non,,1.0,1.0,Nurse,Secondary,Advanced,Homme,35-44,Non,Formation/séminaire/réunion,,,,Autre (Préciser)
112,2,6-10,5 or less,5 or less,Other,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
112,3,6-10,5 or less,5 or less,Other,Primary,Certificate,Homme,Younger than 25,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Primary,Certificate,Homme,Younger than 25,Oui,,Consultation/visite de malade,Non applicable,After 2000,Individu
112,4,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,4.0,4.0,Nurse,Secondary,Advanced,Femme,25-34,Non,Absence autorisée (permission/congé),,,,Autre (Préciser)
112,5,6-10,5 or less,5 or less,Other,Secondary,Advanced,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,5.0,Nurse,Secondary,Advanced,Femme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
113,1,5 or less,5 or less,5 or less,Other,Primary,Certificate,Femme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Primary,Certificate,Femme,25-34,Non,Absence non autorisée,,,,Individu
114,1,5 or less,5 or less,5 or less,Other,Primary,Certificate,Femme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Primary,Certificate,Femme,25-34,Non,Autre (à préciser),,,,Autre (Préciser)
114,2,5 or less,5 or less,5 or less,Other,Primary,Certificate,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Primary,Certificate,Femme,25-34,Non,Autre (à préciser),,,,Autre (Préciser)
115,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
116,1,5 or less,5 or less,5 or less,Other,Primary,Certificate,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Primary,Certificate,Femme,Younger than 25,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
117,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,25-34,Oui,,Traitement de dossiers/élaboration de rapports,Non,After 2000,Individu
117,2,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Secondary,Advanced,Femme,25-34,Non,Absence non autorisée,,,,Responsable
118,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Femme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Femme,45 or older,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
119,1,5 or less,5 or less,5 or less,Other,Primary,Certificate,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Primary,Certificate,Femme,Younger than 25,Non,Absence non autorisée,,,,Autre (Préciser)
120,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Femme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
120,2,5 or less,5 or less,5 or less,Other,Primary,Certificate,Homme,25-34,Oui,Non,Absence non autorisée,Oui,non,,2.0,2.0,Other,Primary,Certificate,Homme,25-34,Non,Absence non autorisée,,,,Responsable
121,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
122,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Femme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
123,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,25-34,Non,Maladie/maternité,,,,Autre (Préciser)
124,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,25-34,Non,Absence non autorisée,,,,Autre (Préciser)
125,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,45 or older,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
126,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Femme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Femme,35-44,Non,Maladie/maternité,,,,Individu
127,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,45 or older,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
129,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,35-44,Non,Absence non autorisée,,,,Individu
130,1,5 or less,5 or less,5 or less,Other,Post-Secondary,Certificate,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Post-Secondary,Certificate,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
131,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Femme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Femme,35-44,Non,Absence non autorisée,,,,Autre (Préciser)
132,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
134,1,5 or less,5 or less,5 or less,Other,Post-Secondary,Certificate,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Post-Secondary,None,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
135,1,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Advanced,Femme,Younger than 25,Non,Autre (à préciser),,,,Collègue
136,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,45 or older,Non,Autre (à préciser),,,,Autre (Préciser)
136,2,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,Femme,45 or older,Oui,Non,Absence autorisée (permission/congé),Oui,non,,2.0,2.0,Nurse,Primary,Diploma,Femme,45 or older,Non,Autre (à préciser),,,,Autre (Préciser)
137,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Non applicable,After 2000,Individu
137,2,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Homme,25-34,Oui,Non,Absence autorisée (permission/congé),Oui,non,,2.0,2.0,Other,Secondary,Advanced,Homme,25-34,Non,Absence autorisée (permission/congé),,,,Responsable
137,3,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,Non,Absence autorisée (permission/congé),Oui,non,,3.0,3.0,Nurse,Secondary,Advanced,Homme,25-34,Non,Absence autorisée (permission/congé),,,,Responsable
138,1,6-10,6-10,5 or less,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
138,2,6-10,6-10,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Homme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
138,3,6-10,6-10,5 or less,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,Femme,35-44,Oui,,Traitement de dossiers/élaboration de rapports,Non,After 2000,Individu
138,4,6-10,6-10,5 or less,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,4.0,4.0,Other,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
138,5,6-10,6-10,5 or less,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,5.0,Other,Secondary,Advanced,Femme,Younger than 25,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
138,6,6-10,6-10,5 or less,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Non,Maladie/maternité,Oui,non,,6.0,6.0,Nurse,Secondary,Advanced,Femme,45 or older,Non,Maladie/maternité,,,,Collègue
139,1,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,,Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non applicable,Before 1990,Individu
139,2,11-50,11-50,Over 5,Nurse,Primary,Diploma,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
139,3,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,5.0,3.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
139,4,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,,Oui,non,,8.0,4.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
139,5,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,2.0,5.0,Nurse,Secondary,Advanced,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
139,6,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,Formation/séminaire/réunion,Non,non,,,,,,,,,,,,,,
139,7,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,,Oui,non,,11.0,7.0,Nurse,Post-Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
139,8,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,,Oui,non,,6.0,8.0,Nurse,Secondary,Advanced,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
139,9,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,,Oui,non,,7.0,9.0,Nurse,Secondary,Advanced,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
139,10,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,Oui,non,,4.0,10.0,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,,Discussion avec collègues/réunion/Staff,Non,After 2000,Individu
139,11,11-50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,,Oui,non,,9.0,11.0,Other,Post-Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
139,12,11-50,11-50,Over 5,Nurse,Primary,Diploma,Homme,45 or older,Oui,Oui,,Oui,Oui,,10.0,12.0,Nurse,Primary,Diploma,Homme,45 or older,Oui,,Discussion avec collègues/réunion/Staff,Non,Before 1990,Individu
139,13,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,Formation/séminaire/réunion,Non,non,,,,,,,,,,,,,,
139,14,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,,Oui,non,,3.0,14.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Non,Mission officielle,,,,Collègue
139,15,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Non,Formation/séminaire/réunion,Non,non,,,,,,,,,,,,,,
139,16,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,Non,non,,,,,,,,,,,,,,
140,1,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Femme,45 or older,Oui,,Discussion avec collègues/réunion/Staff,Non applicable,Before 1990,Individu
140,2,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,2.0,2.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Oui,After 2000,Individu
140,3,6-10,5 or less,5 or less,Nurse,Primary,Diploma,Femme,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Primary,Certificate,Femme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Oui,After 2000,Individu
140,4,6-10,5 or less,5 or less,Other,Primary,Diploma,Homme,45 or older,Non,Oui,,Oui,non,,4.0,4.0,Other,Primary,Diploma,Homme,45 or older,Oui,,Discussion avec collègues/réunion/Staff,Non,Before 1990,Individu
141,1,6-10,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,,Traitement de dossiers/élaboration de rapports,Non applicable,In the 1990s,Individu
141,2,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,2.0,2.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Non,After 2000,Individu
141,3,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,3.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Non,After 2000,Individu
141,4,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,4.0,4.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Oui,After 2000,Individu
141,5,6-10,5 or less,5 or less,Other,Post-Secondary,Advanced,Homme,45 or older,Non,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,5.0,Other,Post-Secondary,Advanced,Homme,45 or older,Non,Absence autorisée (permission/congé),,,,Responsable
142,1,11-50,6-10,5 or less,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
142,2,11-50,6-10,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
142,3,11-50,6-10,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,3.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Non,After 2000,Individu
142,4,11-50,6-10,5 or less,Other,Secondary,Advanced,Femme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,4.0,4.0,Other,Secondary,Advanced,Femme,45 or older,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
142,5,11-50,6-10,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,5.0,5.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
142,6,11-50,6-10,5 or less,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,6.0,6.0,Nurse,Post-Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
142,7,11-50,6-10,5 or less,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,7.0,7.0,Nurse,Post-Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
143,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,45 or older,Non,Oui,,Oui,non,,1.0,1.0,Nurse,Post-Secondary,Advanced,Homme,45 or older,Non,Absence non autorisée,,,,Collègue
143,2,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Homme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
143,3,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Traitement de dossiers/élaboration de rapports,Non,After 2000,Individu
144,1,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
144,2,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Non,Oui,,Non,non,,,,,,,,,,,,,,
144,3,11-50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,Non,Oui,,Oui,non,,9.0,3.0,Other,Secondary,Advanced,Homme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Non,After 2000,Individu
144,4,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,4.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
144,5,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,Maladie/maternité,Oui,non,,6.0,5.0,Nurse,Secondary,Advanced,Femme,35-44,Non,Maladie/maternité,,,,Collègue
144,6,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
144,7,11-50,11-50,Over 5,Nurse,Primary,Diploma,Femme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
144,8,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,Younger than 25,Oui,Non,Absence autorisée (permission/congé),Oui,non,,3.0,8.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non,In the 1990s,Individu
144,9,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,Absence autorisée (permission/congé),Oui,non,,10.0,9.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Non,Absence autorisée (permission/congé),,,,Responsable
144,10,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,Absence autorisée (permission/congé),Oui,non,,8.0,10.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non,After 2000,Individu
144,11,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,11.0,Nurse,Secondary,Advanced,Homme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
144,12,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
144,13,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
144,14,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Non,Absence autorisée (permission/congé),Oui,non,,7.0,14.0,Doctor,Post-Secondary,Advanced,Homme,25-34,Non,Absence autorisée (permission/congé),,,,Responsable
144,15,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
144,16,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
144,17,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
144,18,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,5.0,18.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
144,19,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
144,20,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
144,21,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,4.0,21.0,Nurse,Secondary,Advanced,Femme,25-34,Non,Autre (à préciser),,,,Collègue
144,22,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
144,23,11-50,11-50,Over 5,Other,Primary,Certificate,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
144,24,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,11.0,24.0,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Oui,After 2000,Individu
145,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,Autre (à préciser),Oui,non,,1.0,1.0,Nurse,Secondary,Advanced,Femme,25-34,Non,Autre (à préciser),,,,Collègue
145,2,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,Femme,35-44,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Primary,Diploma,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
145,3,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,3.0,Other,Secondary,Advanced,Femme,Younger than 25,Oui,,Consultation/visite de malade,Non,After 2000,Individu
147,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,Non,In the 1990s,Responsable
147,2,5 or less,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Doctor,Post-Secondary,Advanced,Homme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
147,3,5 or less,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,3.0,Doctor,Post-Secondary,Advanced,Homme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
